verdict,text,part_single,part_concatenated
SH-22-12-51251-44,הנאשם החזיק בנשק בלתי חוקי פעמיים בטווח זמנים של מספר חודשים.,"על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"לדבריו עשה זאת לצורך הגנה עצמית, בשל סכסוך דמים בו מעורבת משפחתו.","על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"חומרה יתרה יש בעובדה כי הנאשם ביצע את עבירת הנשק בפעם השנייה, תוך כדי הליך משפטי תלוי ועומד, כאשר הוא מפר תנאים מגבילים.","על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,אין ספק כי נסיבותיו האישיות של הנאשם הן קשות ומורכבות מאוד אותם יש לקחת בחשבון.,"על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"לצד זאת, יש לתת את הדעת לגילו הצעיר של פלוני, הוא היה כבן 15 בעת ביצוע העבירות, ולכן אין להחמיר עמו כמו עם נער הקרוב לגיל בגירות.","על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,יש להטיל חלק מהקנס על אמו של הנאשם.,"על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"על אף טענותיהם של הסנגורים כי אמו של נאשם היא הגורם אשר יכול לסייע בשיקומו, נראה כי לא הצליחה לעשות כן עד כה.","על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"להיפך, היא לא מנעה ממנו להחזיק בנשק, בביתה, פעמיים.","על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים","בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים"
SH-22-12-51251-44,"פלוני יליד 00.00.2007 (להלן: ""הנאשם או פלוני"") הודה בביצוע עבירה של החזקת נשק ותחמושת, עבירה לפי סעיף 144 (א) רישא וסיפא לחוק העונשין, תשל""ז-1977 (להלן ""חוק העונשין"")",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,"על פי עובדות כתב האישום המתוקן, בתאריך 19.10.22 החזיק הנאשם בביתו שבXXX מקלע מסוג ""קרלו"" וכן במחסנית תואמת ובתוכה 13 כדורי 9 מ""מ, בלא רשות על פי דין.",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,"באותו מועד סמוך לשעה 11:30 בוצע חיפוש בביתו על ידי שוטרי משטרת ישראל, כאשר הנאשם או מי מטעמו השליכו את הנשק והתחמושת מחלון הבית אל גג הבית הסמוך.",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,"לבקשת הנאשם ובהסכמת ב""כ המאשימה, צורף תיק נוסף:",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,"על פי עובדות כתב האישום, בזמן העבירה הנאשם היה מצוי בחלופת מעצר תחת תנאים מגבילים מתוקף החלטת ביהמ""ש במ""ת 51268-12-22, במסגרתה נקבע כי הנאשם ישהה בתנאי מעצר בית מלא בבית משפחת XXX בXXX  בפיקוח אימו.",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,"על אף התנאים המגבילים, בתאריך 18.01.23, שהה פלוני בביתו בXXX, כאשר הוא מחזיק בתת מקלע מאולתר וכן במחסנית תואמת ובה 14 כדורי 9 מ""מ.",עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,באותו מועד הגיעו שוטרי משטרת ישראל על מנת לערוך חיפוש בביתו ואז השליך הנאשם את הנשק והתחמושת מחלון הבית אל חצר בית סמוך הנמצא בהליכי בנייה.,עותק מאושר לפרסום,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום"
SH-22-12-51251-44,מתסקיר שירות המבחן עלה כי משפחתו של פלוני מונה אם שהתאלמנה ושבעה אחים.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,לדברי אם המשפחה: אבי המשפחה נרצח לפני כחמש שנים וזאת בשל סכסוך עסקי.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,עוד שיתפה האם  כי משפחתה סובלת ממצוקה קשה שכן לאחר רצח בעלה נרצח אדם המקושר למשפחה עמה הבעל היה מסוכסך ומאז היא ומשפחתה מקבלים מסרים מאיימים וממושכים שאף הובילו לפציעתו של אחד מילדיה ברגלו בשל ירי מסיבי על ביתה.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,האם תארה כי הם חיים בתחושות של פחד ומתח ואינם מנהלים שגרת חיים רגילה ולרוב מסתגרים בביתם.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,עוד שיתפה האם כי שלושה מילדיה הבגירים היו מעורבים בפלילים ואף ריצו עונשי מאסר בפועל.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,"באשר למצב הכלכלי, טענה האם כי הם מסתדרים ותיארה תנאי מגורים הולמים העונים לצורכי המשפחה.",תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,"פלוני נשר מבית הספר בכיתה ו', נוכח התפרצות הסכסוך וחשש לחייו, ולאחר מכן לא השתלב חזרה במסגרת לימודית.",תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,"לדבריו, הוא העביר את זמנו בעיקר בביתו במשחקים בנייד ועם בני משפחה שסמך עליהם.",תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,לדבריו הוא אינו מרבה לצאת מביתו וכאשר הוא נאלץ לעשות כן היציאה נעשית בזהירות רבה.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,הוא תאר כי כבר היו אירועי ירי כלפי בני משפחתו וגם הוא היה יעד לירי כאשר ירו על בית המשפחה.,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,פלוני שיתף כי ..........................,תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,"בנוסף, הוא שלל שימוש באלכוהול וסמים.",תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
SH-22-12-51251-44,"בטרם מעצרו של הנער, הוא זומן לשירות המבחן מספר רב של פעמים אך הוא ואמו בחרו שלא להגיע אף לא לפגישה אחת עם קצין המבחן, לדבריהם, בשל חשש לחייהם.",תסקיר שירות המבחן,"בית משפט לנוער בבית משפט השלום בפתח תקווה, בית משפט לנוער בבית משפט השלום בפתח תקווה, בפני , כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, כבוד השופטת, סגנית הנשיאה  שרון עצמון הלוי, המאשימה, המאשימה, מדינת ישראל – פרקליטות מחוז מרכז , על ידי עו""ד יהונתן הירש אילון, נגד, נגד, נגד, הנאשם, הנאשם, על ידי עו""ד איהאב ג'לג'ולי ועו""ד  שי טובים, גזר דין, עותק מאושר לפרסום, תסקיר שירות המבחן"
