feature_key,text,extraction
CIR_OBTAIN_WAY_WEP,"על פי המפורט בכתב האישום, ביום 28.10.13 בשעה 17:50 החזיק הנאשם בביתו בטירה, מוסלק מתחת למיטה זוגית בחדר השינה, נשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ ולצדו מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ.",['מאחר']
CIR_OBTAIN_WAY_WEP,"בחקירתו ציין הנאשם כי מצא את הנשק ולא יודע למי הוא שייך, ולא מסרו למשטרה כדי שלא יצטרך לשלם את מחירו לבעלים.",['מצא']
CIR_TYPE_WEP,"על פי המפורט בכתב האישום, ביום 28.10.13 בשעה 17:50 החזיק הנאשם בביתו בטירה, מוסלק מתחת למיטה זוגית בחדר השינה, נשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ ולצדו מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ.",['תת מקלע מאולתר']
CIR_TYPE_WEP,"כמו כן החזיק בתוך קת הנשק 14 כדורים תואמים בקוטר 9 מ""מ.","['אקדח האקדח שהוזכר בחומר הטקסטואלי הוא בעל קת שמחזיק 14 כדורים תואמים בקוטר 9 מ""מ']"
CIR_TYPE_WEP,"מדובר בתת מקלע עם מחסנית טעונה, מוכן לשימוש.",['תת-מקלע (סוג הנשק המתאים ביותר)']
CIR_TYPE_WEP,"מרישומו הפלילי של הנאשם עולה כי לחובתו מאסר מותנה בגין החזקת סכין, שאינו חל בנסיבות אלה, אולם חרף העובדה שיודע שהתנאי עדיין קיים לאחר שניתן לו בשנת 2011 וחל עדיין בשנת 2013- עלה הנאשם מדרגה, וביצע עבירה חמורה אף יותר.",['תת מקלע (תת-מקלע)']
CIR_TYPE_WEP,"ב""כ הנאשם טען לעונש כי הרשעתו של הנאשם בגין החזקת סכין הינה משנת 2008, ובמהלך הזמן שחלף לא נפתחו תיקים נוספים.",['הנשק המוזכר הוא סכין']
CIR_TYPE_WEP,"המחסנית טעונה אומנם בכדורים - אולם היא נפרדת מנשק תת המקלע, והנשק עצמו לא טעון.",['תת-מקלע (סוג של נשק אוטומטי)']
CIR_TYPE_WEP,"בנסיבות אלה, בהתאם לסעיף 40ט(א) לחוק, מדובר בנשק דמוי תת מקלע מאולתר בקוטר 9 מ""מ, מחסנית טעונה בעשרה כדורים תואמים בקוטר 9 מ""מ, ו-14 כדורים תואמים בקוטר 9 מ""מ בקת הנשק, שהוסלקו כולם מתחת למיטתו של הנאשם.",['תת מקלע מאולתר']
CIR_TYPE_WEP,"מדובר בנסיבות לחומרא, לאור היקף התחמושת, סוג הנשק והיות המחסניות טעונות ומוכנות לפעולה,  והן נוכח העובדה כי אלו הוסלקו בביתו של הנאשם- בו מתגוררים שלושת ילדיו הקטינים בני 3-5, תוך סיכון חייהם וחיי אשתו.","['תת מקלע (תמ""ק)']"
CIR_TYPE_WEP,"עם זאת מגיליון רישומו הפלילי עולה כי לנאשם הרשעה אחת בלבד בגין החזקת סכין, משנת 2008 בגינה הושת עליו מע""ת.",['תת מקלע מאולתר (מקלע מאולתר)']
CONFESSION,"הנאשם הורשע על פי הודאתו בכתב אישום מתוקן בעבירות של החזקת נשק, אביזר לנשק ותחמושת שלא כדין לפי סעיף 144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977 (להלן: ""החוק"").",['כן']
CONFESSION,הצדדים הגיעו להסדר טיעון לפיו הנאשם יודה בכתב האישום ויורשע בגינו.,['כן']
CONFESSION,"נשקלו גם נסיבותיו האישות של הנאשם, שהודה וחסך זמן שיפוטי, הוא בעל הרשעה אחת בלבד, אך אלו אינן מצדיקות סטייה ממתחם הענישה ההולם והמקובל.",['כן']
CONFESSION,"הנאשם אף הודה במסגרת הסדר טיעון במיוחס לו, ובכך חסך זמן שיפוטי יקר, והן הביע צער על מעשיו בפני בית המשפט.",['כן']
CONFESSION,"לאור האמור, לאור חומרת העבירה, היות המעשים מצויים ברף הבינוני, העדר עבר פלילי מכביד, והודאתו של הנאשם מצאתי כי אין למצות עמו את מלוא חומרת הדין.",['כן']
PUNISHMENT_ACTUAL,"מתחם הענישה בנסיבות אלה נע בין אפס ל-9 חודשי מאסר בפועל, כאשר נסיבות מקרה זה עומדות באמצע המתחם, עד 6 חודשים ולא יותר.",['הנאשם קיבל 6 חודשי מאסר בפועל']
PUNISHMENT_ACTUAL,"11 חודשי מאסר בפועל, בניכוי ימי מעצרו: מיום 28.10.13.","['הנאשם קיבל 11 חודשי מאסר בפועל, בניכוי ימי מעצרו']"
PUNISHMENT_SUSPENDED,"10 חודשי מע""ת למשך 3 שנים מיום שחרורו שלא יעבור על עבירות נשק.",['הנאשם קיבל 10 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו']
PUNISHMENT_FINE,"קנס בסך 4,000 ₪ או 90 ימי מאסר תמורתו.","['4,000 ₪']"
