,verdict,text,part
38,SH-10-02-25802-731,אני גוזר על הנאשם מאסר בפועל לתקופה של 3 חודשים אשר ירוצה בעבודות שירות בהתאם לחוות הדעת שהוגשה מאת הממונה על עבודות השירות.,דיון והכרעה
39,SH-10-02-25802-731,עבודות השירות ירוצו במעון יום לקשיש –קרית שמונה  החל מיום 1.3.11 בימים ובשעות אשר צויינו בחוות הדעת.,דיון והכרעה
40,SH-10-02-25802-731,הנאשם יתייצב בפני המפקח על עבודות השירות לצורך קליטה והצבה בתאריך תחילת העבודה בבית סוהר חרמון.,דיון והכרעה
41,SH-10-02-25802-731,"הוסבר לנאשם , כי במידה ולא יתייצב לתחילת ריצוי עבודות השירות או במידה ולא יעמוד בתנאי הפיקוח וביקורת הפתע הדבר יביא להפסקה מנהלית של עבודות השירות וריצוי העונש במאסר של ממש.",דיון והכרעה
42,SH-10-02-25802-731,"מאסר על תנאי למשך תקופה של 6 חודשים ואולם הנאשם לא ישא בעונש זה אלא אם כי יעבור תוך תקופה של  3 שנים מהיום כל עבירה מסוג פשע ו/או עבירה בניגוד להוראת סעיף סעיף 144 לחוק העונשין התשל""ז- 1977 ויורשע בה בתקופת התנאי או לאחריה.",דיון והכרעה
43,SH-10-02-25802-731,מוצגים – לחילוט.,דיון והכרעה
44,SH-10-02-25802-731,זכות ערעור תוך 45 יום מהיום לבית המשפט המחוזי בנצרת.,דיון והכרעה
45,SH-10-02-25802-731,"ניתן והודע היום ב'  אדר א תשע""א, 06/02/2011 במעמד הנוכחים.",דיון והכרעה
46,SH-10-02-25802-731,הוקלד על ידי: שרית כהן,"סאאב דבור, סגן נשיא"
47,SH-10-02-25802-731,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,"סאאב דבור, סגן נשיא"
48,SH-10-02-25802-731,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן","סאאב דבור, סגן נשיא"
