text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"בשלב השני, יש לקבוע את מתחם הענישה הראוי כעולה מסעיף 40 ג'(א) לחוק העונשין.",0.0055383155,5.5686223e-06,1.6269654e-05,0.0029117144,0.004870687,0.0027678746,0.0012942009,0.08882049,0.00015032756,0.0021292432,0.059952814,0.0021945687,0.05382986,0.0010432111
"ביצירת המתחם מספר שיקולים: ""האחד, הערך החברתי שנפגע מביצוע העבירה ומידת הפגיעה בו.",0.0031140016,5.600514e-06,1.6923013e-05,0.0048508025,0.0058232076,0.02067336,0.0014418104,0.30853593,0.00015886583,0.0019481659,0.4019278,0.006780138,0.22585504,0.0015536428
"השני, מדיניות הענישה הנוהגת.",0.00502273,5.939808e-06,2.1265449e-05,0.0040358305,0.0055701467,0.0049187285,0.0017065224,0.05212179,0.00017673789,0.0031397003,0.11564502,0.0028707543,0.15901726,0.001614684
"השלישי, נסיבות הקשורות בביצוע העבירה כמפורט בסעיף 40ט' והם: תכנון, חלקו של הנאשם, הנזק הצפוי וזה שנגרם, הסיבות לביצוע העבירה, הבנת הנאשם ויכולתו להימנע מעבירה, מצוקתו הנפשית, קרבה לסייג אחריות פלילית, מידת האכזריות כלפי נפגע העבירה, ניצול כוח ומעמד.",0.0031401347,0.9999546,0.999913,0.0038455708,0.0072500682,0.81745964,0.001939868,0.26199195,0.00016077315,0.0047046803,0.61872834,0.0463403,0.75660765,0.2486277
"בשלב השלישי, יש לגזור את העונש המתאים לנאשם בתוך המתחם ולהתחשב בנסיבות שאינן קשורות בביצוע העבירה: הפגיעה של העונש בנאשם, לרבות שיקולי גיל; פגיעה במשפחתו; הנזקים שנגרמו לנאשם מביצוע העבירה וההרשעה; מידת האחריות של הנאשם למעשיו; שיקומו או ניסיונות שיקום; מאמצי הנאשם לתיקון תוצאות העבירה ופיצוי על הנזק שנגרם בעטיה; שיתוף פעולה עם רשויות אכיפת החוק; התנהגות חיובית של הנאשם ותרומתו לחברה; נסיבות חיים קשות של הנאשם; התנהגות רשויות אכיפת החוק; חלוף הזמן מביצוע העבירה; עברו הפלילי של הנאשם או העדר עבר.",0.0025838518,0.99996257,1.49745665e-05,0.0048594885,0.006990507,0.43575785,0.001978552,0.14213125,0.00015245272,0.002097028,0.23254517,0.3595404,0.8277087,0.9980394
"ניתן לסטות מהמתחם כאשר מתקיים אחד משני חריגים: האחד לקולא אם הנאשם משתקם או קיים סיכוי של ממש שישתקם (סעיף 40ד'); והשני לחומרה, אם יש חשש ממשי שהנאשם ישוב ויבצע עבירות וכי החמרה בעונשו והרחקתו מהציבור נדרשות להגן על שלום הציבור (סעיף 40ה').",0.00458384,0.9993344,1.8020773e-05,0.0040151663,0.0080375625,0.028686658,0.0015898538,0.16632693,0.00016623695,0.0019321726,0.17936832,0.011291836,0.15749843,0.0038838382
"על-פי התיקון לחוק וכך פירשה גם הפסיקה, קיימת חובת הנמקה בארבע תחנות: קביעת מתחם העונש ההולם; גזירת העונש המתאים; חריגה מהמתחם וגזירת הדין כאשר מדובר בכמה אירועים.",0.0033423004,5.8452e-06,1.530169e-05,0.004604683,0.0063663963,0.0047941315,0.001275472,0.07689311,0.0001526565,0.0020216058,0.13787772,0.0031440102,0.09995197,0.9642317
"הענישה הקבועה לצד העבירות בהן הורשע הנאשם והענישה שנגזרה במקרים יחסית דומים, אחרים, מוליכים לכך שמתחם העונש הראוי הנו בין שלוש שנות מאסר לבין תשע שנות מאסר.",0.025347717,5.700955e-06,1.5173985e-05,0.0046445034,0.004988315,0.003967907,0.0011221772,0.041749932,0.00016284802,0.0016977799,0.21494207,0.0026474784,0.0845574,0.997623
"אמנם, הנאשם הופתע מהתנהלות המתלוננים ומהיוזמה בה נקטו, שהייתה בלתי צפויה מבחינתו.",0.0031180752,0.9998914,1.8261035e-05,0.0037058303,0.009943063,0.8403568,0.0045693293,0.15546913,0.00016588211,0.0017983725,0.7615709,0.05488028,0.6938365,0.001159998
"המתלוננים נקטו באלימות וגרמו להרס חפצים בחנות, וכאמור עשו שימוש בגז מדמיע.",0.0031227283,5.6476424e-06,0.9996197,0.063981906,0.76821125,0.9771145,0.055572245,0.61646307,0.999482,0.95097893,0.61148906,0.0031644413,0.16784024,0.001464375
"אולם, הנאשם עבר לשימוש בנשק חם, והוא לא הסתפק בכך שגרם להימלטות המתלוננים מהחנות ולהפסקת העימות, זאת לאחר שפצע את אחד המתלוננים בתוך החנות, אלא דלק אחר שניים מהמתלוננים כברת דרך ארוכה, ""גילה דבקות"" במטרה ובמשימה, ירה לעבר שני המתלוננים הרחק מהחנות וגרם להם לפגיעות.",0.0034424604,6.023842e-06,0.99993503,0.99081355,0.9963464,0.99518114,0.9949616,0.8394525,0.9990459,0.99630654,0.9062172,0.01278509,0.47280896,0.0028335776
"התנהלות זו אינה קשורה כלל ועיקר לסכסוך האלים שפרץ בחנות,  גם אם גלגולו החל על ידי המתלוננים דווקא.",0.004068611,0.99995995,1.9286079e-05,0.01015755,0.0065620854,0.92243195,0.0036494008,0.18550602,0.0002296847,0.0052918303,0.54490805,0.009960206,0.26631242,0.0014413313
"במעשיו פגע הנאשם בערך מוגן חשוב, והוא שלמות הגוף והחיים, הוא פגע גם ברכוש ציבורי (אוטובוס שהיה בדרכו), סיכן בירי הפרוע והלא מבוקר, גם עוברי אורח.",0.0039780447,5.817356e-06,0.99992645,0.9435865,0.9930622,0.956785,0.3687635,0.865671,0.0005672554,0.99594265,0.7401447,0.0047219,0.43002775,0.004002996
"הפגיעות אותן סבלו המתלוננים, לא היו פגיעות קלות ערך.",0.005559521,5.625561e-06,1.4925038e-05,0.009797986,0.004494269,0.067223854,0.007525802,0.2819323,0.00018945511,0.9340827,0.45929605,0.008050034,0.24955057,0.0012700417
"כלומר, גם נפגע ערך חברתי חשוב, הנאשם יכול היה להימנע ממעשיו, נגרמו נזקים לגוף ולרכוש.",0.003520448,5.3835643e-06,1.83643e-05,0.0045277546,0.007072466,0.6002017,0.0024066532,0.40940258,0.0001644333,0.9451282,0.8831659,0.009173276,0.32793856,0.0015809115
לצד זאת יש לזקוף לזכות הנאשם את גילו הצעיר והעדר עבר פלילי.,0.00238785,0.9999652,1.5667347e-05,0.0030654885,0.0057186256,0.003494884,0.0012856494,0.07742588,0.00014067248,0.0017209501,0.06845991,0.016224923,0.33068147,0.014844065
שקלול האמור לעיל מוליך לכך שעונשו של הנאשם אמור להתמקם במקטע האמצעי של המתחם.,0.0033066845,5.6101308e-06,1.5696403e-05,0.0046876967,0.004345907,0.0029384394,0.001262808,0.03471913,0.00015140518,0.0018753356,0.10119386,0.006939275,0.08853505,0.0010781452
לפיכך אני גוזר עליו כלהלן:,0.0032765858,5.84505e-06,2.6577032e-05,0.0035029256,0.00874481,0.0036644014,0.0024801628,0.12514864,0.00025313973,0.004304997,0.11516182,0.003193817,0.16150366,0.0008278905
אני גוזר על הנאשם עונש מאסר בפועל לתקופה של 4.5 שנים.,0.99618214,5.077162e-06,1.6208745e-05,0.0033286691,0.00570304,0.0027213192,0.0010010473,0.04434434,0.00014924977,0.0023456237,0.12837866,0.002144598,0.06729645,0.0009175351
"אני גוזר על הנאשם מאסר מותנה לתקופה של 10 חודשים, והתנאי הוא שהנאשם לא יעבור עבירה מסוג פשע בתוך שלוש שנים מיום שחרורו ממאסר.",0.9966832,5.143947e-06,1.541732e-05,0.003450436,0.0064812624,0.0040206597,0.0011071353,0.0766815,0.00013959494,0.0020944565,0.18043834,0.0023879714,0.059062716,0.003175839
זכות ערעור לבית משפט העליון בתוך 45 יום מהיום.,0.0069853473,5.5313826e-06,1.6673588e-05,0.0031731867,0.0057620113,0.0027529846,0.0017415654,0.052972816,0.00016346642,0.0026703288,0.109712854,0.0022261697,0.07713689,0.0010735354
"ניתנה היום, ב' אדר ב תשע""ד, 04 מרץ 2014, במעמד ב""כ המאשימה, ב""כ הנאשם והנאשם עצמו.",0.8600762,5.3159138e-06,1.5960484e-05,0.003316217,0.008736853,0.0026541522,0.0025739146,0.05551557,0.0001591257,0.0020496452,0.104943335,0.005446771,0.07478995,0.001818562
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0.0038477199,5.347072e-06,2.114462e-05,0.0036784601,0.0062832893,0.006826786,0.0016091005,0.03834545,0.00018764581,0.0024569528,0.085175075,0.003013065,0.1358119,0.00094191974
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0.003090872,5.4925686e-06,2.2541619e-05,0.0038353445,0.0052566566,0.004508115,0.0021081553,0.0874546,0.00020371386,0.002504928,0.10833957,0.0055003534,0.15250511,0.0014444216
