,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
10,SH-17-10-10556-234,האקדח היה בבעלותו של אחר והוחזק על ידי הנאשם בתוך שקית בחצר הסמוכה לביתו.,,0.0012382121657611366,0.0003088025592475763,3.168574658555538e-08,0.999918600174499,1.9257976525769415e-05,,0.999704449274121,1.7813279940671325e-05,1.1583897093767861e-05,1.2351518389945684e-05,0.9991981972358426,,,0.00015124893794943854,0.022740635427780667,0.9998741242693353,6.198925317523884e-05,6.198925317523884e-05
11,SH-17-10-10556-234,עוד במועד האמור החזיק הנאשם באקדח ובתוכו מחסנית לא טעונה.,,0.00046769549137834043,0.0002088608352102032,4.451478341970744e-08,0.9999081721748185,1.992853778828339e-05,,0.9998513190940086,1.2169262775026824e-05,1.136909991040625e-05,1.255587729874087e-05,0.9995287329447762,,,0.9996612530142042,0.999717587897264,0.0034091364139345183,5.440075649611296e-05,5.440075649611296e-05
12,SH-17-10-10556-234,"הנאשם החזיק את האקדח בתוך כפפה מתחת למזרון בתוך ערימת זבל, במרחק של כ-100 מטרים מביתו.",,0.000949157925654545,0.0001815960281449618,3.463227564244023e-08,0.9999193125961007,1.8919334301295376e-05,,0.99718968871193,1.3480478842499512e-05,1.2312959556931815e-05,1.465110910697247e-05,0.9996308946711844,,,0.3320191253427112,0.9993706879412341,0.9982639515986038,5.9376132778748224e-05,5.9376132778748224e-05
13,SH-17-10-10556-234,המאשימה טענה כי מתחם העונש ההולם למעשי העבירה שביצע הנאשם נע בין שנת מאסר לבין 3.5 שנות מאסר וכי העונש המתאים לנאשם הינו 16 חודשי מאסר בפועל.,,0.006913494406458164,0.9989947818055265,2.614810088099565e-08,0.0017797773509923003,1.8216066874267903e-05,,,,,,,,,,,,,
14,SH-17-10-10556-234,לעניין זה ציינה המאשימה כי מתחם העונש ההולם שנקבע בפסיקה להחזקה של אקדח אחד נע בין 9 חודשי מאסר בפועל לבין 24 עד 36 חודשי מאסר בפועל.,,0.0036559549216059746,0.9992188326176942,2.9746277019300112e-08,0.0014711676364935606,1.8233534165376377e-05,,,,,,,,,,,,,
15,SH-17-10-10556-234,"בטיעוניה, עמדה המאשימה על נסיבות ביצוע העבירה, על הערכים המוגנים בעבירות נשק, כפי שנקבעו בפסיקה, על הצורך בהחמרת הענישה בעניין, וטענה כי אין נפקות לעובדה שאחד האקדחים היה בבעלותו של אחר.",,0.6891421152150277,0.00011120718417720827,5.3710142754172806e-08,0.1478039910696587,1.8923402344286944e-05,,,,,,,,,,,,,
16,SH-17-10-10556-234,"עוד הפנתה המאשימה לעברו הפלילי של הנאשם, הכולל שתי הרשעות בעבירות סמים, החזקת סכין ועוד.",,0.0006843434431923442,0.0001530090836788833,0.9999501201388593,0.0013161490084855761,1.8556455174975473e-05,,,,,,,,,,,,,
17,SH-17-10-10556-234,"הסניגור מצידו טען כי מתחם העונש ההולם למעשי העבירה שביצע הנאשם נע בין 6 חודשי מאסר בפועל לבין 24 חודשי מאסר בפועל, וכי העונש המתאים לנאשם עומד על 8 חודשי מאסר בפועל.",,0.010272557038623484,0.9987356206928206,2.6003938322473774e-08,0.0017661183643371504,1.7959441574531825e-05,,,,,,,,,,,,,
18,SH-17-10-10556-234,"הסניגור ציין כי יש לזקוף לטובתו של הנאשם את הודאתו, על אף שהראיה היחידה הקושרת את הנאשם לכלי הנשק הינה דגימת DNA.",,0.0002877264715978529,0.0004338146372921126,2.4105421047533724e-08,0.0012507406704817523,0.9997491332095909,0.9996266066573646,,,,,,1.2141445622586226e-05,1.287792241100867e-05,,,,,
19,SH-17-10-10556-234,"עוד ציין הסניגור כי המועד בו אחז הנאשם באקדחים בפועל אינו ידוע, כי האקדחים לא הוחזקו בביתו של הנאשם, בחצריו או ברכבו, וכי אין ראיה למטרה בגינה החזיק הנאשם באקדחים.",,0.0004432322826804095,0.000325944293347654,3.748965531798251e-08,0.9999169763626643,1.8819477405338735e-05,,0.9995099101149795,0.0004254073639250683,1.1693495876647103e-05,1.1577674771047986e-05,0.9992811855321255,,,0.0004728727250200631,0.18342803937639834,0.9921850236576795,5.412174970064251e-05,5.412174970064251e-05
20,SH-17-10-10556-234,"הסניגור ציין עוד כי הנאשם הינו אדם צעיר, אשר עברו הפלילי רחוק, ונקבע בהיותו נער.",,0.0036568142634314698,0.0001689196913394152,0.9997400457644618,0.0019728429952186326,1.8804787585910946e-05,,,,,,,,,,,,,
21,SH-17-10-10556-234,"מאז, כך נטען, הנאשם השתקם, התחתן והקים משפחה.",,0.0012936329357491904,8.973659645367217e-05,0.9997608313588647,0.0022151886642301204,0.9996300678661222,1.7572891670126096e-05,,,,,,0.2258870340961068,1.5719212561064273e-05,,,,,
22,SH-17-10-10556-234,"הנאשם הביע צער וחרטה על מעשיו, ועל הנזקים שנגרמו בשלהם למשפחתו.",,0.0005150882300028564,0.00017040026770554908,1.4045197808726687e-08,0.0019564148597099556,0.9996054409059141,1.4831695464483228e-05,,,,,,0.9990663989292017,1.7802742478054187e-05,,,,,
23,SH-17-10-10556-234,עבירת נשק פוגעת בשלום הציבור ובביטחונו.,,0.9996942914430877,,,,,,,,,,,,,,,,,
24,SH-17-10-10556-234,"העובדה שכלי בו גלום פוטנציאל קטלני מוחזק ללא פיקוח רשויות המדינה ומבלי שנבחנו מראש מיומנותו של המחזיק לעשות בו שימוש וכשירותו להחזיק בו, כשהיא לעצמה, מהווה סכנה ממשית לשלומו וביטחונו של הציבור.",,0.9970902620904925,,,,,,,,,,,,,,,,,
25,SH-17-10-10556-234,סכנה זו עומדת בתוקפה גם אם אין בדעתו של המחזיק בנשק לעשות בו שימוש לצורך ביצוע עבירה.,,0.999493812436883,,,,,,,,,,,,,,,,,
26,SH-17-10-10556-234,"מדובר אפוא בעבירה חמורה, בה טמונה סכנה של ממש לחיי אדם, לשלמות החיים לגוף ולנפש האדם ולביטחון הציבור.",,0.9994343706716687,,,,,,,,,,,,,,,,,
27,SH-17-10-10556-234,"הנאשם בלבד הוא זה שביצע את העבירה, וחלקו היחסי בביצועה הוא מלא.",,0.9978241601305196,,,,,,,,,,,,,,,,,
28,SH-17-10-10556-234,על הנזק הצפוי מביצוע העבירה עמדנו לעיל.,,0.9988694310002071,,,,,,,,,,,,,,,,,
29,SH-17-10-10556-234,"הלכה למעשה לא נגרם נזק כתוצאה מהעבירה, אולם הדבר היה בשל כך שכלי הנשק והתחמושת נתפסו על ידי גורמי האכיפה, ולא בשל חרטתו של הנאשם.",,0.0013832412381741255,0.0001708448259697977,3.080807743973173e-08,0.9998371779756866,0.9997062843709672,1.3771030290459635e-05,1.2156136950775532e-05,1.3332922567569159e-05,1.1679249302419342e-05,1.2084854746694052e-05,0.00023691789470776857,0.9991243900196503,1.2817495009198187e-05,0.07788481095712117,0.00010946759162538876,0.74665356740378,5.4508771118291956e-05,5.4508771118291956e-05
30,SH-17-10-10556-234,"לחובתו של הנאשם עומד עברו הפלילי הכולל שתי הרשעות קודמות, בלא פחות מ-11 עבירות, רבות ומגוונות, ובהן עבירות סמים, החזקת סכין, הפרעה לשוטר ועבירות רכב.",,0.001259214367484697,6.391104409758847e-05,0.9999168219199226,0.0016980275558367516,1.895951554494738e-05,,,,,,,,,,,,,
31,SH-17-10-10556-234,"עם זאת, לעבר הפלילי האמור משקל מוגבל בלבד, לנוכח פרק הזמן הרב שחלף מאז הרשעתו האחרונה.",,0.9930602887914157,,,,,,,,,,,,,,,,,
32,SH-17-10-10556-234,"העובדה כי מאז הנאשם לא הורשע בעבירות דומות נוספות, תומכת בטענת ההגנה כי הנאשם שינה את דרכו, נגמל משימוש בסמים והשתקם.",,0.010828680360643057,0.00018320397743482432,0.9990254632403329,0.002190373901657717,1.939177014581026e-05,,,,,,,,,,,,,
33,SH-17-10-10556-234,"מאסר בפועל למשך 10 חודשים, החל מיום מעצרו (25/9/2017).",,0.003334070823111209,0.9993524083727305,3.508376762392984e-08,0.0016010696950384334,1.9697979088073987e-05,,,,,,,,,,,,,
34,SH-17-10-10556-234,"מאסר למשך 12  חודשים וזאת על תנאי למשך שלוש שנים, אם יעבור על כל עבירת נשק.",,0.0006955346837399434,0.9990825961283893,6.841687209419739e-08,0.0017826172526594958,1.9571461725171012e-05,,,,,,,,,,,,,
35,SH-17-10-10556-234,"קנס בסך 6,000 ₪, או שני חודשי מאסר תמורתו.",,0.0012010062195427034,0.9996945197075379,3.393366549792241e-08,0.0013975736800216584,1.9609244033768665e-05,,,,,,,,,,,,,
36,SH-17-10-10556-234,הקנס ישולם ב-6 תשלומים חודשיים החל מיום 4/1/2018.,,0.9918668270259582,,,,,,,,,,,,,,,,,
37,SH-17-10-10556-234,"אולם, אם איזה מן התשלומים לא יבוצע במלואו או במועדו תעמוד מלוא יתרת הקנס לתשלום מידי.",,0.9990405005280886,,,,,,,,,,,,,,,,,
38,SH-17-10-10556-234,זכות ערעור לבית המשפט המחוזי בירושלים תוך 45 יום מהיום.,,0.9995916097937316,,,,,,,,,,,,,,,,,
39,SH-17-10-10556-234,"5129371ניתנה והודעה היום ט' טבת תשע""ח, 27/12/2017 במעמד הנוכחים.",,0.9997443076711579,,,,,,,,,,,,,,,,,
40,SH-17-10-10556-234,54678313,,0.9998028831248776,,,,,,,,,,,,,,,,,
41,SH-17-10-10556-234,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,,0.999385460275538,,,,,,,,,,,,,,,,,
42,SH-17-10-10556-234,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",,0.9993795200025983,,,,,,,,,,,,,,,,,
