,case,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,RESPO-predicted,REGRET-predicted,CIR_USE-predicted,CIR_TYPE_WEP-predicted,CIR_STATUS_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted,_HELD_WAY_WEP-predicted
11,,"הנאשם והאחרים נסעו מהמקום, וקשרו ביניהם קשר לחזור לשכונה 20 במטרה לאיים על המתלוננים באמצעות נשק חם שהיה ברשותם, ללא היתר או רישיון כדין, על מנת להקניטם או להפחידם.",,0.00030475320695043845,0.02121850303108535,0.31038693215509794,0.9850894997318396,0.41118143045225813,,,0.4155890504710003,0.8302713476063566,0.3022608527875856,0.9601950530951082,0.3927788173925861,0.8691822704013437,0.02497115814672627,0.20026985822378665,0.9252935819079042,0.9793475714539538
12,,"הנאשם והאחרים הצטיידו בכלי נשק (להלן: ""הנשק""), וחבשו כובעים וחם- צוואר על מנת להקשות על זיהויים.",,0.00011579788582437723,0.019227805002795577,0.1664598739387902,0.960022535865228,0.3927395507569104,,,0.5603911662883957,0.7228479708568893,0.7494010003702525,0.8935732546606125,0.4152766411616194,0.9610214219142341,0.05381488915414947,0.0651765998282838,0.9340813711846423,0.9361622670688285
13,,"בסמוך לאחר מכן, לאחר השעה 15:00, חזרו הנאשם והאחרים לשכונה 20.",,0.99942533653005,,,,,,,,,,,,,,,,
14,,באותה העת המתלוננים עמדו בסמוך לכביש ליד אחד הבתים בשכונה.,,0.9888779797738918,,,,,,,,,,,,,,,,
15,,"הנאשם והאחרים הגיעו בנסיעה לעבר המתלוננים וכשהתקרבו אליהם, אחד מהם הוציא את פלג גופו העליון מחלון הגג הנפתח ברכב כשהוא נושא את הנשק, וזאת בכוונה להפחידם.",,0.0008288629901009294,0.011309698656089736,0.20042439403812665,0.9958746774473779,0.4047692160934441,,,0.6605798059086646,0.9624455638706664,0.8270051784141171,0.9705996471453271,0.07260233174924106,0.7594757194677562,0.021660227901556917,0.37762052582448885,0.9847639109719882,0.9945448110889288
16,,המתלוננים נבהלו למראה הנשק וניסו להסתתר מפני הנאשם והאחרים.,,0.00041330993077350005,0.006801771967739779,0.5148164158157521,0.9949868745593361,0.2802108769093472,,,0.88468770025055,0.8567588998552775,0.14347592156775338,0.9526976061273962,0.058124370901892985,0.9011367015591217,0.03227458776208331,0.20099230161518816,0.9406733694271331,0.9793518277744392
17,,"הנאשם והאחרים עזבו את השכונה אך חזרו אליה כעבור כמה דקות, כדי לשוב ולאיים על המתלוננים.",,0.9249709873301281,,,,,,,,,,,,,,,,
18,,"הנאשם נשא את הנשק, הוציא את פלג גופו העליון מחלון גג הרכב, וירה מהנשק מספר קליעים באוויר, במטרה להפחיד את המתלוננים.",,0.0006907157842996192,0.01063552538821372,0.11828144433894525,0.9944391581385763,0.20079463458069932,,,0.9203488729506534,0.9860749002195303,0.938791691910375,0.9790166815493003,0.07627670914578794,0.606434920291209,0.03135409833947674,0.4627928614929417,0.9929477885214003,0.9963105738838978
19,,לאחר מכן הנאשם והאחרים עזבו את המקום.,,0.9974704435271075,,,,,,,,,,,,,,,,
20,,"על יסוד הודאת הנאשם בעובדות, כאמור, הוא הורשע בעבירות של קשירת קשר לפשע, לפי סעיף 449(א)(1) לחוק העונשין תשל""ז-1977 (להלן: ""חוק העונשין""); הובלה ונשיאת נשק, לפי סעיף 144(ב) לחוק העונשין; איומים, לפי סעיף 192 לחוק העונשין;  וירי באזור מגורים, לפי סעיף 340 א' לחוק העונשין.",,0.00024428825402350146,0.5885767395585033,0.017101823746898608,0.05811032004033983,0.9873315530476502,0.1278180584016948,0.048744595399434425,,,,,,,,,,
21,,"במסגרת הסדר הטיעון הסכימו הצדדים כי התביעה תעתור להטיל על הנאשם שלוש שנות מאסר בפועל, מאסר על תנאי וקנס, וההגנה תטען לעונש כראות עיניה.",,0.0016091450980047594,0.02601561078007078,0.015117908284194655,0.0044977896996840835,0.14234496183200107,,,,,,,,,,,,
22,,"לבקשת ההגנה ובהסכמת התביעה, שירות המבחן התבקש להכין תסקיר על הנאשם.",,0.9993720050259898,,,,,,,,,,,,,,,,
23,,"הנאשם בן 26, רווק.",,0.0042085054214714744,0.02320099083445317,0.6977281807015333,0.6253750139291117,0.07840247958991677,,,0.22478165911147568,0.5684751822352666,0.03765542036905938,0.6034818539732317,0.2691622048321201,0.16874066879438643,0.09782602027117576,0.0853203176764535,0.23134610313718523,0.4248338279955239
24,,טרם מעצרו התגורר בבית אמו ברהט.,,0.003029503248537318,0.027541354198269464,0.9206317984827868,0.7760681332005195,0.3231345626592266,,,0.7652012867663809,0.1998209063774663,0.010543439778593684,0.8509004998563429,0.04775480071346646,0.7058066502404109,0.030905931485453064,0.06827071413196231,0.10975553994172778,0.35668660669613295
25,,"מסר, כי עבד כעוזר חשמלאי.",,0.0007630101569248609,0.028360894038576497,0.9383914182557023,0.6112891912577154,0.09869964785470665,,,0.7737772764953749,0.31149066861100944,0.03424949305392443,0.9420370233726131,0.0964107085197621,0.6890421358297169,0.10489661210708415,0.051505672820233474,0.204084288331772,0.2734382698210175
26,,לדבריו סיים 12 שנות לימוד.,,0.0007690972374660216,0.020797551434658983,0.9490572109408386,0.38661150170463937,0.02039262510038964,,,,,,,,,,,,
27,,לנאשם 8 אחים מאמו ואביו ו- 12 אחים נוספים מנישואי אביו לשלוש נשים נוספות.,,0.004768859903294363,0.021893166039054935,0.8887910141071482,0.8383655444083472,0.2796041919666009,,,0.7068814557742042,0.28103222570415615,0.029824792600838288,0.8150052502936244,0.1161524413984021,0.631200870010252,0.12409805462206032,0.051740478036642695,0.3377114111713266,0.4834953625363186
28,,הנאשם שיתף כי בהיותו בן 16 חבר לבני נוער חסרי מסגרת והסתבך בפלילים.,,0.008145736494631373,0.010801310796902256,0.9879122290536804,0.6788129899971357,0.349988182291722,,,0.22941963506091592,0.13281641612009568,0.015996152757976723,0.8529738167576785,0.301419093259531,0.7517657357955558,0.013604520817647186,0.039592846822853,0.10124918761286164,0.2983518210006352
29,,"לחובתו ארבע הרשעות קודמות בגין עבירות רכוש, הצתה והפרת הוראה חוקית.",,0.0031750621363665407,0.029749231176884935,0.5788663501776514,0.07196611272092104,0.32883832780965805,,,,,,,,,,,,
30,,"ביחס לעבירות כאן, הנאשם לוקח אחריות חלקית על ביצוען.",,0.0013663657654918928,0.013421676866158595,0.03262611150206512,0.017823072134783978,0.3791027887645198,,,,,,,,,,,,
31,,"לטענתו, במועד האירוע  שתה אלכוהול עם חבריו, ובהמשך הם עברו עם רכבם מספר פעמים סמוך לביתם של המתלוננים.",,0.003047675914265078,0.006168616225327834,0.8645900411356602,0.9928471297103,0.26098590949230976,,,0.27920706930465383,0.5759447658029401,0.14947614070495868,0.9807133459769937,0.12253365110786621,0.8416830509204337,0.02481954063056624,0.16000720965974355,0.7317324267170684,0.928579216392377
32,,הנאשם שלל כוונה להקניט את המתלוננים.,,8.373699881383452e-05,0.007844695662451377,0.6035434755808317,0.9401496263110852,0.27214458739765646,,,0.13400176933013758,0.1258548403609483,0.03836851005994787,0.8201528822854999,0.5496888913469546,0.6833863344240102,0.057564414413424574,0.04554708536196903,0.16701741899332573,0.33478478756303204
33,,"תיאר, כי לאחר שאחד המתלוננים השליך מוט ברזל לעבר הרכב- אקט שתורגם מצדו כפגיעה בכבודו-  חש כי עליו לנקוט בפעולה כדרך להשיב את כבודו ולכן הביא נשק שהיה שייך לאחד מחבריו במטרה לירות באוויר ולהפחיד את המתלונן.",,0.0013044274842921905,0.009019023803329694,0.851974576060146,0.9920996016324392,0.6932658755051082,0.4681110815246474,0.0754964020335864,0.8657657480580967,0.90172275002917,0.3944213112674507,0.9917183866058985,0.23802333044708548,0.9423347253433826,0.027562249739356927,0.07332515339710922,0.9063521076602544,0.9568334609255311
34,,"ציין, כי לאחר שחברו לא הצליח לירות, הוא לקחת מידיו את הנשק וירה באוויר לעבר המתלוננים.",,0.00024996129304784797,0.008690025252700425,0.5523135668942287,0.9951170442669022,0.2954271239640315,,,0.9598957116397038,0.9527787437583349,0.9132539903582052,0.9953083518764103,0.09312734233197281,0.9028905531850347,0.08596517199694197,0.4215546503141285,0.9768922493896202,0.9802624938721126
35,,בשיחה עם שירות המבחן השליך הנאשם את נסיבות ביצוע העבירה על העובדה שהיה תחת השפעת אלכוהול.,,0.22077953209069362,0.008233115481387067,0.5198202684436873,0.1566648465219765,0.6739543084311722,0.4874022097129066,0.7813350748200258,,,,,,,,,,
36,,וטען כי התנהגותו באירוע אינה מאפיינת אותו.,,0.0003582226314980206,0.007361049667108413,0.9709286130262909,0.8913453680644448,0.1645920404562156,,,0.16610360448582487,0.12557188260060892,0.02634637511154935,0.9063958165700274,0.25475107687796933,0.5347046449339646,0.054524092390281546,0.012532764525471233,0.025273353831274242,0.03961254252327285
37,,"הוסיף, כי מעולם לא התנסה בסמים ושלל בעייתיות בתחום האלכוהול.",,0.0016836150745134898,0.016626367443372366,0.9878382139413878,0.5737710911260178,0.14882997154024513,,,0.27920861888900145,0.05659103632406305,0.06071846405184984,0.9027634800458412,0.17880394225168697,0.5445418410145507,0.04055655853659574,0.015291729727959993,0.039420083835026015,0.06165251419317168
38,,"שירות המבחן התרשם כי לנאשם קושי בוויסות דחפים ונטייה לפעול ללא הפעלת שיקול דעת ובחינת השלכות מעשיו, והעריך כי הנאשם מחזיק בעמדות מסורתיות הקשורות לתפיסה כי במקרה של פגיעה בכבודו או בכבוד משפחתו קיימת לגיטימציה לתגובה אלימה.",,0.0064970803550615545,0.006555493209739007,0.9873144928388227,0.5888558949047992,0.774750020687056,0.8586022708950787,0.9247015424813848,0.04078929980382227,0.13890702990075765,0.026210931311691915,0.4889173434632779,0.3782045133664507,0.8069961727306407,0.009326900010072933,0.007221373238809333,0.016895633771031683,0.023663972185765814
39,,"עוד התרשם שירות המבחן כי הנאשם מתקשה להתייחס לפגיעה במתלוננים ואינו מגלה אמפטיה כלפיהם, והעריך כי קיימת רמת סיכון בינונית להתנהגות תוקפנית ברמת חומרה בינונית.",,0.0007569906253804437,0.0066920967300037265,0.954790834268102,0.3874556023171048,0.7268112328549664,0.753265764745897,0.9453173767137611,,,,,,,,,,
40,,"שירות המבחן לא המליץ על חלופת ענישה או שיקום במסגרת הקהילה, והעריך כי התייחסות מוחשית וקונקרטית תחבר את הנאשם למחירים של התנהגות אלימה בעתיד.",,0.003248716900477576,0.012164260089006227,0.9271147219802278,0.04959229157571311,0.3561308013386361,,,,,,,,,,,,
41,,"הנאשם הגיש חוות דעת של קרימינולוגית, בה נכתב כי הנאשם מביע רצון להשתלב בתהליך טיפולי בתחום האלכוהול והומלץ לעשות כן.",,0.004857652777893976,0.008058070135049982,0.9429965943928589,0.274928337487886,0.13413605762034508,,,,,,,,,,,,
42,,"התביעה טענה, כי מתחם העונש ההולם למעשה הנאשם נע בין 3 ל- 5 שנות מאסר בפועל.",,0.0025689406173312226,0.004618392001234077,0.006598816811107563,0.004063897827686849,0.035713529419377055,,,,,,,,,,,,
43,,היא עמדה על הערכים החברתיים שנפגעו מביצוע העבירה; על מדיניות הענישה בעבירות הנשק; ועל נסיבות ביצוע העבירה.,,0.9997500986283202,,,,,,,,,,,,,,,,
44,,"והסבירה, כי הסכמתה לטעון לשלוש שנות מאסר, מתחשבת בהודאת הנאשם בביצוע העבירות כבר בשלב החקירה, בגילו הצעיר, ובעברו הפלילי שאינו מכביד ואינו כולל עבירות בתחום הנשק.",,0.004246509288456549,0.0173257898856257,0.5524540605714673,0.010668610228912967,0.8938333531449293,0.4192172156631811,0.5520601401742692,,,,,,,,,,
45,,"עוד ציינה, כי הנאשם שלל נזקקות טיפולית ולא עבר הליך טיפולי כלשהו, והפנתה לאמור בתסקיר שירות המבחן ולהתרשמות שירות המבחן כי קיימת רמת סיכון בינונית להתנהגות תוקפנית מצד הנאשם.",,0.0012201394544820855,0.006021138249368657,0.9840523521589633,0.20939482398961579,0.7442250269314074,0.6485056918476108,0.9628423840308578,,,,,,,,,,
46,,"עתרה לקבל את עמדת התביעה ולהטיל על הנאשם 3 שנות מאסר בפועל, מאסר מותנה וקנס משמעותי.",,0.005458784988387107,0.066932367882544,0.0062949040397680825,0.002967250307304591,0.07035867737878815,,,,,,,,,,,,
47,,הגישה את המרשם הפלילי של הנאשם ופסיקה.,,0.9997707785295908,,,,,,,,,,,,,,,,
48,,"לעניין חוות הדעת של הקרימינולוגית מטעם ההגנה, טענה, כי ההמלצות בחוות הדעת נבחנו על ידה ונדחו, בהתבסס על עמדת הפסיקה הנותנת עדיפות לתסקירי שירות המבחן על פני חוות דעת פרטיות.",,0.9920929520836833,,,,,,,,,,,,,,,,
49,,"ההגנה טענה, כי נסיבות המקרה מצדיקות להטיל על הנאשם מאסר בעבודת שירות.",,0.9988789570740761,,,,,,,,,,,,,,,,
50,,"נטען, כי אמנם בוצע ירי בנשק, אך האירוע במהותו הוא אירוע איומים.",,0.00048296308945210034,0.006997260825935522,0.7172721680853958,0.9508467321127758,0.24925301214596143,,,0.6597603395085389,0.6876938574256939,0.6849361663210173,0.9685486961134602,0.8924132922695338,0.8846123307083386,0.04026040248833308,0.03057515114175802,0.3162886704128765,0.6103117875491371
51,,"בתחילת האירוע הנאשם והאחרים רצו להתגרות במתלוננים באמצעות נסיעה רועשת ברחוב מגוריהם, ובתגובה, אחד המתלוננים השליך לעבר הרכב מוט מתכת ופגע בו.",,0.0002658561682710194,0.008377490783953294,0.49361260799671985,0.9960547461186027,0.4165501665726838,,,0.6931314108904849,0.9297562583622015,0.2519941015116759,0.9757460547800757,0.0452933934792023,0.6591780351911484,0.019524412477709023,0.18753735305820937,0.9564232003259744,0.9920281783857814
52,,בעקבות זאת הנאשם והאחרים עזבו את המקום והחליטו לחזור אליו על מנת לאיים על המתלוננים באמצעות נשק.,,0.05816136810866174,0.009356465348809864,0.2551806187340631,0.99153895407886,0.3254391202878297,,,0.7630837898478268,0.8529635450039073,0.1574369718668964,0.9723597861336475,0.13922060052187674,0.8936164968989325,0.020291291309230526,0.29228110004753427,0.9172778978745606,0.9710186829786778
53,,לא היתה לנאשם ולאחרים כוונה לפגוע במי מהמתלוננים אלא לאיים עליהם ולהפחידם.,,0.4888883902814721,0.01348214964890541,0.5706159566816401,0.7386914396980376,0.5209016034633295,0.2750742021515937,0.06148481391964438,0.20499807292331765,0.22412645935277675,0.03425990157913931,0.6597434885589933,0.8542785900401613,0.9374432626744164,0.022633267570102082,0.0423620276122621,0.3128860532352977,0.27719092720744903
54,,"צוין, כי הנאשם החזיק פיזית לראשונה בנשק כשהם נכנסו לשכונה בפעם השלישית ואז ירה באוויר, ולא לעבר המתלוננים.",,0.0008123379197718469,0.010574354196826808,0.4286915008554052,0.992979604029991,0.2659039961614943,,,0.9338588836074285,0.951360541810059,0.8573612219536605,0.9887684992890104,0.16400607581648285,0.7199510197236657,0.04496756698652709,0.2330581638524166,0.9300508944791238,0.9857780580265826
55,,"בפועל, לא נגרם נזק.",,0.9908301421155049,,,,,,,,,,,,,,,,
56,,"האירוע התרחש במסגרת סכסוך בין משפחות, ונערכה סולחה בין הצדדים.",,0.9842100026110487,,,,,,,,,,,,,,,,
57,,"הפנה לפסיקה, וטען כי הפסיקה שהגישה התביעה דנה במקרים חמורים יותר.",,0.9988673428652478,,,,,,,,,,,,,,,,
58,,"צוין שהנאשם בן 26, רווק.",,0.002927548345770461,0.0218967839067069,0.8838127184183552,0.5554142652005832,0.13503518431496697,,,0.21897668206485033,0.3809374914739568,0.04300017480286336,0.6490093866056457,0.18155344254298555,0.3585918375349945,0.08984027723911865,0.04247552009728003,0.10651371889056165,0.2637154765155184
59,,סיים 12 שנות לימוד.,,0.00042096933230277285,0.039137131788602786,0.8950885554638139,0.3545931118348069,0.013839902767591852,,,,,,,,,,,,
60,,"נטען, שעברו הפלילי אינו מכביד, מגיל צעיר הוא נאלץ לעבוד ולעזור בפרנסת המשפחה, והוא אדם חיובי במהותו.",,0.00436145355432923,0.012615956657471235,0.994912337072311,0.15596780848678532,0.5864969222737716,0.530696902613249,0.23315801375476497,,,,,,,,,,
61,,נטען כי שליחת הנאשם לכלא תפגע גם באינטרס הציבורי.,,0.9974215424510523,,,,,,,,,,,,,,,,
62,,"נטען כי המעשים בוצעו תחת השפעת אלכוהול וכי לנאשם רצון ומוטיבציה להשתקם, ויש לאפשר לו למצות מהלך שיקומי טרם גזירת הדין.",,0.006902305041708799,0.005146892399827527,0.8284582552644482,0.027440653429523783,0.5910277949534524,0.62833689733535,0.7542917639993296,,,,,,,,,,
63,,וצוין שהנאשם היה עצור במשך חודשיים ואחר כך שהה במעצר בית מלא.,,0.0018308686721732258,0.3406921784410604,0.11160666641836788,0.03500762246328073,0.22612908995962547,,,,,,,,,,,,
64,,3.,,0.9962087938004294,,,,,,,,,,,,,,,,
65,,"הנאשם אמר כי הוא יודע שהוא עשה טעות ושעל טעויות משלמים, וציין כי הוא נרשם ביחידת הטיפול באלכוהול.",,0.0022972698546631495,0.01899114800011921,0.7084441838763289,0.5423514940091932,0.3626443744831834,,,0.27525579930737387,0.4227773548763513,0.07288332672964415,0.921313785644362,0.5986029958587866,0.5594772628424721,0.056428200056427506,0.10917052020170644,0.12145807110057108,0.22925429338770517
66,,"הנאשם וחבריו הגיעו לשכונת מגורי המתלוננים ברכבו של הנאשם, באמצע היום, במטרה להתגרות במתלוננים.",,0.0012897565123546528,0.008983802764489955,0.6177891782532258,0.9917496598063991,0.2807441851669246,,,0.4193672233039794,0.5675819125098015,0.04765600215528784,0.9583296519535555,0.21646021965087853,0.7766565683277217,0.04234118461948551,0.23574196349371615,0.7841635812987342,0.9643742256045031
67,,"הם נסעו במהירות בכביש הסמוך לבתי המתלוננים, הלוך ושוב, תוך גרימת רעש רב, כדי להקניט את המתלוננים, ובהמשך, הם חזרו למקום עם נשק, נסעו לעבר המתלוננים, כשאחד מנוסעי הרכב מחזיק בידיו בנשק בצורה גלויה ומפחיד את המתלוננים שהיו במקום, ואחר כך הנאשם אוחז בנשק ויורה בו באוויר כדי להפחיד את המתלוננים.",,0.0013166483405747855,0.011561856632922456,0.4936363218908534,0.9947867022044444,0.5636650164755931,0.4551817938729874,0.08232899955913829,0.752486871121223,0.9255899244520273,0.6331477473143838,0.9789235305608976,0.23360370125246516,0.6839079451672703,0.017009834850586054,0.3528845062314148,0.9619477223231946,0.9918605329962007
68,,"ההגעה המתגרה אל מקום מגורי המתלוננים, תוך נסיעה רועשת ומתריסה, המטילה כשלעצמה אימה והמסכנת מטבעה את הנמצאים בסביבה, היא ביטוי של בריונות בלתי נסבלת, הפורעת את הסדר הקהילתי והציבורי.",,0.9392546558620516,,,,,,,,,,,,,,,,
69,,"הנאשם וחבריו לא הסתפקו במופע הפרוע בסיבוב הראשון והם חזרו למקום מצוידים בנשק, נסעו ברכב לעבר המתלוננים ואחד מנוסעי הרכב החזיק בנשק בצורה גלויה ומאיימת, שהפחידה את המתלוננים וגרמה להם לנסות להסתתר מפני הסכנה.",,0.005093504741045202,0.010225900240765444,0.4453093748473844,0.9948632260027593,0.4806565781794737,,,0.8778605482099069,0.8875920926286786,0.6372647476666675,0.9753756861585267,0.2188993748097602,0.8736098465496949,0.024071603786640965,0.224872753645132,0.9526682880570193,0.9883419745740156
70,,גם מופע האימים הזה לא קירר את דעתו של הנאשם וכעבור מספר דקות הוא וחבריו  חזרו לשכונת מגורי המתלוננים ותוך כדי נסיעה ברכב הנאשם הוציא את פלג גופו העליון מגג הרכב וירה מהרובה שבידו מספר יריות באוויר כדי להפחיד את המתלוננים.,,0.000739430854236004,0.013078710770184085,0.33790604115003886,0.9937678981324779,0.3464637698974516,,,0.8983275506876283,0.9440384465609999,0.4548107294313659,0.9630096635526989,0.12442240949434398,0.5311934939605031,0.03334566583270996,0.25588178140041634,0.9590846035674845,0.9864360055508513
71,,"כל בר דעת מבין את הסכנות הטבועות בירי מנשק - גם באוויר - בקרבת בני אדם, ובמיוחד כשהירי מתבצע מתוך רכב ובאווירה מתלהמת.",,0.989160549124425,,,,,,,,,,,,,,,,
72,,נשק הוא כלי מסוכן.,,0.9939602911155078,,,,,,,,,,,,,,,,
73,,בכוחו לפצוע ואף להמית.,,0.005010216348332666,0.011155036230978698,0.953055047516589,0.8125340644795576,0.16133702873480688,,,0.59466522525082,0.3084433258692204,0.08651332969647188,0.843793108276278,0.34134252610796906,0.6948803962044983,0.05212391466249656,0.010540209054794997,0.27489237421785134,0.17389334270676576
74,,"החזקתו והפעלתו מחייבות ידע, מיומנות ושמירת כללי זהירות.",,0.9837836126058035,,,,,,,,,,,,,,,,
75,,"בשל כך, החזקת נשק מחייבת רישוי, הניתן על ידי המדינה במשורה והוא כרוך בעמידה במאפיינים ובקריטריונים, בהמלצת המשטרה ובהכשרה עיונית ומעשית.",,0.9984374713972582,,,,,,,,,,,,,,,,
76,,והחזקתו ללא רשות כדין היא עבירה שהעונש הקבוע לצדה הוא 7 שנות מאסר.,,0.0011664615432741777,0.34043767903962735,0.029066491074869007,0.006035444086304695,0.13701385369993746,,,,,,,,,,,,
77,,"הערכים החברתיים שנפגעו מביצוע העבירות ע""י הנאשם, הם בין היתר, שמירת שלוות הפרט מפני איום ופגיעה; שמירת הסדר הציבורי; שמירת הגוף; ושמירת בטחון הציבור.",,0.9997397302599188,,,,,,,,,,,,,,,,
78,,"בנסיבות, מידת הפגיעה בהם היא משמעותית, בין היתר בהתחשב בכך שהמדובר בירי בנשק חם בשכונת מגורים, בקרבת בני אדם ומתוך רצון להפחיד ולאיים.",,0.00022546747005905508,0.0066141265489820114,0.8630985313193557,0.933510485135078,0.5401013604513302,0.18743057664839735,0.2048501209096967,0.41869085001861406,0.8937902345197303,0.18671450127016556,0.8638179240783929,0.7183573757074115,0.8883934204702174,0.011009463411606578,0.021413190935586815,0.3063105598880486,0.6254407351392128
79,,"כברוב העבירות, גם בעבירות הנשק, ניתן למצוא קשת רחבה של עונשים, המושפעת מנתונים ומרכיבים שונים ובהם סוג הנשק וטיבו ונסיבות המעשה והעושה.",,0.9993529097502595,,,,,,,,,,,,,,,,
80,,"עם זאת, בשנים האחרונות ישנה מגמת החמרה מוצהרת בענישת עבירות נשק -",,0.9987254304494526,,,,,,,,,,,,,,,,
81,,"המערער הורשע בעבירות של החזקת נשק, נשיאה והובלה של נשק, וירי באזור מגורים; ובעבירות של סחיטה באיומים וכן עבירת הפרת הוראה חוקית (ריבוי מקרים).",,0.002690045170747646,0.09008997664259404,0.07566747130293822,0.19171221194514212,0.927296626222515,0.05173766947630384,0.05913610737978151,,,,,,,,,,
82,,"בגזר דינו קבע בית המשפט המחוזי כי כתב האישום כולל שני אישומים שונים ונפרדים,",,0.9993374515258758,,,,,,,,,,,,,,,,
83,,"בית המשפט קבע שמתחם העונש ההולם לאירוע הירי והחזקת הנשק נע בין 24 ל-60 חודשי מאסר בפועל, ומתחם העונש ההולם לעבירות האחרות נע בין 8 ל-20 חודשי מאסר בפועל, והשית על המערער 43 חודשי מאסר בפועל, מאסר על תנאי, קנס ופיצוי.",,0.0013227102200986242,0.014878363375257489,0.010252217853878212,0.008670194262237054,0.08773258079955067,,,,,,,,,,,,
84,,"בית המשפט העליון דחה את הערעור (למעט התערבות בשני עניינים – ניכוי ימי המעצר בגדרם היה המערער גם אסיר, והפיצוי שהושת עליו למתלוננים) ואמר בין היתר את הדברים הבאים -",,0.9996546407977106,,,,,,,,,,,,,,,,
