text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
הנאשם לא העלה בדבריו מניע כלשהו להחזקת הנשק על ידו.,0.002715794,5.4551024e-06,0.9999292,0.0069561,0.9906082,0.995141,0.0035612735,0.7424567,0.00019984724,0.0019295262,0.8091875,0.010733127,0.31093115,0.0012125554
"נוכח חלוף הזמן מאז ביצוע העבירה, כשלוש שנים, והיות והנאשם לא שב והסתבך בביצוע עבירות, חזר שרות המבחן על המלצתו לגזור על הנאשם עונש מאסר לריצוי בעבודות שרות.",0.429767,0.9999647,1.3633946e-05,0.0030222954,0.0052546323,0.0034736919,0.0012774463,0.052174844,0.00015090071,0.0017941121,0.11678398,0.20998803,0.117298186,0.0016947581
בחוות דעת הממונה על עבודות השרות מיום 17.11.19 נאמר שהנאשם כשיר לרצות עונש מאסר בעבודות שרות.,0.9927101,5.2986147e-06,1.5375295e-05,0.0030234135,0.0062973304,0.0021556066,0.0013815501,0.05315081,0.00015639668,0.0020603961,0.10345597,0.004147595,0.057213183,0.0010935225
"ב""כ המאשימה הפנתה לערכים החברתיים המוגנים בביצוע העבירה, לסיכון הרב הנשקף מהחזקת נשק שלא כדין, אשר עלולים לבצע בו שימוש או להעבירו לגורמים עבריינים או בטחוניים.",0.0029014314,5.6578747e-06,0.868495,0.29587525,0.0053998837,0.97632945,0.002373114,0.8521662,0.00016263773,0.0017868715,0.4723266,0.0051199845,0.11788399,0.0012996076
"התובעת טענה שעבירות הנשק הפכו למכת מדינה בכלל ול""מכת אזור"" בפרט.",0.0022053386,6.078724e-06,1.4919261e-05,0.0044902386,0.0062473663,0.30826598,0.0014932125,0.390246,0.0002062932,0.0028127292,0.14077902,0.004045018,0.19574879,0.0008821225
"בענייננו לא מדובר באקדח, אלא בתת מקלע שפגיעתו רעה יותר.",0.005062246,5.7654174e-06,0.9999348,0.9971232,0.9891468,0.24114281,0.9631447,0.72507197,0.999785,0.9108976,0.15592688,0.003979016,0.11347083,0.0015743545
"נוכח כל אלה, ובהסתמך על פסיקה שהגישה ועל הנחיית פרקליט המדינה המעודכנת, עתרה לקביעת מתחם עונש הולם הנע בין שנתיים לארבע שנות מאסר.",0.0064940727,5.7299967e-06,1.5118374e-05,0.0036483922,0.00555068,0.0032096957,0.0012241792,0.037548847,0.00014809793,0.002400647,0.11669044,0.0029729004,0.10245765,0.0009113677
"נוכח תסקיר שאינו חיובי ביקשה למקם עונשו של הנאשם בשליש התחתון של המתחם, לצד מאסר על תנאי וקנס כספי.",0.016734123,0.00012017841,1.44443175e-05,0.0032860646,0.0058392487,0.0026109742,0.0011926169,0.02888626,0.00014154261,0.0015630637,0.13631174,0.002911738,0.11041983,0.0022696739
"ב""כ הנאשם הפנה לעובדה שמדובר בנאשם נעדר עבר פלילי, עובד ומפרנס את משפחתו, מנהל אורח חיים תקין ונורמטיבי.",0.0024143392,0.99996495,1.5814017e-05,0.0035765755,0.0054849843,0.00300101,0.0009817694,0.09221985,0.00015709618,0.0015861932,0.07899042,0.007569916,0.61012965,0.005328845
הנאשם הודה בביצוע העבירה ונטל אחריות לפני בית המשפט.,0.0018507306,5.6300046e-06,1.4306963e-05,0.0033281264,0.0056594545,0.019984739,0.0018258134,0.09445099,0.0001427662,0.0018668257,0.42886925,0.99008125,0.8507785,0.9997892
"הנאשם מעד מעידה חד פעמית והכיר בטעותו, הנשק היה מוסלק ולא היה מוכן לשימוש או להעברה לאחר.",0.0026013497,5.448068e-06,0.99993885,0.995854,0.996633,0.981502,0.87659377,0.9403002,0.99931395,0.9717158,0.8896632,0.004448684,0.45383415,0.0019734397
"לפיכך, נסיבות המקרה אינן ברף הגבוה של עבירת החזקת הנשק.",0.0027347852,5.6804415e-06,1.585198e-05,0.003644788,0.0057321317,0.05407057,0.0014227206,0.16700312,0.00015405679,0.0020682653,0.08982224,0.0034241194,0.1388986,0.001408733
הסניגור טען שלא ניתן לומר שהנאשם לא שיתף פעולה עם שרות המבחן אף שהתקשה להסביר את המניע שבהחזקת הנשק.,0.0027660986,0.99996316,0.9999237,0.011711456,0.014352585,0.9837373,0.0031600376,0.41180903,0.00015312695,0.0013389227,0.19632757,0.9702369,0.36384305,0.0011929402
"ב""כ הנאשם טען שהיות ומדובר בנאשם נורמטיבי, נעדר עבר פלילי הרי שאין לזקוף את היעדר הרצון שלו להירתם לטיפול לחובתו, שכן טיפול נועד בדרך כלל לנאשמים רצידיביסטים.",0.0034385384,0.9999651,1.555155e-05,0.004060649,0.0060024005,0.004987771,0.002144654,0.13019101,0.00016596567,0.0016025665,0.20599788,0.5507991,0.28414637,0.003180451
"עוד הפנה הסניגור לחלוף הזמן, כארבע שנים, מאז ביצוע העבירה כאשר מאז לא שב הנאשם לבצע עבירות פליליות.",0.0029119404,0.99996483,1.5968782e-05,0.003001361,0.004634808,0.0036891112,0.0017546109,0.092635944,0.00015710156,0.0019371905,0.14445631,0.0047639143,0.16901541,0.0010891934
הנאשם היה נתון בתנאים מגבילים לתקופה ממושכת עד שבית המשפט מצא להקל בתנאים אלה.,0.003850561,0.999959,1.7011214e-05,0.0033955618,0.0055845785,0.0027159927,0.001686729,0.045047756,0.00014807802,0.0017096709,0.15152192,0.0023966923,0.054296106,0.00105174
"נוכח כל אלה עתר ב""כ הנאשם לאמץ את המלצות שרות המבחן ולגזור עליו עונש מאסר לריצוי בעבודות שרות.",0.9193294,5.4478032e-06,1.4481019e-05,0.0032057012,0.0062225987,0.002853078,0.0011755953,0.03824493,0.00014737401,0.0017324771,0.081095584,0.0065580173,0.08559153,0.0009412425
הנאשם בדברו האחרון התנצל בפני בית המשפט ובפני בני משפחתו שנכחו באולם על החזקת הנשק והודה שטעה בכך.,0.0020028967,5.492322e-06,0.999244,0.008039696,0.9949675,0.9367695,0.004276139,0.5825941,0.00020007812,0.0018165533,0.09675253,0.053681962,0.90160173,0.99966943
הוא אמר שהוא מקבל את הדין וביקש להתחשב בו בגזירת הדין.,0.0030340655,5.6220692e-06,1.8064375e-05,0.0049971393,0.010037745,0.020732904,0.002151978,0.20767413,0.00017196231,0.0019134169,0.21854317,0.006115899,0.53233165,0.0010453126
רבות נכתב בפסיקה אודות החומרה היתרה הגלומה בעבירות בנשק – בין אם מדובר בעבירות של החזקת נשק שלא כדין ובין אם מדובר בעבירות של נשיאת נשק והובלתו.,0.0025735216,6.56762e-06,1.695909e-05,0.97113043,0.021850066,0.33816576,0.001564268,0.5012367,0.00019881295,0.0019311854,0.33147708,0.005582413,0.1975908,0.001153403
"הערכים החברתיים המוגנים בעבירות נשק מוזכרים וחוזרים כחוט השני לאורכה ולרוחבה של הפסיקה, ועניינם הגנה על גופם ובטחונם של אזרחי המדינה, מניעת החזקת נשק בידי מי שאינם מורשים לכך, מניעה של זליגת נשק בלתי חוקי לגורמים עבריינים או למבצעי פעילות חבלנית עוינת.",0.0030253173,6.2531562e-06,1.28398115e-05,0.9725327,0.012083446,0.479396,0.002432736,0.77167434,0.0053971414,0.002096175,0.27538708,0.004269104,0.19240633,0.0013472653
"ערך חברתי מוגן נוסף הוא חינוך הציבור להימנע מנטילת החוק לידיים על ידי ""סגירת חשבונות"" בין גורמים עבריינים, בסכסוכי חמולות למיניהם או באגירת נשק להגנה עצמית או לעת מצוא.",0.0034179743,1.8072558e-05,0.9997824,0.022611838,0.008005985,0.9908125,0.0020675971,0.7345098,0.0002783888,0.0016862986,0.501443,0.019583685,0.1700491,0.0010960966
"אכן, על פי הפסיקה שתובא להלן עבירות של החזקת נשק, נשיאתו והובלתו, הפכו למכת מדינה של ממש ואף נקבע שעבירות אלו הפכו ל""מכת אזור"" ביישובי השרון, כאשר כמעט ואין לך יום בו אנו מדווחים בחדשות על ירי שמבוצע ברחובות, בין אם מדובר בנסיונות חיסול בין עבריינים ובין אם מדובר בסכסוכי חמולות, כאשר לעיתים נפגעים בנפש חפים מפשע שנקלעו, לרוע מזלם, לקו האש.",0.0046355757,6.1990404e-06,0.9998894,0.9895188,0.11245595,0.9648161,0.16716725,0.644104,0.99776685,0.9919309,0.33616695,0.01005974,0.3095195,0.0030153177
"לענין נסיבות הקשורות בביצוע העבירה יצוין כי מדובר בתת מקלע מסוג ""קרלו"" שבשונה מאקדח, פגיעתו ופוטנציאל הנזק שעלול להיגרם משימוש בו גדולים יותר; הנשק הוסלק בתוך תיק בשטח קרוב לביתו של הנאשם בטירה; נסיבות הגעת הנשק לנאשם והסלקתו על ידו במקום אינן ידועות ועל כן, אין לשלול שהנשק היה מיועד להעברה לאחר; או שהתכוונו לבצע בו שימוש התקפי; או שימוש הגנתי; או שהונח במקום לעת מצוא.",0.0039907177,5.4569496e-06,0.9999324,0.9976198,0.9950724,0.99236816,0.99289685,0.92660093,0.99979764,0.99125063,0.680709,0.0045412784,0.17488366,0.0023993033
"מכל מקום, כל אחד מהשימושים הנזכרים לעיל, מהווה פוטנציאל נזק גדול, לא כל שכן כאשר מדובר בנשק מאולתר, אשר לא נבדק על ידי גורם רשמי כבטוח לשימוש וכאשר הנאשם עצמו אינו מורשה להחזיק בנשק ובודאי שאינו מוחזק כמיומן להשתמש בו.",0.0045288256,5.6755193e-06,0.9999355,0.99688196,0.006593394,0.10040137,0.021929111,0.7204351,0.9998053,0.9312226,0.2587096,0.005887825,0.12818976,0.001363226
"נוכח כל אלה, לא ייפלא כי מדיניות הענישה כוללת הטלת עונשי מאסר לריצוי בפועל, גם כאשר מדובר בנאשמים נעדרי עבר פלילי, בעלי משפחות ואבות לילדים קטינים, אשר מקיימים אורח חיים תקין ואף כאלה שנרתמו להליך טיפולי, כאשר הפסיקה מדגישה את העדפת האינטרס הציבורי שבהגנה על שלום הציבור ובטחונו על פני האינטרס האישי של אותם נאשמים.",0.004866604,5.8623446e-06,1.5977343e-05,0.0054893503,0.0066522737,0.0051320633,0.0013838487,0.1158814,0.00017196314,0.0015051559,0.19054256,0.013154087,0.23207588,0.0044467985
להלן דוגמאות מן הפסיקה:,0.0046319296,5.95276e-06,2.5913332e-05,0.0038017845,0.004666117,0.0066312985,0.0015697276,0.08523843,0.00020746626,0.0044896016,0.15026636,0.0064892103,0.13782308,0.0010907525
"נוכח הנסיבות הקשורות בביצוע העבירה, מידת הפגיעה בערכים החברתיים המוגנים ומדיניות הפסיקה הנוהגת, אני קובע כי מתחם העונש ההולם נע בין 12 ל-32 חודשי מאסר.",0.4628095,5.4415723e-06,1.511281e-05,0.004081542,0.0051751197,0.011322356,0.001017176,0.070177555,0.0001472973,0.0016651967,0.12588796,0.0030422432,0.08718769,0.04307891
"בחינת הנסיבות שאינן קשורות בביצוע העבירה מלמדת שמדובר בנאשם כבן 30, נעדר עבר פלילי, נשוי ואב לשני ילדים קטינים, אשר לו זו ההסתבכות הראשונה עם החוק.",0.0038893688,0.9999652,1.4192988e-05,0.004427861,0.0060203536,0.017628584,0.0015539002,0.14241824,0.00015127458,0.0018141426,0.12103224,0.012069916,0.578254,0.985832
הנאשם הודה בביצוע העבירה ובדברו האחרון נטל אחריות לפני בית המשפט.,0.0016469894,5.668509e-06,1.3766492e-05,0.0033343246,0.0055212257,0.02045579,0.0022395954,0.085093595,0.0001399588,0.0016955506,0.281102,0.9732563,0.87252915,0.99979335
"יחד עם זאת, כעולה מתסקירי שרות המבחן הנאשם התקשה ליטול אחריות על מעשיו לפני שרות המבחן ולא שיתף במניעיו להחזקת הנשק.",0.0032169719,0.99994874,0.999869,0.0037257364,0.010464878,0.97892034,0.0021969145,0.35591072,0.00013667878,0.001817681,0.13924423,0.9976987,0.76391655,0.97092885
"כפועל יוצא מכך, הנאשם אף לא נרתם להליך טיפולי, אשר בניגוד לטיעוני ב""כ הנאשם אני סבור שהירתמות להליך טיפולי – אף כאשר מדובר בנאשמים נעדרי עבר פלילי שהודו בביצוע העבירה – חשוב מאין כמוהו שכן בהליך שכזה נחשפים, בין היתר, המניעים האמיתיים להחזקת הנשק; ניתן מענה לאותו פן באישיות שהביא את הנאשם להחזיק בנשק; ניתן לעמוד על הפער בין הפסאדה החיובית והנורמטיבית הניבטת מהנאשם כלפי חוץ לבין חוסר הנורמטיביות האינהרנטית הנלווית לביצוע עבירה של החזקת נשק שלא כדין; ניתן ללמד את הנאשם על הסכנות הכרוכות בהחזקת נשק שלא כדין ועל הפגיעה הרעה שעלול הנשק לגרום לציבור; וחשוב לא פחות – הליך טיפולי מוצלח שיגרום לנאשם לשנות דפוסי חשיבתו, להפנים החומרה שבמעשיו וללמוד כיצד להימנע ממצבי סיכון – בהכרח יביא להפחתה מהסיכון הנשקף ממנו.",0.0038145413,0.9999621,0.999813,0.9780231,0.017782472,0.90235907,0.005585386,0.4908647,0.0015066995,0.0025618526,0.27179587,0.8903906,0.47787786,0.99939656
"כאמור, הנאשם נמנע מלשתף את שרות המבחן במניעיו להחזקת הנשק ולא השכיל להירתם להליך טיפולי.",0.0024330702,0.99996436,1.4702356e-05,0.003104879,0.0044650952,0.6821427,0.0017028545,0.1357803,0.00014253483,0.0016005314,0.084858805,0.8457507,0.23085405,0.0011880923
"יחד עם זאת, הנאשם מתפקד באופן תקין, מפרנס את משפחתו הכוללת שני ילדים קטינים, הודה לפני בית המשפט, נטל אחריות וחסך זמן שיפוטי יקר.",0.0030141051,0.9999641,1.5287134e-05,0.0045572165,0.0086814165,0.0030861336,0.0018841613,0.10492916,0.00015121212,0.0018121437,0.16372414,0.9794184,0.8285743,0.9997837
הנאשם היה נתון בתנאים מגבילים לתקופה בלתי מבוטלת ואף נתון זה ראוי להתחשבות.,0.0031424016,0.99996233,1.7101067e-05,0.0031854361,0.0048554908,0.0022430604,0.0016120587,0.04220397,0.00014943803,0.0014458087,0.07629869,0.002813723,0.09387654,0.0010585205
"כמו כן, מאז ביצוע העבירה חלפו כשלוש שנים, במהלכן לא שב הנאשם והסתבך בביצוע עבירות פליליות.",0.002635487,0.99996436,1.6336726e-05,0.0033079486,0.0043405765,0.002492409,0.0013953714,0.08225151,0.00015620278,0.0019589271,0.38733807,0.0051501696,0.23240378,0.0013114793
נוכח כל אלה ראיתי למקם עונשו של הנאשם בתחתית המתחם אותו קבעתי.,0.0030425005,5.5839646e-06,1.4960367e-05,0.0037061945,0.0055948757,0.0028617792,0.0013362457,0.04529112,0.0001497947,0.0017961911,0.09678084,0.0029857855,0.11842064,0.013349107
"לאור האמור לעיל, אני גוזר על הנאשם את העונשים הבאים:",0.0028495342,5.3627605e-06,1.5745385e-05,0.0029427204,0.0070810397,0.0025257983,0.0013445024,0.0703411,0.00013523344,0.002188791,0.07416069,0.0021308295,0.08072362,0.0008352948
"12 חודשי מאסר בפועל, בניכוי ימי מעצרו (20.12.16 עד 22.12.16).",0.997401,5.2192445e-06,1.6846447e-05,0.0031429138,0.0074551017,0.0023322727,0.0027849292,0.09656856,0.00016229693,0.0022222586,0.09830214,0.004331403,0.07205427,0.0012057212
"הנאשם יתייצב לריצוי מאסרו בבית סוהר ""הדרים"", כשבידו תעודת זהות, ביום 19.3.20 עד השעה 10:00.",0.9965372,5.308811e-06,1.6465341e-05,0.0032073504,0.0077710925,0.0021611413,0.0019701612,0.09136246,0.00016037797,0.001965666,0.09809677,0.0028450137,0.073153354,0.0009223129
עד לתחילת ריצוי המאסר ימשיכו לחול התנאים המגבילים והערבויות הכספיות.,0.0044300416,5.226616e-06,1.7245677e-05,0.0039382773,0.005214461,0.0028112167,0.0019876228,0.051955227,0.00016905027,0.0016862937,0.19434598,0.0038122695,0.08035685,0.0011419399
"6 חודשי מאסר על תנאי למשך 3 שנים מיום שחרורו, והתנאי הוא שלא יעבור כל עבירה בנשק.",0.99704427,5.2497953e-06,1.7836051e-05,0.0030524964,0.00736241,0.008170024,0.0011748077,0.13314132,0.00015768716,0.0028950598,0.18665652,0.0024892446,0.05744088,0.0012760073
ניתן בזאת צו להשמדת הנשק.,0.0048976727,5.645661e-06,1.679606e-05,0.0043909,0.005509143,0.03636909,0.003715268,0.3215652,0.00023526949,0.0029094794,0.113095134,0.0014321698,0.15105698,0.0015231682
זכות ערעור לבית המשפט המחוזי מרכז בתוך 45 יום.,0.0087123,5.489484e-06,1.6470476e-05,0.0031237393,0.0056241467,0.0027624783,0.0016384325,0.04914645,0.00016159895,0.0024092935,0.11233535,0.0019895025,0.071289636,0.0010673751
"ניתן היום,  ט' שבט תש""פ, 404 פברואר 2020, בנוכחות ב""כ המאשימה, הנאשם ובא-כוחו.",0.9487383,5.113714e-06,1.5846086e-05,0.0031112009,0.009265098,0.003220921,0.0022839,0.044780426,0.00016184522,0.0022567026,0.0848885,0.0048426464,0.08279184,0.0018338313
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",0.003090872,5.4925686e-06,2.2541619e-05,0.0038353445,0.0052566566,0.004508115,0.0021081553,0.0874546,0.00020371386,0.002504928,0.10833957,0.0055003534,0.15250511,0.0014444216
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,0.0038477199,5.347072e-06,2.114462e-05,0.0036784601,0.0062832893,0.006826786,0.0016091005,0.03834545,0.00018764581,0.0024569528,0.085175075,0.003013065,0.1358119,0.00094191974
