text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
עם תחילת משפטו כפר הנאשם באשמתו וטען כי המשטרה טעתה בזיהוי וכי לא הוא היה נהג הקטנוע.,0.00010677916,3.227619e-05,0.9953022,1.3418297e-05,0.001072859,0.0011311366,0.38694498,0.005086447,0.55302674,0.0004307336,0.670619
"לאחר שמיעת העדים נקבע כי אכן היה זה הנאשם שביצע את המעשים המתוארים בכתב האישום והוא הורשע בעבירות שיוחסו לו, פרט לעבירת גניבת רכב.",0.00012244972,3.1529264e-05,0.019140797,0.99998474,0.00068589585,0.00089420483,0.9931163,0.0011139867,0.18914855,0.00018205128,0.99959034
"ב""כ המאשימה הדגיש כי הנאשם ביצע את העבירות בזמן פסילה וציין כי לנאשם עבר פלילי לא מבוטל.",9.632849e-05,0.9999962,1.7867786e-05,9.028665e-06,0.00034650587,0.00074353133,0.0044053406,0.0015578661,0.30091473,0.0021235424,0.14129487
"עוד טען ב""כ המאשימה כי הנאשם מבצע את אותן עבירות פעם אחר פעם, ולמרות שעוד אך השתחרר מן הכלא, חזר מהר לסורו.",0.000119768054,0.9999958,2.5920079e-05,9.856266e-06,0.00050472474,0.00089920266,0.0038251996,0.0038297628,0.043098647,0.00032225702,0.10344274
"כמו כן ביקש להפעיל שני מאסרים על תנאי, של שנה ושל חצי שנה, שהוטלו על הנאשם בפ""ל 5246-01-12.",0.061181027,3.0952076e-05,2.1922318e-05,9.20356e-06,0.0005816486,0.0013189983,0.00069542584,0.0016102515,0.010569272,0.00011929241,0.15871042
"ב""כ המאשימה ביקש להטיל על הנאשם עונש מאסר בפועל ארוך, פסילה לצמיתות, פסילה על תנאי וקנס מרתיע.",0.99994624,2.9904808e-05,1.6117308e-05,0.9928135,0.00045660525,0.00088687154,0.0003201911,0.0009680443,0.018642165,0.000115436866,0.7553823
"ב""כ הנאשם טען כי גזר הדין בפ""ל 5246-01-12 אינו חוקי מאחר שתיקונו נעשה בניגוד לחוק אחד-עשר חודשים לאחר שניתן.",0.00011904253,3.1610758e-05,8.395345e-05,0.9999863,0.00056207954,0.001190745,0.0008274907,0.007037153,0.013232269,0.00014896142,0.0007301418
"עוד טען ב""כ הנאשם כי לא ניתן להפעיל במצטבר שני מאסרים על תנאי שהוטלו באותו גזר דין.",0.00013700603,3.1672676e-05,1.803704e-05,0.9999348,0.0004217833,0.0009267543,0.00044736086,0.001272842,0.014181082,0.00014529274,0.0060950886
"ב""כ הנאשם התייחס לתיקון 113 לחוק העונשין וטען כי אין להתחשב בעברו הפלילי של נאשם לעניין מתחם העונש ההולם.",9.172584e-05,3.021492e-05,2.0057623e-05,0.48696053,0.00041891524,0.000827374,0.00041099818,0.0010498981,0.050183635,8.946451e-05,0.00049643
טענתו הייתה כי מדיניות הענישה בעבירות דומות אינה חמורה וכי לפי מדיניות זו יש לקבוע את מתחם העונש.,0.00010763667,3.0792096e-05,2.0895714e-05,0.9999871,0.00047029715,0.0009600948,0.00049386104,0.001458902,0.013963489,0.00012802258,0.00023897356
לבסוף ציין את נסיבותיו האישיות של הנאשם וביקש להטיל עליו עונש מתון.,0.00010213298,3.2124746e-05,1.835924e-05,9.101803e-06,0.000368293,0.0008659431,0.00037500003,0.0007679793,0.94793546,0.00020966868,0.35724217
גזירת הדין בהתאם לתיקון 113 לחוק העונשין,0.00010758864,3.031244e-05,1.592805e-05,0.9999871,0.0002832845,0.00061081845,0.00039015544,0.0015136956,0.06735755,7.8121615e-05,0.00011347521
במעשיו פגע הנאשם בערך החברתי בדבר הרחקת נגע הסמים מהחברה.,0.00016344085,3.570089e-05,2.074054e-05,9.383999e-06,0.00049845706,0.0008954786,0.0024902616,0.008730669,0.50276065,0.00023355968,0.0002820787
"בית המשפט העליון הראה את דעתו כי החזקה של כמות גדולה של סם מסוכן מהווה השתתפות פעילה בשרשרת הפצת הסם בדומה לסחר עצמו: ""יש טעם בדין, שכן מי שמחזיק סם בכמות מסחרית להבדיל מסם בכמות קטנה לצריכה עצמית, מחזיק אותו, מסתמא, לצורך מסחר"" (ע""א 4667/93 מיכאלשווילי נ' מדינת ישראל (פורסם בנבו)).",0.00013723133,3.2800526e-05,0.9998622,0.999987,0.9973744,0.9994436,0.8880199,0.24678075,0.015431905,0.00018162788,0.0021207165
כמו כן בהימלטותו מהמשטרה ובנסיעתו הפרועה תחת פסילה פגע הנאשם בערכים החברתיים בדבר ציות לגורמי אכיפת החוק ושמירה על ביטחון ציבור הנהגים.,0.00010186997,0.00028801186,2.6163956e-05,0.99998236,0.00061627605,0.00084230356,0.0020090768,0.018663615,0.16712123,0.0007446162,0.00042705357
הנאשם עלה על קטנוע כשהוא פסול מלהחזיק רשיון נהיגה ואינו מבוטח.,0.0001788831,0.99999547,2.295054e-05,9.044694e-06,0.00069521525,0.0010779242,0.08472396,0.0035257915,0.010259869,0.00014816305,0.0007105731
בזמן נסיעתו החזיק כמות גדולה של סם מסוכן אשר יכולה להספיק לשימושים רבים מאוד וכמובן למכירה ואספקה לאחרים.,0.000101545455,2.9499508e-05,0.9999548,9.130353e-06,0.99944144,0.9998165,0.9997054,0.8340423,0.005754045,0.00014770348,0.0002491957
לאחר שהבחין במשטרה נהג בצורה מסוכנת על מנת להימלט תוך חציית רמזורים באדום.,0.000116803,3.1487198e-05,0.0072022043,0.9999875,0.0006599642,0.0008795241,0.94902366,0.046879184,0.015145771,0.00016398956,0.00019185433
הנזק שיכול היה להיגרם הן מנהיגתו הפרועה תחת פסילה והן מההחזקה בכמות כזו של סם הוא רב ומעיד על חומרת המעשים.,0.00011752316,3.0908395e-05,0.99973613,0.9999814,0.9983689,0.8565683,0.9266449,0.008044043,0.7033642,0.032141294,0.00062242924
לאור כל האמור לעיל אני קובע כי מתחם הענישה בעניינו של הנאשם הוא בין שמונה עשרה חודש לארבע שנים מאסר בפועל.,0.00015507593,2.9745528e-05,1.8556719e-05,0.99998784,0.0005058318,0.0009978324,0.00032659638,0.0007166878,0.0059157107,8.433023e-05,0.00027264337
"האם ניתן להפעיל את המאסר על תנאי בפ""ל 5246-01-12",0.0003289187,3.0723808e-05,1.876751e-05,0.9999875,0.00032336466,0.0008279095,0.0004097428,0.0029656317,0.005487403,0.00010052077,0.0002828403
"גזר הדין בעניינו של הנאשם בתיק פ""ל 5246-01-12 ניתן ביום 26.1.12.",0.00020815483,3.105112e-05,2.0642707e-05,0.99998724,0.00056868565,0.0012101278,0.0005362836,0.0029537964,0.008211861,0.00012645467,0.0025940062
בגזר הדין הוטלו על הנאשם בין היתר שני מאסרים על תנאי:,0.00022044739,3.088983e-05,1.6131102e-05,1.0009197e-05,0.0003482211,0.00096661947,0.00036552415,0.0011969837,0.03874326,9.9338984e-05,0.00081965677
1.,0.0010830454,3.1948217e-05,4.4134824e-05,0.99998677,0.00086271914,0.0024241302,0.001267422,0.26926002,0.018814512,0.00039562874,0.00121588
"מאסר על תנאי של שנה למשך שלוש שנים שלא יעבור על עבירות נהיגה ללא רשיון נהיגה, נהיגה בשכרות, נהיגה תחת השפעת משקה משכר, סירוב, נהיגה בפזיזות, הכשלת שוטר וכל עבירה לפי פקודת הסמים למעט עבירה לשם שימוש עצמי.",0.9999597,3.2918757e-05,7.118349e-05,8.908453e-06,0.0013425945,0.0012926013,0.0007465868,0.0062088403,0.02137233,0.00022162526,0.14345972
מאסר על תנאי של חצי שנה למשך שלוש שנים שלא יעבור עבירות של החזקת סם לשימוש עצמי ונהיגה ללא ביטוח.,0.99996257,3.0862593e-05,2.8276867e-05,8.916604e-06,0.0050046705,0.011989889,0.0053999913,0.0026180309,0.010809287,0.00013670784,0.0029506185
אין מחלוקת כי המאסר המותנה הראשון הינו בר הפעלה בתיק דנן.,0.00017592932,3.121227e-05,1.8703347e-05,0.23978202,0.00048885046,0.0007726663,0.00074455736,0.0014957986,0.00859924,9.3081646e-05,0.00048254742
על פניו נראה כי גם המאסר המותנה השני הינו בר הפעלה.,0.00015814356,3.1244672e-05,1.7779264e-05,0.9999852,0.00048463471,0.00081085623,0.0004188278,0.0016215506,0.012872549,0.00011020646,0.0003809582
זאת משום שטרם חלף תוקף התנאי ומאחר שהנאשם עבר על עבירות התנאי המנויות בו.,0.0001325031,3.0485015e-05,2.5169864e-05,0.9999869,0.00044148116,0.0008042507,0.0012957305,0.0043133157,0.02260661,0.00014388976,0.00053080166
"אלא שבעניין מאסר מותנה זה נעשה תיקון סופר על ידי בית המשפט בהתאם לבקשת המדינה ביום 13.11.12, כעשרה חודשים לאחר מתן גזר הדין.",0.00019456533,3.029464e-05,2.2670105e-05,0.999987,0.0005223894,0.0011736148,0.0005646069,0.0033149738,0.008342356,0.00015773048,0.0023191606
"ב""כ הנאשם טוען כי התיקון נעשה בניגוד לחוק ולפיכך הוא בטל.",0.00010856885,3.2959313e-05,2.3531202e-05,0.9999869,0.00047804316,0.0010011647,0.0009992359,0.0183073,0.11055497,0.0001576081,0.0002855408
"בחצי פה טען כי כתוצאה מהתיקון שלא כדין, תוקפו של כלל גזר הדין המקורי בטל.",0.00014108379,3.1576023e-05,0.00017931174,0.9999869,0.0005923762,0.0010331303,0.0011497764,0.018030683,0.014586373,0.00014013013,0.00019167385
יש רגליים לטענת הנאשם כי בגזר הדין נפלה טעות סופר.,0.00012361917,3.0798707e-05,2.4985857e-05,0.99998784,0.0005471222,0.0012233701,0.0011945036,0.0054538534,0.73199785,0.00022955005,0.00035196144
בהחלטתו לתיקון גזר הדין מיום 13.11.12 כתב כב' השופט ריבלין כי מדובר בטעות בהקלדה וכי גזר הדין ניתן בהתאם להסדר בין הצדדים בו מפורטים העונשים.,0.00012432312,3.071953e-05,2.6214606e-05,0.99998724,0.00059903355,0.001188913,0.0006795268,0.0025113083,0.043471545,0.00017591105,0.0016651027
"אולם סעיף 81 לחוק בתי המשפט [נוסח משולב], התשמ""ד-1984 מורה כי בקשה לתיקון טעות סופר צריכה להיות מוגשת תוך 21 יום מיום מתן פסק הדין.",0.00015851525,3.0069756e-05,3.1434687e-05,0.9999876,0.0005813238,0.0013006756,0.0004602945,0.041415196,0.010446506,0.00012815316,0.0030406064
"לפיכך, יש ממש בדבריו של ב""כ הנאשם לפיהם תיקון גזר הדין נעשה בניגוד להוראות החוק.",0.000119194294,3.2055763e-05,2.3852206e-05,0.9999863,0.0005020514,0.001029643,0.00092027936,0.0047093113,0.32051742,0.0002015765,0.00034370346
"אף על פי כן, אין כל בסיס משפטי לטענה כי יש לכך השלכה לגבי תוקפם של שאר חלקי גזר הדין המקורי.",0.00010655021,3.0897343e-05,3.2421245e-05,0.99998724,0.00059678766,0.0011107504,0.00091052183,0.049716856,0.014219998,0.00013360563,0.00029059773
"אשר לכן, אני קובע כי רק המאסר המותנה הראשון והארוך יותר, עומד בתוקפו והינו בר הפעלה.",0.00055564696,3.0729494e-05,2.1196103e-05,0.999987,0.00062050956,0.0010688575,0.00037997795,0.002018839,0.012907817,0.00013884569,0.0013858
גזירת עונשו של הנאשם,0.00024133241,3.040526e-05,1.5459174e-05,0.9999795,0.00027886135,0.0005901128,0.00038262896,0.0013437324,0.16477607,0.00012761416,0.00015290285
גזירת עונשו של נאשם מתוך מתחם העונש ההולם נעשית בהתחשב בנסיבות שאינן קשורות בביצוע העבירה.,0.00013117158,3.0351865e-05,2.0317175e-05,0.99998736,0.00037169838,0.0007898178,0.00048272364,0.0008435485,0.08343392,0.000100882986,0.0011498027
הנאשם ביצע את העבירות זמן קצר לאחר שהשתחרר ממאסר בגין עבירות דומות.,0.00012992721,0.9999932,1.8826251e-05,0.0011221503,0.00035515192,0.00081316585,0.36926538,0.0012647905,0.11237284,0.00010514102,0.0048734746
"עברו הפלילי של הנאשם כולל עבירות סמים, רכוש ואלימות, בהן עבירת הריגה.",0.00017334867,0.99999595,3.152857e-05,9.103296e-06,0.0005978332,0.0009023981,0.003866918,0.0026842463,0.030446818,0.00014835686,0.00066823757
לא שוכנעתי מדבריו.,0.0004110354,3.452454e-05,3.7297086e-05,0.99729604,0.0006439936,0.0015611062,0.0015223534,0.08062311,0.032445896,0.00086891156,0.0005977714
"מחקרים מראים כי עבריינים חוזרים כדוגמת הנאשם מתחילים ""להתעייף"" מדרכם העבריינית רק בתחילת שנות הארבעים שלהם, ולעיתים בסוף שנות השלושים.",0.00011815038,0.9999896,3.9624832e-05,1.0261869e-05,0.00084739213,0.0015091245,0.001557221,0.08183435,0.015673144,0.00022021987,0.00086371147
"בנוסף, לא מצאתי דבר מיוחד בנסיבותיו האישיות של הנאשם שיוכלו להטות את הכף לזכותו ולו במעט.",0.00015685354,3.2396827e-05,2.091238e-05,9.444159e-06,0.00047878674,0.0011253253,0.00040907506,0.0015354721,0.26551715,0.00017128892,0.14893456
"לאחר ששקלתי את הדברים, אני גוזר על הנאשם את העונשים הבאים:",0.9996842,3.0378158e-05,1.9987603e-05,0.999987,0.00040706273,0.0010109078,0.00042458277,0.0015500416,0.9226607,0.000121046505,0.0020319198
"30 חודשים  מאסר בפועל, שיחלו מיום מעצרו.",0.9999473,3.119453e-05,2.2453118e-05,9.096804e-06,0.0004431669,0.0012379639,0.00033861416,0.002176807,0.007450707,0.00019447888,0.0010468164
"כמו כן אני מורה על הפעלתו של המאסר המותנה בן 12 חודשים שהוטל על הנאשם בפ""ל          5246-01-12, כשמחציתו תרוצה בחופף לעונש המאסר בפועל ומחציתו במצטבר.",0.99994993,3.0142335e-05,2.3705714e-05,8.964643e-06,0.0007009261,0.0013349939,0.0005884147,0.0012007619,0.0074351155,0.000100652076,0.99776757
סך הכל ירצה לכן הנאשם 36 חודשי מאסר בפועל החל מיום מאסרו.,0.9999143,3.1099422e-05,1.8311188e-05,9.014004e-06,0.00039152338,0.0008989439,0.00034061764,0.0017216171,0.009064913,9.535643e-05,0.0015289591
"18 חודשים מאסר על תנאי, למשך שלוש שנים, שלא יעבור עבירה של נהיגה בפסילה, או עבירה של החזקת סמים שלא לשימוש עצמי.",0.9999654,3.130306e-05,2.5953444e-05,8.971211e-06,0.00055672205,0.0009890415,0.0004931352,0.0029064629,0.010143896,0.0001341635,0.034586474
5129371 5 שנים פסילת רשיון נהיגה החל מהיום בחופף לכל פסילה אחרת.,0.9999596,3.0332249e-05,2.0047717e-05,9.038037e-06,0.000572563,0.0011221236,0.00028906463,0.0025136098,0.00982954,0.00013143386,0.00036372858
אין צורך בהפקדה.,0.00032562762,3.3732915e-05,3.1040996e-05,0.9999875,0.0005301312,0.0013128088,0.00047907478,0.46023405,0.010787448,0.00027609075,0.000658526
"ניתנה היום, 11.9.2013, בנוכחות הצדדים, ב""כ המאשימה עו""ד רוויטל מוסקוביץ, ב""כ הנאשם עו""ד עירוני מיכאל והנאשם.",0.9977399,3.054036e-05,3.3067994e-05,0.9999871,0.000790256,0.0012772194,0.00078522327,0.033649847,0.015704932,0.00038086926,0.7055484
