text,PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,CIR_STATUS_WEP,CIR_HELD_WAY_WEP,CIR_PURPOSE,CIR_AMMU_AMOUNT_WEP,CIR_OBTAIN_WAY_WEP,CIR_TYPE_WEP,CIR_USE,CIR_PLANNING,RESPO,REGRET,CONFESSION
"לאור האמור לעיל, אני גוזרת על הנאשם את העונשים הבאים:",2.8439777e-05,5.2210266e-06,9.458834e-06,3.7718226e-05,4.9236546e-06,5.915161e-06,5.109361e-06,1.3940566e-05,1.9371239e-05,1.44786445e-05,0.00022958661,6.057846e-05,0.00040782482,2.6018397e-06
מאסר בפועל של 3 חודשים אשר ירוצה בדרך של עבודות שירות.,0.99999094,5.2198166e-06,9.73891e-06,3.727945e-05,5.8844917e-06,5.5704336e-06,8.39483e-06,1.9359382e-05,1.8962724e-05,1.2752777e-05,0.0007078197,4.4411532e-05,0.000111486486,3.3200793e-06
"עבודות השירות יבוצעו בחברה קדישא, כפר-סבא, בימים ובשעות המפורטים בחוות-הדעת מיום 5.2.2013 והחל מיום 12.3.13.",0.0003258065,5.1110765e-06,9.343164e-06,5.9614482e-05,5.5211053e-06,7.294042e-06,1.3762149e-05,3.4894332e-05,1.8985163e-05,2.0593981e-05,0.00039027393,0.000111462454,0.00034765655,3.0239019e-06
"במועד זה, על הנאשם להתייצב עד השעה 8:00 במפקדת מחוז מרכז, יחידת עבודות השירות.",0.9998964,5.273369e-06,9.407906e-06,4.6997633e-05,4.633908e-06,6.2032864e-06,7.918917e-06,1.7397271e-05,1.811202e-05,1.4193367e-05,0.0003057562,6.3435866e-05,0.00020414942,3.11182e-06
"מובהר לנאשם, כי עליו לעדכן את משרד הממונה בכל שינוי, אם יחול, בכתובת מגוריו.",1.6273641e-05,5.2808878e-06,9.501914e-06,5.967107e-05,6.8253294e-06,1.8978266e-05,1.5443391e-05,4.748508e-05,1.9053343e-05,2.9585011e-05,0.00038700213,0.0002016211,0.00072903145,3.3864692e-06
"כמו-כן, עליו לעמוד בתנאי הפיקוח ובביקורות הפתע.",1.7664443e-05,5.3248136e-06,9.517123e-06,4.3870208e-05,4.8727848e-06,1.4489542e-05,1.9297522e-05,0.00010092281,2.1279688e-05,0.00011856707,0.00047948665,7.815499e-05,0.0008817721,2.9622315e-06
"מובהר, כי כל הפרה בעבודות השירות תביא להפסקה מנהלית וריצוי העונש במאסר ממש.",4.9730515e-05,5.3102544e-06,9.392961e-06,3.845603e-05,3.9037e-06,8.841244e-06,9.320453e-06,1.4562965e-05,1.7362596e-05,1.2301459e-05,0.00034763681,8.51458e-05,0.0004089491,3.903179e-06
"מאסר על תנאי של 8 חודשים למשך 3 שנים מהיום, שלא יעבור עבירות בנשק לפי סעיף 144 לחוק העונשין.",0.99999106,5.1620264e-06,9.464257e-06,5.6252786e-05,5.7478283e-06,8.994882e-06,7.5278463e-06,1.7258642e-05,1.8806368e-05,0.00018772401,0.00024787532,5.1174284e-05,0.00014362314,3.4959e-06
"קנס בסך 4,000 ₪ או 40 ימי מאסר תמורתו, אשר ישולם ב – 5 תשלומים חודשיים, שווים ורצופים של 800 ₪ כל אחד, החל מיום 1.4.13 ובכל ראשון לחודש שלאחריו; לא שולם תשלום אחד במועדו, תעמוד כל היתרה לפרעון מיידי.",0.9999925,5.1914644e-06,9.359215e-06,6.422528e-05,5.31706e-06,1.2294187e-05,2.0696636e-05,5.8242756e-05,1.7753646e-05,1.7457218e-05,0.00072449015,0.0001441911,0.0003729616,3.483593e-06
ניתן צו להשמדת המוצגים.,0.9095893,5.820785e-06,9.92854e-06,4.6197256e-05,4.9650635e-06,1.0230893e-05,2.3178723e-05,3.748965e-05,1.8975534e-05,2.2101965e-05,0.00037313945,9.563764e-05,0.00019467872,3.2064133e-06
"משום עיכוב ביצוע המאסר (בעבודות שירות) ועל מנת להבטיח את התייצבות הנאשם לריצוין והשלמתן – תיאסר יציאת הנאשם מהארץ עד לתום ביצוע העבודות ותיחתם ערבות עצמית על סך  5,000 ₪.",0.9999851,5.108177e-06,9.286984e-06,5.1439612e-05,4.889622e-06,8.623675e-06,1.1843873e-05,1.813376e-05,1.645699e-05,1.4969256e-05,0.0004937657,0.00012911874,0.00062637386,3.3793458e-06
המזכירות תעביר העתק מגזר-הדין לממונה על עבודות השירות.,5.769136e-05,5.3285016e-06,9.480128e-06,5.1580195e-05,4.44268e-06,6.8289364e-06,1.1855083e-05,2.1860356e-05,1.8294853e-05,1.7990553e-05,0.00057597575,6.552366e-05,0.00026907222,3.3274775e-06
הודעה זכות ערעור לבית-המשפט המחוזי בתוך 45 יום.,1.581417e-05,5.3155036e-06,9.382755e-06,4.666274e-05,4.6504247e-06,9.8115415e-06,8.84914e-06,1.9078416e-05,1.8298011e-05,1.9286521e-05,0.0005156206,5.3342486e-05,0.00024287296,3.007371e-06
"5129371ניתן היום,  20 בפברואר 2013, במעמד הנוכחים.",0.00013617652,5.2348673e-06,9.693555e-06,7.743436e-05,5.9789945e-06,1.0855011e-05,1.2928119e-05,3.2234886e-05,1.686966e-05,1.876257e-05,0.00070787227,8.1982784e-05,0.00049647014,3.485856e-06
דנה מרשק מרום 54678313,1.4675082e-05,5.490243e-06,9.514799e-06,0.00011252869,5.331745e-06,4.8143443e-06,6.729421e-05,6.647374e-05,2.6733771e-05,3.168576e-05,0.00024213677,4.8650287e-05,0.0002691733,2.7067288e-06
