text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"הוא לא עמד במבחן השכרות, ונשיפתו למכשיר מדידה גילתה ריכוז של 305 מיקרוגרם אלכוהול, מעל המידה המותרת בחוק.",0.00012810147,3.2106247e-05,0.99705935,9.087058e-06,0.4746261,0.97840184,0.02364804,0.009279916,0.008821242,0.00017472017,0.00042369627
"הנאשם גם התעמת עם שוטרי, דחף אחד מהם ואיים על אחר.",0.00018058675,3.1091473e-05,0.010636241,0.99998736,0.0008763385,0.0012439924,0.9189294,0.024931375,0.039002907,0.000228149,0.00057757786
כמו כן התחזה לשוטר.,0.00022172337,0.9999933,6.93385e-05,1.5192924e-05,0.00065779185,0.0011555189,0.060296897,0.012295116,0.012828804,0.00014329306,0.0004526064
"בגין אירוע זה מואשם הנאשם בעבירות של נהיגה בשכרות לפי סעיף 62(3) לפקודת התעבורה [נוסח משולב], תשכ״א-1961; הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין, התשל״ז-1977 (להלן – החוק) וחוסר שליטה ברכב, לפי תקנה 26(4) לתקנות התעבורה, התשכ״א-1961.",0.00017116028,3.204745e-05,3.720636e-05,0.99997306,0.00083625683,0.0015799379,0.0008270256,0.009198761,0.034890503,0.00016241721,0.99731964
בעניינו של הנאשם הוגש תסקיר לעונש.,0.00021226631,3.385409e-05,2.025229e-05,0.9999877,0.0005166427,0.0010620226,0.00051639305,0.001230897,0.014853558,9.843449e-05,0.0002980565
"כבר אציין, כי מדובר בתסקיר מעמיק ויסודי.",0.00019858504,3.3117223e-05,2.4578167e-05,0.9999876,0.00058204844,0.0010390737,0.00051560986,0.011019655,0.0401941,0.0022748325,0.0005059263
"הנאשם כבן 22, ללא רישום פלילי.",0.00019517029,0.9999962,1.9825879e-05,9.138149e-06,0.00044149676,0.0010494087,0.0005354666,0.005222826,0.011004289,0.00020943809,0.0010007084
"מן התסקיר עולה, כי הנאשם אומץ על ידי דודתו בינקותו וגדל עמה ועם ילדיה.",9.558493e-05,0.99999607,2.3800603e-05,9.085845e-06,0.0005389313,0.0009651912,0.0025342482,0.06646132,0.009155146,0.00023162855,0.00045664338
"מדובר במשפחה חרדית מרובת ילדים, ובסך הכל עולה תמונה משפחתית חמה וקשרים חזקים של הנאשם לאמו ולאחיו הבכור.",0.00012633053,0.9999964,3.2011405e-05,8.847925e-06,0.00047949536,0.0012897238,0.001877875,0.14411905,0.016861262,0.00038157825,0.00054982834
"הנאשם למד במסגרות חרדיות ובתקופה מתקדמת יותר, ובשל קשיים, עבר ללמוד במסגרות מקלות יותר.",0.00013322169,0.9999962,2.3830878e-05,9.04227e-06,0.00048032036,0.0008818956,0.0008133697,0.093492195,0.008065882,0.00017166187,0.0008950052
"בסופו של דבר, ולמרות גישה ביקורתית מצד סביבתו הקרובה, התגייס לצה״ל במסגרת תוכנית ״נצח יהודה״, והוא חווה את שירותו הצבאי כחוויה מעצימה וחיובית.",0.00014381514,0.9999963,2.5737803e-05,9.011597e-06,0.00052097515,0.0010736213,0.00037833842,0.08301012,0.037964776,0.00017268151,0.00079176243
הוא השתלב בתפקידי לחימה ופיקוד (הוצגו מסמכים ע״י הסניגורית).,0.0001846146,0.9999957,2.6154028e-05,9.50825e-06,0.00055259635,0.0010704298,0.00072218233,0.18771903,0.010105936,0.00017345778,0.00024866927
"למרבה הצער, במהלך מערכת ״צוק איתן״ בה השתתף כלוחם, איבד חברים קרובים לרבות חברו הקרוב ביותר, ומאז הוא נושא עמו טראומה קשה זו, וספק אם התגבר עליה.",0.00020334475,0.99999607,7.1994364e-05,8.926542e-06,0.00065589475,0.0013790689,0.0010897202,0.23573437,0.1170539,0.00029429985,0.0013312396
"הנאשם ביקש לדחות את סיום שירותו לצורך השתלבות בלימודים גבוהים, ובמקביל עבד כשליח ברשת מזון מהיר.",0.00011588652,0.9999962,2.4195213e-05,9.081809e-06,0.0005506294,0.0010381918,0.001999372,0.023318093,0.0056159184,0.00012241774,0.0002868683
הנאשם שוהה במעצר מיום 28.7.2016.,0.00018515089,0.9999957,2.0982896e-05,0.9999875,0.00044608544,0.0010112628,0.0004583509,0.013875713,0.0062532066,0.00017026595,0.00023607774
"שב״ס לא דיווח על חריגות כלשהן בתקופת מעצרו של הנאשם, אם כי שירות המבחן מציין בתסקירו, כי הנאשם חווה באופן לא פשוט את המעצר לנוכח הממשק עם אסירים אחרים.",0.00015282852,0.99999297,2.4233039e-05,9.83287e-06,0.00054582267,0.0009040066,0.0004275799,0.0054785004,0.010962213,0.00019541106,0.0005214208
"אשר להתייחסותו לעבירות, שירות המבחן התרשם כי הנאשם הביע חרטה כנה והכאה על חטא, והוא חש בושה מעצם מעורבותו בפלילים.",8.828321e-05,0.9999962,1.8951807e-05,8.9917e-06,0.00042795585,0.00077729893,0.0006943372,0.0016943243,0.99707913,0.99842924,0.9984682
הוא הסביר את מעשיו כהיסחפות על רקע רצון להשתייכות חברתית.,0.00010649202,0.99999547,3.1115622e-05,9.553999e-06,0.00039130228,0.001005391,0.032150257,0.047908925,0.8061279,0.00013341238,0.00033868547
"שירות המבחן מתרשם, כי מדובר באיש צעיר שטרם השלים את תהליך עיצובו והתגברותו, והוא נושא עמו חוויות לא פשוטת הנוגעות להיותו מאומץ, לשירותו הצבאי הקשה לאובדן שנלווה לו, ולרצונו להתערות בחברה.",0.0001240575,0.9999964,3.761764e-05,9.194655e-06,0.0006745841,0.0013274816,0.0008414861,0.025418717,0.041703235,0.0003313705,0.001970882
"על רקע זה החל לצרוך סמים ואלכוהול לאחר שחרורו, בהם מצא מפלט למכאוביו.",0.000111931535,0.99999607,2.3918172e-05,9.018699e-06,0.00046750178,0.0008945491,0.0021606002,0.0069427597,0.01742698,0.00013329527,0.00033362338
"שירות המבחן מציין, כי הנאשם נמצא בתהליך של הפקת לקחים ראשוניים ויש בו נכונות לטיפול ולראיה ביקורתית של כשליו ההתנהגותיים.",0.00011942785,0.9999956,2.1223388e-05,0.007049318,0.0007167199,0.0010054173,0.0006384618,0.00677599,0.72132295,0.0006360269,0.00049491116
"שירות המבחן מעריך, כי משום שהנאשם טרם התגבר על הקשרים האישיים שתוארו, הדבר מהווה גורם מגביר סיכון.",0.00012043378,0.9999944,1.9489313e-05,9.504977e-06,0.00053372997,0.0009121039,0.0012537434,0.0057125497,0.01660719,0.00017606326,0.00029447413
"מאידך, נמצא כי גישתו של הנאשם למעשיו, נטילת האחריות ונכונותו לטיפול מהווים גורם מפחית סיכון.",9.953354e-05,0.6538291,2.1603291e-05,9.040882e-06,0.0005642368,0.0009760174,0.0008657075,0.005841957,0.9907256,0.9996276,0.006951648
"בשורה התחתונה סבור שירות המבחן, כי לנוכח הנסיבות, העובדה שהמעצר וההליך הפלילי נתפסים ע״י הנאשם כחוויה משמעותית והעובדה שהוא נכון לבצע שינוי, יש מקום להימנע ממאסר ממש, ויש מקום להשית על הנאשם מאסר בעבודות שירות, לצד צו מבחן במסגרתו יטופל ביחידת ההתמכרויות לצעירים ובני נוער בירושלים.",0.0018060525,0.9999918,2.5239615e-05,1.3282959e-05,0.00088916294,0.0011567665,0.00045042078,0.0018969905,0.04326126,0.00018775482,0.72033733
"ב״כ מאשימה טען, כי יש להשית על הנאשם עונש מאסר משמעותי.",0.0001482822,3.1609285e-05,1.8936811e-05,0.9999876,0.00054275716,0.00088410417,0.00046642686,0.0016982583,0.066401914,0.00011439673,0.0004550779
"לצד הנסיבות שיש לזקוף לזכותו לרבות הודאתו, גילו הצעיר והיעדר העבר הפלילי, מנה ב״כ המאשימה כנסיבות מחמירות את פרק הזמן הארוך שבו בוצעו העבירות, את העובדה שהנאשם החזיק בסמים המוכנים לסחר ואכן סחר בהם פעמים רבות ואת הנסיבות של תיק התעבורה.",0.00016221554,0.9999957,0.99994636,8.961864e-06,0.44728726,0.0016544423,0.79803646,0.0033463151,0.93757594,0.9775129,0.9998111
"ב״כ המאשימה אינו מקבל כי העובדה שהסחר בוצע בין חברים מהווה נסיבה מקילה , אלא ההיפך מכך.",0.00018146895,3.310816e-05,0.9941103,0.9999869,0.0015769245,0.0014185274,0.2674518,0.022081984,0.10004404,0.0001836616,0.0004151863
"לטעמו, לא התברר עד כה המניע לסחר, ועל-כן הגיע לכלל מסקנה כי מדובר בבצע כסף.",0.00014846725,3.330948e-05,0.99994624,0.99998724,0.0068896962,0.0013591294,0.99188966,0.08364543,0.01871289,0.00020787951,0.0005170125
"אשר למתחמי הענישה, ביקש ב״כ המאשימה לקבוע מתחם נפרד לכל אישום.",0.00015054314,3.1260588e-05,2.2088481e-05,0.9999875,0.00050321594,0.0010766669,0.00051767984,0.0026617441,0.010636362,0.000118604396,0.00024998884
"אשר לעבירת החזקת הסמים שלא לצריכה עצמית, עתר ב״כ המאשימה למתחם שבין 6 ל-18 חודשים; ביחס לעבירות הסחר, טען ב״כ המאשימה למתחם  שבין 3 ל-12 חודשים; לגבי נהיגה בשכרות טען למתחם שבין 6 ל-18 חודשי מאסר; אשר להפרעה לשוטר טען למתחם שבין מע״ת ל-8 חודשי מאסר.",0.00014428642,3.3512984e-05,0.012459295,0.9999832,0.0029637222,0.00248725,0.0013938168,0.005992727,0.013026136,0.00020807305,0.7452819
"עוד טען, כי יש מקום להטיל עונש מאסר במדרג הבינוני-נמוך של המתחם, כאשר אין מקום לאמץ את המלצת התסקיר להטלת עבודות שירות, לנוכח רמת הענישה הנוהגת.",0.00016166661,3.1718624e-05,2.09887e-05,0.99998736,0.00063866074,0.0010841737,0.00050012657,0.000817488,0.0059949346,0.00011862021,0.0010435485
כמובן שב״כ המאשימה היפנה לפסיקה לתמוך את עמדתו.,0.00019525667,3.1681106e-05,2.774678e-05,0.99998736,0.0005468365,0.00094578945,0.0016993022,0.035730463,0.048484948,0.00020691253,0.00023050497
"בנוסף, ביקש ב״כ המאשימה לחלט את הכספים שנתפסו ואת הקטנוע, וכן להשמיד את הסמים.",0.99985015,3.0517098e-05,0.9999187,9.421724e-06,0.0011043341,0.0015637885,0.24727075,0.027661966,0.012041373,0.00013215962,0.00035644657
"הסניגורית ביקשה לאמץ את המלצת שירות המבחן ולהטיל על הנאשם עונש מאסר לריצוי בעבודות שירות, או לחילופין, ביקשה להסתפק בתקופת מעצרו של הנאשם עד היום (כ-8 חודשים).",0.009019247,3.007251e-05,1.9504185e-05,0.9999877,0.0005600554,0.0010362108,0.000356467,0.0015177203,0.007641551,0.000114580915,0.7224416
"הסניגורית הדגישה את נסיבותיו האישיות של הנאשם, את חוויותיו הקשות בשירותו הצבאי, לצד ההערכה הרבה לה זכה ממפקדיו (הוגשו תעודות).",0.00014923753,0.9999962,2.4038245e-05,8.936031e-06,0.0005976596,0.0010955705,0.0005771792,0.014440916,0.9483177,0.9765787,0.013202785
"הסניגורית ביקשה להתייחס למכלול האישומים כאל אירוע אשר לנוכח הפסיקה הנוהגת לטעמה, כשהיא מקבלת את המתחם שבין 3 ל-12 חודשי מאסר ביחס לעבירות הסחר.",0.0001519581,3.0457173e-05,2.4410963e-05,0.9999877,0.0005582774,0.0011070963,0.00063546945,0.0013661275,0.008749573,9.1001944e-05,0.0005491561
"הסניגורית ביקשה להימנע מחילוט הכספים והקטנוע, שלטענתה, אינם נוגעים לעבירות הסמים, אלא הם פרי חיסכון.",0.0003083654,3.3189343e-05,0.9999362,9.458942e-06,0.01830604,0.0013712021,0.8635094,0.02214029,0.020549612,0.0001536198,0.0005463302
הסניגורית לא התנגדה להטלת צו מבחן.,0.0002795841,3.31086e-05,2.212934e-05,0.9999875,0.00046218818,0.00106412,0.0005131229,0.0061803074,0.011615195,0.00019242613,0.0006385941
"הנאשם בדברו האחרון הודה, כי המעשים שבביצועם הודה הם חמורים, הגם שבהתחלה לא הבין את חומרתם.",0.00017137418,3.204843e-05,0.01171037,9.416334e-06,0.0009696929,0.0008901665,0.37816346,0.0019014049,0.9828351,0.5373468,0.9998511
"כיום הוא מבין גם מבין חומרתם לאחר שהיה ממושכת במעצר, וסיפר על קשייו מאחורי סורג ובריח.",0.00017649068,0.99999607,1.9241768e-05,8.93765e-06,0.0005420271,0.0010038862,0.00043369204,0.0035211958,0.2121521,0.00020181997,0.0028467632
"הנאשם הביע חרטה על מעשיו והתרשמתי כי הדבירם עולים מעמקי נשמתו של הנאשם, כפרי של חשבון נפש.",0.00015383675,3.4300334e-05,2.7015607e-05,9.0353915e-06,0.0010882678,0.0012511029,0.0019812235,0.004453964,0.9983462,0.99872583,0.12681611
"קביעת מתחם הענישה – מתחם הענישה צריך להתייחס לעקרון ההלימה, הנוגע ליחס לערך החברתי המוגן, מידת הפגיעה בו, מדיניות הענישה הנוהגת ונסיבות ביצוע העבירה.",0.00018627763,3.0428784e-05,2.5529482e-05,0.9999876,0.00060088333,0.0009972584,0.0005754657,0.004152823,0.11551227,0.00015234474,0.00059758936
"אשר לערך המוגן – העבירות אותן עבר הנאשם פוגעות בערך המוגן של שמירה על שלום הציבור ובריאותו מפני נגע הסמים, שאינו מבחין בין ״סמים קלים״ ל״סמים קשים״, שתוצאות השימוש בהם וההתמכרות אליהם קשות, ארוכות טווח ורחבות היקף וחורגות מעניינו של אדם אחר, ונוגעות לכלל החברה.",0.00015533138,3.3409946e-05,0.9971205,0.99998415,0.0734678,0.0028727534,0.0028477097,0.04712014,0.08265625,0.00034846773,0.0027009745
"נגע הסמים פוגע בחברה, מקטון ועד גדול, ונזקיו מרובדים לכל תחומי החיים: הן בפן האישי, הן בפן החינוכי, ההתפתחותי, התרבותי, הרפואי והכלכלי.",0.00020728951,0.99999154,3.2727472e-05,0.99998105,0.0015758115,0.0016350913,0.0012257203,0.3775192,0.0454452,0.0004134964,0.0019632454
"המחיר שנגע זה בגובה הוא ללא שיעור, עמוק ומצער עד מאד.",0.00027977637,3.309771e-05,0.00010114151,0.99998677,0.0018207845,0.0019333353,0.004440961,0.641127,0.07426296,0.00038842214,0.00041680527
נאמר לאחרונה ב-ע״פ 3669/14 גולן נ׳ מ״י  (מיום 18.12.2016):,0.00019329277,3.0025283e-05,2.4714138e-05,0.99998736,0.0006323466,0.0013165222,0.00060059875,0.17233825,0.011956146,0.00013387827,0.0004888077
"״אין צורך להכביר מלים על חומרתן הרבה של עבירות הסמים, לנוכח פוטנציאל הנזק המשמעותי הגלום בהן – הן לחברה בכללה והן לניזוקים הישירים – ועל הצורך להיאבק בהן באמצעות ענישה מרתיעה, שאף מצויה במגמת החמרה״.",0.0001562497,3.052423e-05,2.6594576e-05,0.9999871,0.00093153206,0.0011653973,0.00080380443,0.006336657,0.3236563,0.00029864415,0.004063469
"בענייננו, מידת הפגיעה בערך המוגן משמעותית, שעה שמדובר בעבירות שבוצעו על-פני תקופה ארוכה ובמצטבר מדובר בכמויות לא מבוטלות של סם.",0.000120532575,3.0388359e-05,0.9999181,0.999987,0.9990171,0.9806033,0.9903875,0.0065031885,0.011130634,0.00022971055,0.0006083747
בהקשר זה ראויים לציטוט הדברים הבאים:,0.00021612018,3.2746735e-05,2.7642458e-05,0.999987,0.00050827884,0.0014853473,0.0008633277,0.30113778,0.13518439,0.00016339646,0.00039167123
״אף אם כמויות הסמים נושא העבירות ׳קטנות׳ – כטענת המבקש – אין בכך כדי להפחית מחומרתן של עבירות אלה ומהצורך למגר אותן באמצעות הטלת עונש בעל היטב הרתעתי״ (רע״פ 7996/12 יוסף נ׳ מ״י (מיום 23.1.2013)).,0.00017033011,3.187409e-05,0.00063602295,0.999987,0.0029084256,0.0015226114,0.00095642876,0.0049119364,0.045809954,0.00020670214,0.003540829
יש להוסיף לכך את העובדה שמיוחסת לנאשם עבירה של נהיגה בשכרות.,0.00010964985,3.13208e-05,2.0485817e-05,0.9999808,0.0004470473,0.00089564297,0.0019996949,0.002494654,0.038379706,0.00012292225,0.00035474903
"עבירה זו חמורה היא, משום שהיא פוגעת בערך חיי האדם ויכולתם של המשתמשים בדרך, הולכי רגל ונהגים, להגיע בשלום ממקום למקום.",0.00018004155,3.373645e-05,5.0659255e-05,0.9999871,0.0008110595,0.0013448949,0.001626848,0.31399044,0.068520494,0.0004360444,0.0011918112
נהיגה בשכרות פוגעת במידה לא מבוטלת בערך בשל הסיכון הרב הנשקף ממנה.,0.00012113935,2.9893943e-05,2.2204726e-05,9.062126e-06,0.00045210271,0.0011190041,0.00086668594,0.05774082,0.014540313,0.00016423274,0.00029475978
"לפי סעיף 40ט׳ לחוק העונשין, בין הנסיבות הקשורות בביצוע העבירה יש לשקול את אלה, לעניין קביעת המתחם: הנאשם ניהל ״עסק״ של סמים, לרבות החזקת כמות גדולה של סמים מחולקת למנות לצורך סחר, הן ברכבו הן בביתו; הוא ביצע את העבירות באופן בלעדי ועצמאי; הנזק הצפוי להיגרם מעבירות סמים ידוע; והנזק שצפוי היה להיגרם הן מהסחר והן מעבירת התעבורה בשכרות הוא בל ישוער; בניגוד לעמדת ב״כ המדינה, אני סבור כי שירות המבחן ״פיצח״ את המניעים לעבירות, במובן זה שלסברת שירות המבחן, השימוש והסחר בסמים נועד לסייע לנאשם להשתלב חברתית – אך מובן שזהו מניע פסול, אך אין כאן רכיב דומיננטי של ״בצע כסף״; אין ספק כי לנוכח ביצוע העבירות באופן מתמשך, הנאשם ידע היטב את שהוא עושה, אך ייתכן שבשל גילו הצעיר, לא שקל עד הסוף, כנדרש, את משמעות המעשי, ולא התקיים בו ״סוף מעשה במחשבה תחילה״.",0.0002243062,0.9999943,0.9999157,9.025737e-06,0.97211623,0.54469216,0.73697615,0.0193164,0.42776895,0.0033290314,0.86888105
מדיניות הענישה הנוהגת – סקירת הפסיקה בנסיבות דומות מלמדת על טווח עונשי רחב המוטל על נאשמים.,0.000112897025,3.0495888e-05,2.0281477e-05,8.8459e-06,0.00052195555,0.0009735554,0.00057642715,0.0017781698,0.021814533,0.00011643936,0.00022948242
"יחד עם זאת ברור כשמש כי בנסיבות אלו, העונש הראוי הנו עונש מאסר, ואין מקום לשקול עבודות שירות, לנוכח חומרת העבירות וריבוין.",0.000164969,3.123353e-05,1.962928e-05,0.99998724,0.0006355827,0.0010953168,0.00039207097,0.0008835159,0.12860486,0.00012878184,0.0024768903
"בידוע, מעמדו של שירות מבחן הנו כשל גורם מייעץ, והמלצתו, מהווה אך שיקול בשיקולים של בית המשפט האמון  על גזירת הדין.",0.0002159939,3.095296e-05,2.7551294e-05,0.99998724,0.00070973975,0.0012980563,0.001065051,0.023600841,0.012089708,0.00014307571,0.00034835195
אשר לעבירה של החזקת סם שלא לצריכה עצמית – עיון בפסיקה הן לעניין ענישה והן לעניין מתחמי ענישה מלמדת על פסיקה מגוונת.,0.00011098942,3.2343552e-05,2.9906749e-05,0.33457243,0.0035446489,0.0031434593,0.0013405961,0.0043074847,0.0077072927,0.00014810654,0.00051189086
"יחד עם זאת, ב-8409/15  חביב נ׳ מ״י (מיום 9.12.2015) אושר מתחם ענישה שבין שמונה לשמונה-עשר חודשי מאסר, כאשר שם דובר בהחזקת סם מסוג קוקאין.",0.00016178442,3.1531752e-05,0.9997658,9.657706e-06,0.99815184,0.9982987,0.004383298,0.002468543,0.0070535745,0.00013712577,0.00083821866
"המאשימה עותרת לקבוע מתחם שבין 6 ל-18 ח׳ מאסר, ואולם הדבר אינו עומד ביחס למתחם שציינתי הנוגע לסמים קשים יותר מקנבוס, בו אנו עוסקים.",0.00024515527,3.1121024e-05,0.001386588,0.99998784,0.25244156,0.001499268,0.0009241377,0.0027069973,0.0059816963,0.00012876857,0.0003911837
"לפיכך, יש להעמיד את המתחם בהקשר זה בין שלושה ל-14 חודשי מאסר.",0.00014398721,3.1084004e-05,1.8321738e-05,0.9999877,0.00049849355,0.0011644097,0.0003688167,0.0013115641,0.006672738,9.953716e-05,0.0003193759
אשר לסחר בכמויות קטנות של סם מסוג חשיש תמורת מאות שקלים – ב-ת״פ (שלום י-ם) 726-01-14 מ״י נ׳ זיתון (מיום 21.7.2014) נקבע מתחם שבין שלושה לעשרה חודשי מאסר בפועל.,0.00023553881,3.139529e-05,0.9999335,9.101681e-06,0.99897766,0.9997985,0.09756476,0.0044846614,0.008049544,0.0001598732,0.0052478453
"לעומת זאת ב-ת״פ (שלום י-ם) 17400-02-14 מ״י נ׳ ג׳ובראן (מיום 2.7.2014) נקבע מתחם ענישה שבין חודש לשישה חודשי מאסר, מתחם אותו אימצתי ב-ת״פ 16732-03-17 מ״י נ׳ טאקיס (מיום 20.3.2017) ויפה גם לענייננו כאן.",0.00027657687,3.3154825e-05,4.9028797e-05,0.99998784,0.0017552116,0.003292211,0.001125321,0.019891648,0.014370979,0.00027186313,0.0044617206
אשר לעבירת הנהיגה בשכרות – עיון בפסיקה נוהגת מלמד כי אין בסיס לבקשת המדינה לקבוע מתחם ענישה שבין 6 ל-18 ח׳ מאסר.,0.00016780979,3.157629e-05,2.0216881e-05,0.9999877,0.0006677407,0.0010781371,0.00040988775,0.0015532655,0.008925427,9.834049e-05,0.00027343532
סקירת הפסיקה מלמדת כי עונשי מאסר מוטלים בנסיבות חמורות בהן נלוות לעבירה זו עבירות נוספות או שנגרם נזק לגוף (למשל״ רע״פ 7971/15 גלקולי נ׳ מ״ (מיום 25.1.2016)).,0.00016478536,3.1538642e-05,2.8765735e-05,0.99998724,0.0009496907,0.0011917186,0.00088001194,0.012755952,0.03285745,0.00016125248,0.0007867849
"לפיכך, קובע מתחם שבין מע״ת ל-6 ח׳ מאסר בהתאם לנסיבות המקרה.",0.0003088541,3.0571016e-05,2.162881e-05,0.99998784,0.00065250957,0.0011956339,0.00053522695,0.001763181,0.0071227504,0.00010384511,0.0002446222
אשר להפרעה לשוטר – ניתן לקבוע מתחם שבין מע״ת ל-חודשיים מאסר בנסיבות העניין.,0.1804426,2.9976363e-05,2.0287705e-05,0.9999883,0.0005329303,0.0010521525,0.00031711944,0.0024072565,0.0050997776,0.000110031746,0.00038187063
