,verdict,text,part
14,ME-21-04-23190-591,"בחדר השינה מתחת למיטה, בקופסא שחורה, סם מסוכן מסוג קנבוס, במשקל כולל של 100 גרם נטו.",העובדות 
15,ME-21-04-23190-591,"על פי הסדר הטיעון שגובש בין הצדדים, כתב האישום תוקן והנאשם הודה בעובדות כתב האישום ובעבירות המיוחסות לו והורשע על פי הודאתו.",העובדות 
16,ME-21-04-23190-591,בין הצדדים לא גובשה הסכמה עונשית.,העובדות 
17,ME-21-04-23190-591,במעמד הצגת ההסדר הצהירה המאשימה כי נוכח נתוניו האישיים של הנאשם תבקש למקמו בשליש התחתון של המתחם לו תעתור במעמד הטיעונים לעונש.,העובדות 
18,ME-21-04-23190-591,"מטעם המאשימה הוגשו גיליון הרשעותיו הקודמות של הנאשם, ודו""ח מז""פ אליו צורף לוח תצלומים של המעבדה.",ראיות לעונש 
19,ME-21-04-23190-591,מטעם ההגנה נשמעו 2 עדי אופי.,ראיות לעונש 
20,ME-21-04-23190-591,"הגב' טובה בוריה מנהלת עמותת ""טוב בלב"" המטפלת בנערים ונערות בסיכון במגזר החרדי.",ראיות לעונש 
21,ME-21-04-23190-591,"העדה מסרה כי מכירה את הנאשם מגיל 12, על רקע קושי במציאת מסגרת לימודית ההולמת את צרכיו.",ראיות לעונש 
22,ME-21-04-23190-591,"לדבריה לאחר מציאת מסגרת לימודית הולמת ליוותה אותו בשנות נעוריו, עד אשר נישא והעתיק את מקום מגוריו לצפון.",ראיות לעונש 
23,ME-21-04-23190-591,"הקשר עם הנאשם חודש לאחר שנעצר, בעקבות הגשת כתב האישום, ופנה אליה ממקום מעצרו, שיתף אותה ברצונו לשנות את אורחות חייו וביקש את עזרתה להשתלב במקום עבודה מסודר ולנהל אורח חיים יצרני ונורמטיבי לאחר שחרורו ממאסר.",ראיות לעונש 
24,ME-21-04-23190-591,העדה קיבלה על עצמה לסייע לנאשם לאחר שחרורו בכל דרך אפשרית.,ראיות לעונש 
25,ME-21-04-23190-591,"מר אליהו שרגא, אביו של הנאשם, מסר כי משפחתו המורחבת של הנאשם הינה משפחה נורמטיבית ושומרת חוק.",ראיות לעונש 
26,ME-21-04-23190-591,"לדבריו, מסיבות שונות, בתקופת נערותו מצא הנאשם את עצמו נגרר למעורבות שולית, בעידוד חברה שולית אליה התחבר.",ראיות לעונש 
27,ME-21-04-23190-591,"לדבריו המשפחה פעלה רבות בניסיון לסייע לו ולשקמו, ולתקופה הדבר צלח.",ראיות לעונש 
28,ME-21-04-23190-591,לימים נקלע הנאשם למשבר כלכלי ואישי ועל רקע זה מעד וביצע את העבירות.,ראיות לעונש 
29,ME-21-04-23190-591,"האב הוסיף כי במהלך תקופת מעצרו, שוחח עמו הנאשם ארוכות, וניכר כי הוא מבין את חומרת מעשיו ואת המחירים הכבדים הנלווים להם, ומפגין רצון כן ואמיתי לשנות את אורחותיו ולעלות על דרך המלך.",ראיות לעונש 
30,ME-21-04-23190-591,"לבקשת ההגנה ביום 27.6.22 התקבל דיווח עדכני בעניינו של הנאשם, מבית סוהר רימונים, בו עצור הנאשם מאז יום 15.6.21.",ראיות לעונש 
31,ME-21-04-23190-591,מהדיווח עולה כי במהלך מעצרו הנוכחי נרשמו לחובתו של הנאשם שתי עבירות משמעת.,ראיות לעונש 
32,ME-21-04-23190-591,"האחת בחודש יוני 21 לאחר בקשתו להיפלט מהאגף בו הוחזק, והשנייה בחודש יולי 21 לאחר שנמצאו בתאו חפצים שנאסר להחזיקם.",ראיות לעונש 
33,ME-21-04-23190-591,"הנאשם זוכה לביקורי משפחה ומבצע בדיקות שתן, שנמצאו נקיות משרידי סם, האחרונה בהן מיום 2.5.22.",ראיות לעונש 
34,ME-21-04-23190-591,"בתאריך 12.1.22 יצא באופן זמני, בהתאם להחלטה שיפוטית, לחתונת אחותו, ללא כל אירוע חריג.",ראיות לעונש 
35,ME-21-04-23190-591,"מהתייחסות גורמי הטיפול והחינוך בכלא, עולה כי הנאשם מקיים קשר מעקבי עם עו""ס האגף ופונה גם מיוזמתו במידת הצורך.",ראיות לעונש 
36,ME-21-04-23190-591,"כמו כן, השתתף בקבוצה חינוכית ראשונית בתחום ""ניהול כעסים"", שכללה סדנה של שמונה מפגשים, וניכר שהתמיד בהגעה למפגשים והביע רצון ומוטיבציה ללמוד, אולם המעיט בשיתוף מעולמו הפנימי.",ראיות לעונש 
37,ME-21-04-23190-591,"בנוסף דווח שהנאשם המשיך טיפול בקבוצה חינוכית ראשונית בתחום ""טרום צעדים"" תוך שהקפיד על הגעה סדירה למסגרת והפגין יחסי רציני.",ראיות לעונש 
38,ME-21-04-23190-591,"ב""כ המאשימה הפנתה לעובדות כתב האישום המתוקן מהן עולה כי הנאשם הקים מעבדת סמים, בדירה אותה שכר באותו הבניין בו התגורר, דירה שיועדה להקמת המעבדה ולעיסוק בסם.",טיעוני הצדדים לעונש 
39,ME-21-04-23190-591,"בטיעוניה הדגישה את חומרת מעשיו של הנאשם, תוך שפירטה בהרחבה את הנסיבות המחמירות שנלוו למעשים, ובהן העובדה כי הדירה נשכרה לצורך הייעודי של הקמת המעבדה; העובדה כי המעבדה הוקמה לצורך גידול מסיבי של סמים שיועדו להפצה; והעובדה כי המעבדה הוקמה באופן מקצועי המלמד על תכנון מוקדם והניבה יבול משמעותי ביותר, שחלקו אף היה זמין להפצה ונתפס בדירת המגורים של הנאשם.",טיעוני הצדדים לעונש 
40,ME-21-04-23190-591,בנוסף ובניסיון להסתיר את המיזם העברייני ולמנוע קריאה נכונה של צריכת החשמל ותשלום בעבורו ביצע הנאשם שינויים במערכת החשמל של הדירה.,טיעוני הצדדים לעונש 
41,ME-21-04-23190-591,"ב""כ המאשימה טענה כי הנאשם היה יוזם התכנית העבריינית, זה שהוציאה לפועל באופן בלעדי, וזה שצפוי היה ליהנות מפירותיה.",טיעוני הצדדים לעונש 
42,ME-21-04-23190-591,"ב""כ המאשימה הפנתה לערכים החברתיים המוגנים שבבסיס העבירות שביצע הנאשם, והדגישה את הפגיעה המשמעותית והמוחשית בהם, את הנזק שגרמו העבירות ואת הנזק הפוטנציאלי העצום שעלולות היו לגרום, אלמלא נחשפה המעבדה.",טיעוני הצדדים לעונש 
43,ME-21-04-23190-591,"ב""כ המאשימה הפנתה לאסופת פסיקה המלמדת, לשיטתה, על מדיניות הענישה הנוהגת, ובהתבסס עליה ונוכח נסיבות ביצוע העבירות וכמות הסם שנתפסה, טענה כי מתחם העונש ההולם למכלול העבירות בהן הורשע הנאשם נע בין 36 ל-72 חודשי מאסר בפועל.",טיעוני הצדדים לעונש 
44,ME-21-04-23190-591,"אשר לנסיבות שאינן קשורות בביצוע העבירות, הפנתה המאשימה לעובדה כי מדובר בנאשם שלחובתו עבר פלילי, במסגרתו נרשמו לחובתו 3 הרשעות קודמות בעבירות אלימות, רכוש והפרת הוראה חוקית, בגינן ריצה מאסר בפועל לתקופה של 11.5 חודשים, וכן מאסר לריצוי בעבודות שירות לתקופה של 7.5 חודשים שהופקע בעיצומו בשל מעצרו של הנאשם בתיק דנן.",טיעוני הצדדים לעונש 
45,ME-21-04-23190-591,"ב""כ המאשימה הסכימה כי יש לזקוף לזכות הנאשם את הודאתו, אך טענה כי משקלה של האחרונה מוגבל, בשים לב לעובדה כי הנאשם לא הודה בהזדמנות הראשונה.",טיעוני הצדדים לעונש 
46,ME-21-04-23190-591,"אשר להליך הטיפולי שעבר הנאשם בשב""ס, טענה כי מדובר בהליך קצר, כשהעדכון שהתקבל משב""ס בהקשרו הוא לקוני, ואין בו כדי ללמד כלל ועיקר כי עסקינן בהליך שיקומי מוכח ומשמעותי, כזה המאפשר הקלה בעונשו של הנאשם.",טיעוני הצדדים לעונש 
47,ME-21-04-23190-591,"מכל האמור, בשים לב לחומרת העבירות, מידת אשמו של הנאשם ועברו הפלילי, עתרה ב""כ המאשימה להשית על הנאשם עונש מאסר בפועל המצוי בשליש התחתון של המתחם לו עתרה, מאסר על תנאי וקנס משמעותי וגבוה.",טיעוני הצדדים לעונש 
48,ME-21-04-23190-591,"בנוסף עתרה להכריז על הנאשם ""סוחר סמים"" ולהורות על חילוט הרכוש שנתפס במעבדה.",טיעוני הצדדים לעונש 
49,ME-21-04-23190-591,"ב""כ הנאשם מנגד ביקש להסתפק בתקופת מעצרו של הנאשם (מאז יום 31.3.21), וזאת תוך שבית המשפט נותן משקל ממשי לפוטנציאל השיקום של הנאשם.",טיעוני הצדדים לעונש 
50,ME-21-04-23190-591,"בטיעוניו הפנה הסנגור בראש ובראשונה להודאתו של הנאשם בעובדות כתב האישום המתוקן, המלמדת על נטילת אחריות מלאה וכנה למעשים והכרה בחומרתם.",טיעוני הצדדים לעונש 
51,ME-21-04-23190-591,לדבריו ההודאה היוותה את הצעד הראשון והמשמעותי שעשה הנאשם בהחליטו לפסוע בנתיב הטיפולי-שיקומי.,טיעוני הצדדים לעונש 
52,ME-21-04-23190-591,"בהמשך ישיר לכך השתלב הנאשם בקבוצות טיפוליות בבית המעצר, התמיד בטיפולים שהוצעו לו במסגרת שב""ס, והביע רצון ומוטיבציה להשתקם, כעולה מפורשות מהדיווח שהתקבל מגורמי הטיפול בשב""ס.",טיעוני הצדדים לעונש 
53,ME-21-04-23190-591,"בנוסף גייס מעגלי תמיכה נוספים – אביו, אשתו והגב' בוריה, אשר מגויסים בכל מאודם לסייע לנאשם לעלות על דרך הישר עם שחרורו ממאסר, ולסלול נתיב לניהול אורח חיים משפחתי, יצרני ונורמטיבי.",טיעוני הצדדים לעונש 
54,ME-21-04-23190-591,"אשר לנסיבות שהובילו את הנאשם לביצוע העבירות, טען כי הנאשם – בחור צעיר עם רקע משפחתי וחברתי מורכב, נקלע למשבר כלכלי ואישי עמוק, על רקע מגפת הקורונה ומשבר בחיי הזוגיות שהוביל להחלטה של רעייתו לעזוב יחד עם בתם התינוקת.",טיעוני הצדדים לעונש 
55,ME-21-04-23190-591,על הרקע הזה מעד בביצוע העבירות בתקופה משברית בחייו.,טיעוני הצדדים לעונש 
56,ME-21-04-23190-591,"ב""כ הנאשם לא התעלם מהעובדה כי לחובת הנאשם עבר פלילי אך טען כי הרשעותיו הקודמות אינן ממין העניין בו עסקינן, ומכל מקום בוצעו בחלקן עת הנאשם היה קטין והן רחוקות בזמן, ומשכך אין מדובר בעבר פלילי מכביד ו/ או רלוונטי.",טיעוני הצדדים לעונש 
57,ME-21-04-23190-591,"אשר למדיניות הענישה הנוהגת, טען ב""כ הנאשם כי הפסיקה מלמדת על ענישה נמוכה משמעותית מהענישה לה עותרת המאשימה.",טיעוני הצדדים לעונש 
58,ME-21-04-23190-591,לדבריו מתחם העונש ההולם אותו הציעה המאשימה לבית המשפט מופרז ואינו עולה בקנה אחד עם הפסיקה אותה הגישה בתמיכה לעתירתה העונשית.,טיעוני הצדדים לעונש 
59,ME-21-04-23190-591,"בתוך כך הפנה הסנגור לאסופת פסיקה מטעמו, שעניינה, כך לשיטתו, במעבדות סמים גדולות שהניבו סמים בכמויות גדולות הרבה יותר, שם נקבעו מתחמים נמוכים מהמתחם לו עתרה המאשימה, ובהתאמה נגזרו עונשים נמוכים יותר מהעונש המבוקש על ידי המאשימה.",טיעוני הצדדים לעונש 
60,ME-21-04-23190-591,"אשר לנסיבות שאינן קשורות בביצוע העבירות, הפנה ב""כ הנאשם לגילו הצעיר של הנאשם, למצבו המשפחתי (נשוי פלוס פעוטה), להודאתו, להליך השיקומי בו הוא מצוי ולפוטנציאל השיקום הקיים בעניינו.",טיעוני הצדדים לעונש 
61,ME-21-04-23190-591,באשר לשיקול השיקום הדגיש כי הנאשם עשה כל שלאל ידו על מנת לפסוע בנתיב השיקומי תוך כדי תקופת מעצרו.,טיעוני הצדדים לעונש 
62,ME-21-04-23190-591,"בתוך כך שיקם את יחסיו עם אשתו, שכיום עומדת לצידו וממתינה לשחרורו לצורך חזרה לחיים משותפים; גייס גורמי תמיכה חיצוניים – אביו והגב' בוריה שנכונים גם הם לסייע לו בכל דרך אפשרית עם שחרורו; השתלב בהליכים טיפוליים בבית המעצר; רכש את אמון שב""ס בהתנהלותו החיובית עד כדי שאפשרו לו לצאת לחתונת אחותו ואישרו לו מפגשי התייחדות;  וככלל מביע מוטיבציה כנה ואמיתית לשינוי אורחות חייו.",טיעוני הצדדים לעונש 
63,ME-21-04-23190-591,"בנסיבות הללו סבור ב""כ הנאשם כי ניתן להסתפק בתקופת מעצרו של הנאשם עד כה.",טיעוני הצדדים לעונש 
64,ME-21-04-23190-591,"תקופה משמעותית שחידדה עבור הנאשם את חומרת מעשיו והמחירים בגינם, והציבה בפניו קו גבול חד וברור.",טיעוני הצדדים לעונש 
65,ME-21-04-23190-591,"ומאידך מותירה פתח של תקווה, ומשדרת מסר מחזק ומעצים שיסייע לו להתמיד בנתיב השיקומי ולעלות על דרך הישר.",טיעוני הצדדים לעונש 
66,ME-21-04-23190-591,הנאשם בדברו האחרון מסר כי מקבל אחריות מלאה ובלתי מסויגת על מעשיו החמורים ואינו מבקש לתרצם בכל דרך שהיא.,טיעוני הצדדים לעונש 
67,ME-21-04-23190-591,"לדבריו בחר להודות ובהמשך להשתלב בהליכים טיפוליים במסגרת שב""ס, וזאת כצעדים ראשונים לשינוי מיוחל, בראש ובראשונה בעבורו ובעבור משפחתו הגרעינית.",טיעוני הצדדים לעונש 
68,ME-21-04-23190-591,הנאשם ביקש את רחמי בית המשפט בגזירת עונשו והביע תקווה כי בית המשפט יושיט לו יד ויסייע לו לפסוע בנתיב השיקומי.,טיעוני הצדדים לעונש 
69,ME-21-04-23190-591,הנאשם ביקש להתחשב במצבו הכלכלי הדחוק בקביעת גובה הקנס.,טיעוני הצדדים לעונש 
70,ME-21-04-23190-591,"כמצוות המחוקק בסעיף 40ג(א) לחוק העונשין, בקביעת מתחם העונש ההולם את מעשי העבירה שביצע הנאשם, ובהתאם לעיקרון המנחה הקבוע בסעיף 40ב לחוק העונשין, יש להתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה.",דיון והכרעה 
71,ME-21-04-23190-591,"הערכים החברתיים המוגנים שנפגעו כתוצאה מהעבירות שביצע הנאשם הם הגנה על הציבור מפני הנזקים הרבים, הן אלה הישירים והן אלה העקיפים, שנגרמים בעקבות עבירות הסמים, לרבות עבירות נלוות המבוצעות במקרים רבים, כדי לממן את צריכת הסם, בהיות העיסוק בסם מחולל פשיעה עיקרי.",דיון והכרעה 
72,ME-21-04-23190-591,"מדובר בצורך להגן, מן הצד האחד, על בריאות גופו ונפשו של ציבור המשתמשים בסמים, ומן הצד השני, עולה הצורך להגן על החברה מפני הנזקים הנגרמים לה, עקב העבירות המתבצעות על ידי עבריינים על רקע השימוש בסמים.",דיון והכרעה 
73,ME-21-04-23190-591,"מידת הפגיעה בערכים המוגנים בענייננו הינה ממשית מוחשית ומשמעותית והיא נלמדת מאופי וטיב המעבדה, מכמות הסמים שנמצאו ברשות הנאשם, ומהעבירות הנוספות בהן הורשע, שבוצעו, בין היתר, על מנת להקל על תפעול ותחזוק המעבדה ולמנוע את חשיפתה.",דיון והכרעה 
74,ME-21-04-23190-591,"במעבדה של הנאשם נמצאו 516 שתילים במשקל של 55 ק""ג, וכן 3 שקיות המכילות קנבוס במשקל של 866.93 גרם.",דיון והכרעה 
75,ME-21-04-23190-591,"בנוסף בדירת המגורים של הנאשם נמצאו סה""כ 960.72 גרם קנבוס מחולק ומוחזק בשלושה מקומות שונים.",דיון והכרעה 
76,ME-21-04-23190-591,"על החומרה שבעבירות גידול סמים והחזקת סמים שלא לצריכה עצמית, ניתן ללמוד מהעונש המקסימלי שקבע המחוקק בצד כל אחת מעבירות אלו – 20 שנות מאסר, כאשר הרציונל העומד בבסיס איסורים אלה הוא מניעת הכנסת סם חדש ונוסף למעגל הסמים.",דיון והכרעה 
77,ME-21-04-23190-591,עבירות הסמים שביצע הנאשם הן משמעותיות ופגיעתן האישית והחברתית ממשית ויוצרת סביבה מעגלי נזק נוספים.,דיון והכרעה 
78,ME-21-04-23190-591,"בבחינת הנסיבות הקשורות בביצוע העבירות, אציין ראשית כי אין ספק שמדובר בעבירות חמורות הכוללות השכרת דירה למטרה ייעודית של הקמת מעבדה לגידול והפקת סם מסוכן.",דיון והכרעה 
79,ME-21-04-23190-591,"את המעבדה, שפעלה כמכונה משומנת היטב, אבזר הנאשם בציוד שכלל 6 מזגנים, 10 מאווררים, 15 מנורות לד, 4 מפוחים, 3 מסננים, 12 מדי טמפרטורה, 21 שנאים, 33 בתי מנורה, 9 בלוני חמצן ו-250 אדניות.",דיון והכרעה 
80,ME-21-04-23190-591,"ללמדך על המחשבה, התכנון והמיומנות ברכישת הציוד המותאם למעבדה, והכל לצורך הפעלתה באופן שוטף כדי לגדל, להפיק ולייצר כמה שיותר סמים.",דיון והכרעה 
81,ME-21-04-23190-591,"המערך האמור מצביע על כך שלא מדובר במעידה חד פעמית וספונטנית או בגידול מזדמן וחובבני, אלא בנאשם שהשקיע מחשבה רבה בהקמת המעבדה, בגידול הסם, כמו גם השקיע כסף לשכירת הדירה ולרכישת הציוד לצד הזמן הרב והמשאבים שנדרשו לצורך הפעלת המעבדה, כך שמדובר היה בעסק של ממש מבחינתו.",דיון והכרעה 
82,ME-21-04-23190-591,לכך יש להוסיף את העובדה כי הדירה בה הוקמה המעבדה סמוכה לדירת המגורים בה התגוררה משפחתו.,דיון והכרעה 
83,ME-21-04-23190-591,עובדה זו מצביעה על הניהול והתכנון המוקפד במעשי הנאשם עת בחר דווקא במיקום זה המאפשר פיקוח הדוק וצמוד על המעבדה וזמינות רבה אליה.,דיון והכרעה 
84,ME-21-04-23190-591,"הנאשם הורשע בכך שהחזיק כמויות סם גדולות, ובסך הכל כ-57 ק""ג של סם מסוכן מסוג קנבוס.",דיון והכרעה 
85,ME-21-04-23190-591,"כמות הטומנת בחובה פוטנציאל נזק רב, שכן ללא תפיסת המעבדה בזמן, הרי שהחומר היה עלול להתגלגל לציבור הצרכנים ולאוכלוסיות עברייניות.",דיון והכרעה 
86,ME-21-04-23190-591,"אשר לסיבות שהביאו את הנאשם לביצוע העבירות, בבית המשפט נטען על ידי ההגנה כי העבירות בוצעו על רקע משבר אישי וכלכלי עמוק שחווה הנאשם.",דיון והכרעה 
87,ME-21-04-23190-591,"בהקשר זה יאמר כי עם כל ההבנה לסיטואציה אליה נקלע הנאשם, אין בה ולו ראשית הצדק לעבירות אותן ביצע, כאשר לא יכול להיות חולק כי בסופו של יום בבסיס ביצוע העבירות עמד הרצון להפיק רווחים קלים.",דיון והכרעה 
88,ME-21-04-23190-591,"אשר לנזק שנגרם וצפוי היה להיגרם כתוצאה מביצוע העבירות; הפסיקה הענפה בעניין זה מדברת על הנזק הנגרם ליחיד ולחברה מעבירות סמים, נפיצותן, התפשטותן ופגיעתן הרעה, באופן שפעמים רבות אין דרך חזרה מהתמכרות, אשר אף גוררת ביצוע עבירות נוספות לצורך מימון הסם.",דיון והכרעה 
89,ME-21-04-23190-591,"מעבר לכך, קיים גם פוטנציאל לנזק בריאותי קשה כתוצאה מהשימוש בסם.",דיון והכרעה 
90,ME-21-04-23190-591,פסיקה עקבית של בתי המשפט שבה והבהירה כי פגיעתם של הסמים בחברה אינה נקודתית אלא משתרעת על פני מרחבים וזמנים נרחבים.,דיון והכרעה 
91,ME-21-04-23190-591,"בהקשר זה אציין בנוסף כי חומרת המעשה והנזק אינן נבחנות במשקל הסם בלבד, אלא גם במספר השתילים המלמד על התכנית העבריינית, על הפוטנציאל שהיה טמון במעשה, גם אם לא הגיע לכלל מימוש סופי, ועל כוונתו של העושה.",דיון והכרעה 
92,ME-21-04-23190-591,"מדיניות הענישה הנהוגה בעבירות המיוחסות לנאשם הינה מחמירה, בפרט נוכח העובדה כי הנאשם ניהל באופן מיומן ומקצועי מעבדה לגידול סמים בדירה אותה שכר לצורך זה.",דיון והכרעה 
93,ME-21-04-23190-591,"יחד עם זאת עיקרון הוא במחוזותינו כי יש להטיל ענישה הולמת ואינדיבידואלית בכל מקרה ומקרה בהתאם לפרמטרים שונים, וביניהם, בין היתר, סוגה וטיבה של המעבדה, כמות וטיב הסמים שנמצאו ומיהותו של העבריין.",דיון והכרעה 
94,ME-21-04-23190-591,אכן עיון בפסיקה מלמד כי הענישה בעבירות בהן הורשע הנאשם אינה הומוגנית ומטבע הדברים תלויה בנסיבותיו של כל תיק ותיק ובהתאם לפרמטרים שהוזכרו לעיל.,דיון והכרעה 
95,ME-21-04-23190-591,"נוכח האמור ובשל העובדה שהנאשם הורשע במספר עבירות, וקשה לאתר פסיקה שנסיבותיה זהות ו/או דומות לאלה שבפניי באופן מובהק, הפסיקה שתובא תהווה אך אמת מידה לענישה הנוהגת במקרים דומים.",דיון והכרעה 
96,ME-21-04-23190-591,"הנאשם החזיק ותפעל מעבדה לייצור סם מסוכן מסוג קנבוס, ובתוך כך גידל 89 שתילים במשקל של 50.54 ק""ג.",דיון והכרעה 
97,ME-21-04-23190-591,במעבדה אף הוחזק ציוד מתאים.,דיון והכרעה 
98,ME-21-04-23190-591,בנוסף לכך הנאשם צרך חשמל שלא כדין.,דיון והכרעה 
99,ME-21-04-23190-591,"בית המשפט קבע מתחם עונש הולם הנע בין 23 ל-51 חודשי מאסר בפועל, והשית עונש של 23 חודשי מאסר בפועל.",דיון והכרעה 
100,ME-21-04-23190-591,"בית המשפט קבע מתחם עונש הולם הנע בין 22 ל-50 חודשי מאסר, והשית עונש של 28 חודשי מאסר.",דיון והכרעה 
101,ME-21-04-23190-591,"בית המשפט קבע מתחם עונש הולם הנע בין 24 ל-52 חודשי מאסר, והשית עונש של 24 חודשי מאסר בפועל.",דיון והכרעה 
102,ME-21-04-23190-591,"בית המשפט קבע מתחם עונש הולם הנע בין 24 ל-52 חודשי מאסר, והשית עונש של 24 חודשי מאסר.",דיון והכרעה 
103,ME-21-04-23190-591,בית המשפט קמא קבע מתחם עונש הולם הנע בין 16 ל-36 חודשי מאסר בפועל והשית על הנאשם עונש בן 16 חודשים.,דיון והכרעה 
104,ME-21-04-23190-591,"בית המשפט העליון קיבל את ערעור ההגנה על חומרת העונש והשית על הנאשם עונש של 9 חודשי מאסר בפועל שירוצו בעבודות שירות, ובתוך כך הדגיש כי ההקלה בעונש מתבססת על הליך השיקום המשמעותי ונסיבותיו האישיות של הנאשם, וכי הוא אינו חולק כלל ועיקר על מדיניות הענישה שנקבעה על ידי בית משפט קמא.",דיון והכרעה 
105,ME-21-04-23190-591,בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 25 ל-50 חודשי מאסר בפועל והשית על הנאשם עונש בן 28 חודשים לצד ענישה נלווית.,דיון והכרעה 
106,ME-21-04-23190-591,"ערעור שהוגש מטעם ההגנה לבית המשפט העליון על חומרת העונש התקבל, תוך שהודגש כי ברגיל העונש שהושת על הנאשם לא היה מצדיק התערבות ערכאת הערעור.",דיון והכרעה 
107,ME-21-04-23190-591,"ואולם בית המשפט ציין כי נוכח נסיבות חריגות המתקיימות בעניינו של הנאשם ביניהן העובדה שמגדל את שלושת ילדיו הקטינים לבדו והחשש מהנזק שיגרם להם אם ישלח למאסר, הגמילה שעבר ביוזמתו מסמים והליך שיקום משמעותי, הרי שמדובר במקרה בו יש להקל בעונש, והשית עליו 9 חודשי מאסר לריצוי בעבודות שירות.",דיון והכרעה 
108,ME-21-04-23190-591,"בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 30 ל-60 חודשי מאסר בפועל, ולאחר שחרג ממתחם העונש ההולם השית על הנאשם עונש בן 20 חודשי מאסר בפועל לצד ענישה נלווית.",דיון והכרעה 
109,ME-21-04-23190-591,ערעור שהוגש לבית המשפט העליון על חומרת העונש נדחה לאחר שהמערער חזר בו מהערעור בעקבות הערות בית המשפט.,דיון והכרעה 
110,ME-21-04-23190-591,"בית המשפט המחוזי קבע מתחם עונש הולם הנע בין 18 ל-40 חודשי מאסר בפועל, והשית עליו עונש של 20 חודשי מאסר בפועל לצד ענישה נלווית.",דיון והכרעה 
111,ME-21-04-23190-591,"בית המשפט קבע מתחם עונש הולם הנע בין 33 ל-55 חודשי מאסר בפועל, והשית על הנאשם עונש בן 28 חודשי מאסר בפועל.",דיון והכרעה 
112,ME-21-04-23190-591,"יצוין כי לצד זאת הורשע הנאשם גם בעבירות שיוחסו לו במסגרת כתב אישום אחר, שעניינן התפרצות למקום מגורים; היזק בזדון ; ואיומים.",דיון והכרעה 
