text,CIR_PUNISHMENT,GENERAL_CIRCUM,CIRCUM_OFFENSE,reject,CIR_TYPE,CIR_AMOUNT,CIR_ROLE,CIR_EQ,REGRET,RESPO,CONFESSION
"נע/2 - מכתב מהרכז החינוכי בבית ספר למלאכה חב""ד קרית מלאכי, בו למד הנאשם בנערותו, אשר משבח אותו על חריצותו ושמירתו על כללי המוסד.",0.00019044036,0.99999595,8.572922e-05,8.950343e-06,0.0013346263,0.0013396014,0.0028844718,0.54822975,0.15693915,0.012986928,0.0013358486
נע/3 - פירוט תוכנית הלימודים בקורס מיגון ואבטחה.,0.00023020098,3.1805554e-05,2.6792088e-05,0.99998736,0.00055076217,0.0012542988,0.00072165736,0.6016041,0.008722975,0.00018941757,0.000263074
"נע/4 - תלושי שכר של הנאשם, מחודשים 8-10/21.",0.00017200841,0.9999931,3.0330917e-05,0.99998736,0.00080487557,0.0016839267,0.0010476954,0.030017266,0.006658891,0.00022739607,0.00021538352
"נע/5 - תעודת סיום קורס השקעות נדל""ן.",0.0020546683,0.9999795,2.5157433e-05,9.613653e-06,0.0006858586,0.0012049554,0.0011067125,0.32549724,0.010534343,0.00018792818,0.0002177968
"נע/6 - מכתב מיום 27.6.22 מאת העו""ס ביחידה להתמכרויות בני ברק, לפיו הנאשם מטופל ביחידה מאז חודש ינואר 2022.",0.00012252961,0.9999962,2.6133484e-05,9.171421e-06,0.0005699685,0.001130927,0.0006287265,0.038095385,0.007931134,0.00016738233,0.00035062176
במכתב גם המלצה לשלבו בקורס בתחום התקנת מצלמות אבטחה.,0.00019810828,0.99290824,2.6622693e-05,0.9999869,0.0005753675,0.0011664429,0.00089214067,0.7620397,0.011254352,0.00013826028,0.0002751319
"נע/7 - דו""ח כרטסת הנהלת חשבונות מעסקו של הנאשם.",0.00014386028,0.99999046,0.9468077,0.99998796,0.00061615446,0.0013778356,0.010062157,0.13280886,0.004539115,0.00013960998,0.00014299208
נע/8 - דפי חשבון בנק.,0.00037692345,3.110835e-05,5.2263735e-05,0.9999877,0.00067114184,0.0023409976,0.0013744968,0.09509623,0.005065905,0.00017859423,0.0002457333
נע/9 - חשבונית עבור רכישת ציוד צילום.,0.00053010596,3.2113105e-05,0.060783323,0.9999875,0.00085463026,0.0034385058,0.002228411,0.88124037,0.0074111684,0.00016050479,0.00019374686
כן העידו עדי ההגנה הבאים לעניין העונש (יפורטו ללא שם על מנת לשמור על פרטיותם):,0.00016068626,3.07702e-05,2.5100733e-05,0.9999871,0.0004955917,0.0009658801,0.00073608896,0.04457005,0.035702255,0.00021266703,0.000586797
מכר של הנאשם מלימודי תורה - מכיר את הנאשם כ- 20 שנה ומודע לסיפור חייו.,0.00014868643,0.9999962,3.4637258e-05,9.025548e-06,0.0005498722,0.0011041966,0.001149243,0.06714873,0.041411456,0.00017727798,0.00033890962
"עת שהה הנאשם במעצר בית בבית הוריו, לימד אותו תורה והעמיק את ההיכרות עמו.",0.00012461309,0.99999607,6.7644745e-05,9.027563e-06,0.0005150216,0.0008291364,0.006727455,0.048622448,0.016711755,0.00024269357,0.00052762224
העיד על הקשיים שידע הנאשם עם אשתו בעת מעצר הבית בבית הוריו.,0.00011000247,0.99999595,2.0661497e-05,9.304636e-06,0.0003725922,0.00089639006,0.0010724989,0.08784461,0.0370024,0.00018463291,0.0003745831
"הנאשם נלחם לשמור על הקן המשפחתי, למד מקצוע, מוצא זמן לשיעורי תורה, עובד על מנת לשלם חובותיו ומשקם עצמו.",0.00011072842,0.9999963,3.6527137e-05,8.9021005e-06,0.0005637922,0.0009480648,0.0024385636,0.5047727,0.022190161,0.00040328794,0.00072590756
"ראש מערכת ""פרוייקט נושרים"" של עיריית בני ברק - הנאשם הצטרף לפרויקט זה, המסייע לנערים שעזבו מסגרות.",0.00010519287,0.9999958,3.4848348e-05,9.012491e-06,0.0006290016,0.0010019115,0.0010990404,0.43266666,0.015850365,0.00020249076,0.00038455942
"בתחילה הנאשם לא שיתף פעולה והיה מלא זעם, אך לאחר שנה החל לשתף פעולה ואף תמך בנערים אחרים ושילב אותם בפרויקט.",0.00010961629,0.99999595,4.7013054e-05,8.932981e-06,0.0006038826,0.0010342905,0.0055543086,0.086919196,0.06269906,0.0069409646,0.0011503516
"לאחר שהפרויקט נסגר, הנאשם שמר על קשר עמו ועם מדריכי הקבוצה, ואף הזמין אותם לחתונתו, דבר המעיד על השינוי שחל בנאשם.",0.0001385637,0.99999595,0.015472798,8.855962e-06,0.0006216016,0.0009965232,0.046130005,0.39239565,0.034044966,0.00027978676,0.0004822086
כיום הנאשם אדם בעל נתינה אשר המשיך ויזם בעצמו שיעורי ערב.,0.00012772981,0.99999595,6.951608e-05,8.998305e-06,0.00061310834,0.001020302,0.031825766,0.10896217,0.014005622,0.00018343757,0.00028827507
בתקופת הקורונה הנאשם אף  סייע לעד כשהיה בסגר ונהג להביא מזון לביתו ללא תמורה.,0.0001157722,0.99999547,0.99916065,8.912557e-06,0.00057437597,0.00079736457,0.96969944,0.45796868,0.0086521655,0.00015788274,0.00018806799
אשת הנאשם - העידה כי הנאשם הוא יד ימינה.,0.00014890124,3.3042394e-05,2.0843092e-05,0.9999862,0.00049162534,0.0011232863,0.003884997,0.011356515,0.025276652,0.00020562395,0.00038030272
עקב בעיותיה הבריאותיות הוא מסייע לה בעבודות הבית ובגידול שלושת ילדיהם הפעוטים.,0.000101674035,0.9999958,3.3718214e-05,8.945751e-06,0.00051494996,0.00084972644,0.0010032429,0.94218653,0.0095291035,0.00025041922,0.00045418926
"הנאשם גם מסייע לחמותו, בת ה- 77 החולה המתגוררת בשכנות.",0.00019564969,0.99999595,0.00031818543,8.994341e-06,0.0005217626,0.00095775834,0.2753702,0.23830901,0.009825996,0.00013562525,0.0007873714
הנאשם הוא המפרנס היחיד ובלעדיו לא תהיה למשפחה הכנסה.,0.00011179808,0.99999595,2.6117688e-05,9.03528e-06,0.00045079793,0.0010209584,0.00090153224,0.523457,0.010203621,0.00023793003,0.00022188405
ביקשה שלא להרחיקו ממשפחתו.,0.00032164378,0.9999945,2.6421943e-05,0.9999865,0.00043734486,0.0010847925,0.0006807298,0.062611625,0.00949317,0.00015714111,0.00021317456
אביו של הנאשם - חל בנאשם שינוי מבחינה דתית ותפקודית.,0.00011025355,0.9999963,1.805559e-05,9.068446e-06,0.00059218646,0.00089698116,0.000496331,0.019638903,0.029583897,0.0001368534,0.00016219747
"כיום מסתובב בחברה טובה, מסור לילדיו ולמשפחתו.",0.00017812026,0.9999958,3.0468766e-05,9.114415e-06,0.0004690324,0.001337966,0.0005755706,0.20860682,0.056627546,0.00093998463,0.00040773614
מבקש שלא לקטוע את ההליך השיקומי ולא לגזור עליו מאסר בפועל.,0.0025512923,0.00012583712,1.682511e-05,0.9999871,0.00039669793,0.0009913202,0.00031107815,0.0011325134,0.020542737,9.171859e-05,0.0006473103
כך תצמח תועלת למשפחה ולציבור בכלל.,0.00030749117,3.6667185e-05,3.5782043e-05,0.9999858,0.00052140385,0.0011625859,0.001072596,0.4152362,0.07055693,0.00028646406,0.00032198307
"הנאשם כבן 32, נשוי ואב לשלושה פעוטות.",0.00022262767,0.99999607,2.3356546e-05,9.085395e-06,0.0004614218,0.0012675051,0.0025462457,0.0853892,0.0106551945,0.0003776862,0.0018520815
המשפחה מקיימת אורח חיים דתי.,0.00016275022,0.99999595,2.2730805e-05,9.390668e-06,0.0005298205,0.0012148155,0.00069979654,0.58196706,0.0067279204,0.00015111166,0.00022477354
הנאשם סיים 12 שנות לימוד.,0.00019120275,0.99999595,2.0095109e-05,9.178912e-06,0.00042771053,0.0009958912,0.0008120803,0.011049971,0.0058771973,0.00013933588,0.00021554354
בהיותו כבן 14 עזב את הישיבה החל להתרועע עם חברה שולית ולבצע עבירות.,0.00013545994,0.99999595,3.353025e-05,9.242719e-06,0.00041564213,0.00090018974,0.012979529,0.048532687,0.012504852,0.00012241014,0.00037364013
לכן לא גוייס לצבא.,0.00023709825,0.99999475,3.715537e-05,9.648059e-06,0.0004175965,0.0013108175,0.00042979885,0.08005269,0.0113126775,0.0002635055,0.00032019263
הנאשם גדל במשפחה חרדית המסייעת לו כיום מבחינה כלכלית ובטיפול בילדיו.,9.8892204e-05,0.9999962,2.2861175e-05,8.994899e-06,0.00045303197,0.00088814885,0.0010849392,0.50946033,0.0074852733,0.00018109112,0.00040945897
לאורך השנים עבד בעבודות מזדמנות.,0.00014136094,0.99999547,2.1661135e-05,9.300084e-06,0.00045643316,0.0010681855,0.0006367014,0.10510061,0.006759477,0.0001875943,0.00031342398
מזה כשנה וחצי עובד הנאשם כעצמאי בהתקנת מצלמות אבטחה.,0.000113266564,0.9999958,2.9340541e-05,9.15412e-06,0.00042486205,0.0011272042,0.001116828,0.82581246,0.005638451,0.00012852496,0.00034623215
"בעברו הרשעות קודמות כמפורט לעיל, וכן צריכת סמים מסוגים שונים, כולל קשים, לאורך שנים, באופן אשר פגע במישורי חייו השונים, לרבות בתעסוקה ובחיי המשפחה.",0.0001652932,0.99999654,0.0055004894,9.0123185e-06,0.0016262642,0.0012057533,0.03359486,0.012229731,0.01212812,0.00019491106,0.0006109774
עם נישואיו הפסיק הנאשם לצרוך סמים והחל לצרוך שמן קנאביס.,0.0001013288,0.9999957,0.32093418,9.0395715e-06,0.021027658,0.0014005839,0.021834912,0.006650648,0.01140094,0.0001427013,0.0002920211
עם מעצרו הפסיק גם את השימוש בכך.,0.00019671647,3.21294e-05,2.126993e-05,0.9999869,0.00045119165,0.0009308352,0.0022654147,0.023308916,0.0126330955,0.00020463897,0.00038364183
"שירות המבחן התרשם מהעדר גבולות פנימיים מגובשים, קיומן של עמדות המאפשרות התנהלות שולית לצורך קידום מטרותיו, התנהלות תוך דפוסי הסתרה וטשטוש המגבירה סיכון להתנהגות שולית לצד דפוסי התמכרות לסמים.",0.00011751734,0.9999958,0.00071566366,0.99993765,0.0007364822,0.0010896384,0.0019875774,0.020497868,0.02115986,0.00018423585,0.00026342462
"מאידך גיסא, התרשם שירות המבחן, כי המעצר היווה גורם הרתעה עבורו הנאשם, כך שהסכים להשתלב בטיפול בתחום הסמים.",0.0001512316,0.9999958,2.0749283e-05,8.966233e-06,0.0005820678,0.00095759035,0.00064530165,0.0024059,0.010950194,0.00021367474,0.0020845374
"אשר לעבירה הנוכחית, הנאשם הכחיש עיסוק בגידול הקנביס וייחס את ביצוע העבירות לאחר, שחשש למסור את שמו.",0.0001435759,3.177557e-05,0.99990356,8.947236e-06,0.005304821,0.0010372745,0.99790597,0.017890397,0.07294096,0.00020438118,0.99980503
הנאשם התקשה להתייחס לקיומם של קשרים שוליים העומדים ברקע להסתבכותו בביצוע העבירות והתקשה בבחינת הקשר בין ביצוען לבין דפוסי השימוש שלו בסמים.,9.983087e-05,2.9814371e-05,0.9159269,9.220533e-06,0.0005798969,0.00081273983,0.29248694,0.008221459,0.038760066,0.00011983283,0.00038334625
"במסגרת פיקוח המעצרים שולב הנאשם ביחידה לטיפול בהתמכרויות בבני ברק (בתקופה שבין 3/22 – 6/23), שם התמיד ושיתף פעולה.",0.00011452443,0.9999964,2.066246e-05,8.907485e-06,0.00055185996,0.0008670098,0.0005552505,0.019221872,0.0059969802,0.00023758183,0.006969552
"בדיקות שמסר נמצאו נקיות משרידי סם, הוא עבר טיפולים שונים, כגון שליטה בכעסים וכן למד בקורס להתקנת מערכות מיגון, בסיומו קיבל תעודת הסמכה, והחל לעבוד כעצמאי בתחום עד היום.",0.00013109205,0.9999962,0.87206215,8.878176e-06,0.0037991123,0.0015565405,0.0029469205,0.87074405,0.0109031545,0.000292692,0.0006678814
כיום מרגיש כי הוא מצליח לנהוג יותר באיפוק במצבי כעס ותסכול.,0.00011762216,0.9999956,2.1456077e-05,9.14222e-06,0.00040721372,0.0011580597,0.00045942742,0.055365104,0.20431487,0.00013417067,0.0002708224
"הערכת הסיכון לעבריינות והסיכוי לשיקום  - כגורמי סיכון להישנות ביצוע העבירות, שקל שירות המבחן את עברו הפלילי, חומרת העבירות והכחשתו הגורפת את ביצוען.",0.00013322881,3.1331256e-05,2.9544328e-05,0.9999871,0.0005968522,0.0009140823,0.0009755029,0.0021362635,0.8551764,0.0009237279,0.0018865768
"כן נשקלה נטייתו של הנאשם לטשטוש והסתרה, קשייו לבחון את התנהלותו באופן ביקורתי, השלכת האחריות למעשיו על גורמים חיצוניים, אורח החיים השולי וההתמכרותי לאורך שנים, הסתרת מצבו מבני משפחתו וקשייו בקבלת עזרה.",0.00012334833,0.9999962,4.2496602e-05,8.8837905e-06,0.0009591277,0.0011269668,0.001126899,0.10355124,0.94524854,0.5509221,0.0027758677
"כגורמי סיכוי לשיקום, שקל שירות המבחן את תפקודו התקין כיום, השתלבותו בהליך טיפולי, השתלבותו בקורסים מקצועיים, יציבותו התעסוקתית, ניקיון מסמים, מחויבותו כלפי משפחתו, המהווים עבורו גורמי תמיכה משמעותיים.",0.00017174603,0.9999962,2.4934656e-05,5.202624e-05,0.0007354253,0.0010298677,0.0005061991,0.05690163,0.024475772,0.01212206,0.0013953767
"בסופו של יום לא מצא שירות המבחן טעם בהמשך הקשר, ולא בא בהמלצה טיפולית שיקומית בעניינו של הנאשם, בהעדר מוטיבציה ובשלות לנאשם לערוך התבוננות ביקורתית ולהיעזר בטיפול.",0.00014929746,0.99999607,1.9404075e-05,9.011717e-06,0.00060518156,0.0009943012,0.0005571452,0.0037149398,0.010962141,0.00022201442,0.11034718
"זאת, בין היתר, נוכח הכחשת העבירות, שלילת קיומם של קשרים שוליים ושלילת נזקקות להמשך טיפול בתחום ההתמכרויות.",0.00014255822,4.8894886e-05,2.4277495e-05,0.9999862,0.00060235383,0.00083823694,0.00094169815,0.025669051,0.04174837,0.00013749747,0.00090689404
"הסכמה בדבר חילוט הרכב - ב""כ הצדדים הגיעו להסכמה, לה ניתנה ביום 3.6.24 תוקף של החלטה, לפיה היקף חילוט הרכב יעמוד על סך 17,000 ₪ וישולם באופן הבא: 15,000 ₪ מתוך כספים שהופקדו בקופת בית המשפט ו- 2,000 ₪ נוספים ינוכו מתשלום תגמולי ביטוח על סך 48,608 ₪, שקיבל הנאשם עבור רכב שנגנב.",0.999956,3.121468e-05,0.9998659,9.106839e-06,0.0038863092,0.8923566,0.042420235,0.08152445,0.010132014,0.00018776896,0.0119053265
"יתרת הסכום על סך 46,608 ₪ תועבר לחשבונו של הנאשם.",0.99971527,3.0502404e-05,0.00017913367,8.930782e-06,0.0006986644,0.0014930606,0.1002282,0.011641874,0.0064281607,0.00010783731,0.00023013187
"ב""כ המאשימה עתרה לקבוע מתחם עונש הולם שבין 42 - 65 חודשי מאסר ולהשית על הנאשם 45 חודשי מאסר בפועל, מאסר על תנאי וקנס משמעותי.",0.28772816,2.899651e-05,1.8374794e-05,0.99998796,0.0005162947,0.0011347812,0.00037409988,0.0008805186,0.011183989,9.6884716e-05,0.7433825
כן עתרה להכריז על הנאשם כסוחר סמים.,0.00029581948,3.304227e-05,3.2304833e-05,0.999987,0.00052577927,0.0008106322,0.026802657,0.001649878,0.01288255,9.267636e-05,0.0002601024
"הערכים המוגנים שנפגעו הם בריאות הציבור, הגנה על שלום הציבור מפני נזקים ישירים ועקיפים שנגרמים מגידול הסמים, על ההשפעות הפיזיות והנפשיות לצד הפגיעה כלכלית.",0.00016673352,3.2340005e-05,7.895692e-05,0.99998724,0.0008380848,0.0011023963,0.0006922557,0.9055712,0.061567858,0.0003227293,0.00042608374
"בנוגע לנסיבות העבירה, עתרה ב""כ המאשימה לשקול את התכנון המוקדם, את היות התופעה מכת מדינה לשם בצע הכסף, את אורך תקופת הגידול, את היקף הציוד שנתפס בתוך המעבדה, כמו גם את כמות השתילים הגדולה, הדורשת עבודה רבה לשם תחזוקתם.",0.00016517156,3.0917505e-05,0.99995494,9.481303e-06,0.9923522,0.89920884,0.5241039,0.99074495,0.07621103,0.0005157394,0.0015367637
"נתפסו גם סמים במשקל של כ- 3 ק""ג, לאחר שנגזמו ועברו שלב נוסף בשרשרת ההפצה ו-80 מ""ל שמן קנאביס.",0.00017355854,3.0320305e-05,0.9999589,8.836786e-06,0.99966824,0.9998543,0.9995839,0.067342065,0.006373181,0.00019119435,0.0005353374
"ביחס למספר השתילים (254 שתילים במשקל של כ- 159 ק""ג) והסמים שנתפסו בסופו של יום, טענה ב""כ המאשימה, כי מדובר באחת המעבדות הגדולות ביותר במחוז תל אביב שכרגע נדונות בבית המשפט.",0.00012696699,3.091432e-05,0.9999534,8.870339e-06,0.99872357,0.99983346,0.9910342,0.99751556,0.0061256345,0.00018838691,0.00084303226
"מידת הפגיעה בערכים המוגנים נלמדת מאופי המעבדה, כמות הסם שנתפס, היקף הציוד, אופי הציוד, משך הזמן בו הפעיל הנאשם את המעבדה ומספר השתילים.",0.00017443269,3.0884792e-05,0.9999597,0.99998736,0.99808264,0.99845684,0.9933559,0.9931678,0.016887214,0.00056727516,0.0005793198
"המאשימה ביקשה להביא בחשבון לחומרה גם את המשך הכחשתו של הנאשם את העבירה בפני קצינת המבחן, אי נטילת אחריות ושלילת נזקקות טיפולית.",0.00012213521,3.106344e-05,1.8013283e-05,9.039425e-06,0.0005244601,0.00077525515,0.00088346493,0.0017286299,0.9914171,0.9995765,0.9991535
על כן עתרה לענישה הרתעתית והציגה פסיקה בהתאם.,0.00013441141,3.3030614e-05,1.7843624e-05,0.9999871,0.00046713414,0.0010715955,0.00062200346,0.003425117,0.027766295,9.703312e-05,0.00015890859
"בנוסף עתרה לחלט את כספי המזומן בסך 27,630 ₪ שנתפסו בדירת מגורי הנאשם, היות ולא הוכח מקורם או כי התקבלו באפיק כשר.",0.9995914,3.1374493e-05,0.99994826,9.576631e-06,0.005563065,0.8951149,0.99494743,0.19533138,0.0061182883,0.00013303179,0.0002910871
"ב""כ הנאשם ביקש להסתפק בעונש מאסר לריצוי בעבודות שירות.",0.00051790493,3.2508055e-05,1.7013386e-05,0.99998724,0.00043729917,0.0009609113,0.00033002184,0.0010075322,0.014616962,9.367235e-05,0.0017659831
"אשר לנסיבות ביצוע העבירה, טען הסניגור שלא ידוע מתי מעבדת הסמים הוקמה, כמה זמן הייתה קיימת ומי הקים אותה, ואין להניח כי פעלה זמן רב.",0.00016557792,3.1167536e-05,0.99995637,8.970458e-06,0.004282027,0.0015036874,0.5411541,0.9969326,0.027194375,0.00046135226,0.0019001113
"עוד טען, כי הכמות שנתפסה אינה גדולה באופן יחסי למעבדות סמים, וכי מהראיות עולה כי הנאשם לא פעל לבד.",0.00012114651,3.4344066e-05,0.9999342,9.649724e-06,0.41518146,0.91674244,0.98607534,0.076537736,0.008719705,0.00042369324,0.0006025913
"אשר לנסיבות האישיות, עתר הסניגור לשקול לקולא את ילדותו של הנאשם במשפחה מורכבת, כאמור בתסקיר, את ההתמכרות לסמים והגמילה מהם, את השמירה על תנאי השחרור, את דרך השיקום הארוכה והמוצלחת שעבר הנאשם, אשר כללה טיפול בשליטה בכעסים ובבעיות אישיות נוספות וכן קורס מיגון ואבטחה, שבסיומו פתח הנאשם עסק עצמאי.",0.00014966619,0.9999964,5.222756e-05,8.846018e-06,0.000799191,0.0013862989,0.00055418035,0.04931152,0.26823604,0.0008814881,0.9891356
הנאשם מפרנס עתה את אשתו ושלושת ילדיו הפעוטים שתלויים בו כלכלית.,0.000103303566,0.99999607,2.3006553e-05,8.908996e-06,0.00045479063,0.0009343352,0.0021130433,0.362257,0.016679864,0.0002145536,0.0004645459
עברו הפלילי ישן ולא מתחום הסמים.,0.00021873577,0.9999958,2.2013155e-05,9.204297e-06,0.0005329913,0.0010555933,0.00064611156,0.0040239375,0.009885115,0.00015074712,0.00018244957
"כאמור בתסקיר, המעצר היווה ועדיין מהווה גורם הרתעה עבור הנאשם.",0.00012749301,3.2108543e-05,2.0510039e-05,0.9999876,0.0004658017,0.000933827,0.000721282,0.0036422298,0.018945271,0.00017276008,0.00022974183
הסניגור הפנה לטיפול המוצלח ביחידה להתמכרויות והסדנאות שעבר.,0.00013761473,0.9999956,2.0597397e-05,8.960967e-06,0.00044961172,0.0010381119,0.0014127997,0.10769892,0.010491359,0.00016319714,0.0003747985
"על כן, קביעת שירות המבחן כאילו שלל הנאשם נזקקות טיפולית וסרב להמשך טיפול בתחום ההתמכרות, עומדת בסתירה לתהליך אותו עבר הנאשם.",0.00010199478,0.9999869,2.1600303e-05,9.204385e-06,0.0005578067,0.0009937226,0.00058033457,0.0032352726,0.010459932,0.00013809558,0.00041933116
הנאשם גם כפר באמירות אלה.,0.0001819142,3.3889686e-05,2.6312988e-05,0.99998677,0.0005320766,0.0011780642,0.2699467,0.0013962714,0.28534722,0.0003719254,0.12576368
"בנוסף הפנה הסניגור לנזקים הכלכליים שיגרום מאסר למשפחתו הגרעינית של הנאשם, ויותיר את אשתו ושלושת ילדיו הפעוטים ללא פרנסה וללא עזרה.",0.00011927171,0.9999962,2.696933e-05,8.910297e-06,0.00056203693,0.0010464625,0.0011013115,0.5637169,0.074068874,0.00030803893,0.0006483411
"נוכח השיקום המשמעותי שעבר הנאשם, עתר הסניגור לסטות ממתחם העונש ההולם, ולהפנות את הנאשם לקבל חוות דעת הממונה על עבודות השירות.",0.00012128903,2.9687435e-05,1.89319e-05,0.9999875,0.00044698193,0.0009170308,0.00035890046,0.001598254,0.016710663,0.00011336576,0.002245126
"הוא התנגד לחילוט המזומן בסך 27,000 ₪ שנתפסו אצל הנאשם, כדי שלא לגרום חרפת רעב למשפחתו והפנה לפסיקה שבה שופטים נמנעו מחילוט על מנת לא למנוע מהמשפחה צרכים בסיסיים.",0.7971733,0.9999964,0.99770325,8.958754e-06,0.00077832036,0.0067444053,0.08288595,0.15504931,0.017232282,0.00014469023,0.00047158147
"הנאשם בדברו האחרון, הזכיר את ילדותו המורכבת ואת השינויים שערך בחייו.",0.0001547982,0.9999956,2.0812224e-05,9.187757e-06,0.00046558862,0.0009796998,0.0010387914,0.031932272,0.6059191,0.00021067585,0.00046372035
"לאחר שהשתחרר מהמעצר לקח עצמו בידיים, הפסיק בבת אחת את השימוש בסמים, כל בדיקות השתן שמסר נמצאו תקינות, קיים פגישות עם העובדת הסוציאלית כל שבוע במשך שנתיים, שיתף פעולה בכל הקורסים על מנת לעלות על דרך המלך, למד מקצוע, פתח עסק עצמאי, ואפילו העסיק שני עובדים שנשלחו אליו דרך העובדת הסוציאלית.",0.00015346592,0.9999962,0.9376603,8.82843e-06,0.0008641099,0.0017864914,0.0026255571,0.338773,0.029267816,0.012466063,0.008783898
"כיום הוא מנהל חיים נורמטיביים, ללא קשר לפלילים.",0.00015854307,0.99999595,2.150319e-05,9.183281e-06,0.0004887641,0.0010772399,0.0004994229,0.039606616,0.023581853,0.0001623782,0.0004631487
"הנאשם עתר לקבל הזדמנות ולהתחשב בדרך שעבר, בצומת הדרכים שנמצא בו ובילדיו שקשורים אליו.",0.00023763142,0.9999944,3.310857e-05,0.999987,0.00054686517,0.0011024332,0.0128108375,0.087369755,0.09195195,0.00020067251,0.0004270955
