,verdict,text,reject,reject-predicted,PUNISHMENT-predicted,GENERAL_CIRCUM-predicted,CIRCUM_OFFENSE-predicted,CONFESSION-predicted,CONFESSION_LVL2-predicted,CIR_TYPE_WEP-predicted,CIR_PURPOSE-predicted,CIR_PLANNING-predicted,CIR_MONEY_PAID_WEP-predicted,CIR_HELD_WAY_WEP-predicted,REGRET-predicted,RESPO-predicted,CIR_USE-predicted,CIR_STATUS_WEP-predicted,CIR_OBTAIN_WAY_WEP-predicted,CIR_BUYER_ID_WEP-predicted,CIR_AMMU_AMOUNT_WEP-predicted
29,ME-15-02-9111-399,"נוכח כך, סבורה המאשימה כי יש לגזור על הנאשם עונש ברף הגבוה של המתחם.",,0.9993844748759134,,,,,,,,,,,,,,,,,
30,ME-15-02-9111-399,בפתח טיעוניו לעונש ציין הסנגור כי אין חולק שמדובר בעבירות חמורות.,,0.9985511101109467,,,,,,,,,,,,,,,,,
31,ME-15-02-9111-399,יחד עם זאת יש להביא בחשבון את נסיבות החזקת הנשק ואת נסיבותיו של הנאשם.,,0.9997496229749807,,,,,,,,,,,,,,,,,
32,ME-15-02-9111-399,מדובר במי שזו הסתבכותו הראשונה בפלילים שעד אליה ניהל  אורח חיים נורמטיבי ויציב.,,0.0064670247164368205,0.0004750449536149947,0.9998611390821397,0.0018142427223735325,1.9332563705932902e-05,,,,,,,,,,,,,
33,ME-15-02-9111-399,"ב""כ הנאשם ציין כי אף התרשמות שירות המבחן משולחו היתה חיובית.",,8.701772850430874e-06,0.0005536319121893336,1.905108900215091e-06,0.0019319533793598458,1.907399985157325e-05,,,,,,,,,,,,,
34,ME-15-02-9111-399,עיון בתסקיר מלמד כי מדובר בתסקיר חיובי.,,0.00014949999425663933,0.00017701629297471773,0.999502105600122,0.001750184214060811,1.9748462360059677e-05,,,,,,,,,,,,,
35,ME-15-02-9111-399,"הסנגור הוסיף כי יש להביא בחשבון את הודייתו המיידית של הנאשם עוד במשטרה וכן את נטילת האחריות על ידו על מעשיו, הן בפני בית המשפט והן בפני שירות המבחן.",,0.0012444903680802629,0.00031035687043840383,1.455548105868182e-07,0.0019453137414222107,0.9997407977803465,0.9996148640081263,,,,,,1.1534636746158938e-05,0.9994380016021939,,,,,
36,ME-15-02-9111-399,"בנסיבותיו האישיות מנה הסנגור, בין היתר, את העובדה  שלנאשם נולדה בת  שעד היום לא זכה לראותה.",,0.001052398328643639,0.000245952673273986,0.9988483175010576,0.0016819616719909848,1.8820461805139467e-05,,,,,,,,,,,,,
37,ME-15-02-9111-399,"לאור התסקיר ולאור הודייתו המהירה של הנאשם במשטרה סבור בא כוחו כי ניתן להסתפק בימי המעצר, שהחל ביום 25.1.15.",,0.001159372204290484,0.0001136199262942355,0.018618284948537896,0.001824234987381473,0.9992205722753492,0.9993656381396916,,,,,,1.194501842393365e-05,1.2644120612298733e-05,,,,,
38,ME-15-02-9111-399,בדברו האחרון אמר הנאשם כי הוא יודע שעשה טעות והבטיח לבית המשפט כי לא יחזור על מעשיו.,,0.006568280691259697,0.0004360371096445947,3.3544479007996834e-08,0.0026214721408673192,0.9997588042437363,1.3701121439629552e-05,,,,,,0.981836891128822,1.2297453067523134e-05,,,,,
39,ME-15-02-9111-399,הוא ביקש להשתחרר לביתו על מנת שיוכל להיות לצד אשתו ובתו.,,0.017675820574796035,0.00022368245552140839,0.9929865909228304,0.002047373202946569,2.1712706347910695e-05,,,,,,,,,,,,,
40,ME-15-02-9111-399,"מתחם העונש ההולם נקבע בהתאם לעיקרון ההלימה ולשם כך נדרש בית המשפט להתחשב בערכים החברתיים שנפגעו מביצוע העבירה, במידת הפגיעה בהם, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה.",,0.9996883920193197,,,,,,,,,,,,,,,,,
41,ME-15-02-9111-399,"בענייננו, מדובר אמנם בעבירות חמורות מעצם טיבן, בהיותן עבירות נשק.",,0.9992290831722943,,,,,,,,,,,,,,,,,
42,ME-15-02-9111-399,"יחד עם זאת, מדובר בעבירות של החזקה ונשיאה אשר נקבע לגביהן כי הן מצויות במדרג הנמוך של עבירות הנשק.",,0.9992935505784406,,,,,,,,,,,,,,,,,
43,ME-15-02-9111-399,"בנוסף, יש להביא בחשבון, בנסיבות הקשורות לביצוע העבירה, את סוג הנשק שבו מדובר וכמות התחמושת שנתפסה.",,0.9954743620177797,,,,,,,,,,,,,,,,,
44,ME-15-02-9111-399,"בהתחשב במכלול הנסיבות של ביצוע העבירה, הפגיעה בערכים המוגנים ומדיניות הענישה הנוהגת, אני קובע כי מתחם העונש הראוי במקרה זה נע בין מאסר בפועל לתקופה של 10 עד 36 חודשים.",,0.008124073285510059,0.9979693701855382,3.16889037924254e-08,0.0018522493016941456,1.929130163701003e-05,,,,,,,,,,,,,
45,ME-15-02-9111-399,"בבואי לגזור את העונש בתוך המתחם, ראיתי להביא בחשבון את עברו הנקי של הנאשם.",,3.09989306877113e-05,0.00014045643180726357,0.9994433688142651,0.0019945266479936613,1.9028226684103778e-05,,,,,,,,,,,,,
46,ME-15-02-9111-399,"מדובר במי שניהל, עד הסתבכותו בתיק זה, אורח חיים נורמטיבי ויציב.",,0.0013553502451575485,0.00010447381578538502,0.9998752526025855,0.0016372185451648254,1.9108881170718536e-05,,,,,,,,,,,,,
47,ME-15-02-9111-399,מתסקיר שירות המבחן עולה כי לא מדובר בבעל דפוסי התנהגות עבריינים או אלימים.,,0.0017542354860152875,0.0003207301952238454,0.9996358802202752,0.0018757093017326895,1.8279976866447815e-05,,,,,,,,,,,,,
48,ME-15-02-9111-399,"נהפוך הוא, קצינת המבחן התרשמה כי הנאשם ניחן בתפיסת עולם ובעמדות המצביעות על הסתייגות והתנגדות לשימוש באלימות כלפי האחר.",,0.0003955056944128423,0.00040408956110015007,0.9382694508906684,0.0021808560981414326,1.8560383506776976e-05,,,,,,,,,,,,,
49,ME-15-02-9111-399,"בנוסף, הבאתי בחשבון את הודייתו המיידית של הנאשם אשר לא זו בלבד שהביאה לחיסכון בזמן שיפוטי יקר וחסכה את הצורך בהעדת עדי התביעה אלא היא מבטאת גם הודייה ונטילת אחריות מצדו ביחס למעשיו.",,0.0029550509417131873,0.0002802963593559177,3.5711006736239803e-08,0.0021589223327499194,0.9997470386919901,0.9996512773172489,,,,,,1.2468425596343845e-05,0.9992662325067823,,,,,
50,ME-15-02-9111-399,לאור השיקולים לקולא אני מוצא לגזור את עונשו של הנאשם ברף התחתון של המתחם.,,0.9993417471856535,,,,,,,,,,,,,,,,,
51,ME-15-02-9111-399,"אשר על כן, אני גוזר על הנאשם את העונשים הבאים:",,0.9991780103593889,,,,,,,,,,,,,,,,,
52,ME-15-02-9111-399,1	10 חודשי מאסר בפועל שמניינם יחל מיום מעצרו בתיק זה – 25.1.15.,,0.006903231738117843,0.9991345519685289,6.111894554928032e-08,0.0016782132537736842,1.8563797999570694e-05,,,,,,,,,,,,,
53,ME-15-02-9111-399,2	5 חודשי מאסר על תנאי לבל יעבור משך 3 שנים את העבירה בה הורשע בתיק זה.,,0.0023955780233802563,0.9992517862225267,4.436761891866141e-08,0.0016153770926648587,1.8685325597439552e-05,,,,,,,,,,,,,
54,ME-15-02-9111-399,זכות ערעור לבית המשפט העליון תוך 45 יום.,,0.9996689685217207,,,,,,,,,,,,,,,,,
55,ME-15-02-9111-399,"54678313ניתן היום,  ז' תשרי תשע""ו, 20 ספטמבר 2015,  בנוכחות הצדדים.",,0.9996603909449352,,,,,,,,,,,,,,,,,
56,ME-15-02-9111-399,נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,,0.999385460275538,,,,,,,,,,,,,,,,,
57,ME-15-02-9111-399,"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",,0.9993795200025983,,,,,,,,,,,,,,,,,
