feature_key,text,extraction
CIR_TYPE_WEP,"עם זאת, החזקת רימון הלם, לכשעצמה, בנסיבות שבהן לא נעשה שימוש ברימון, והוא לא גרם כל נזק, מצויה במדרג החומרה הנמוך של עבירות הנשק.",['רימון הלם/גז']
CIR_TYPE_WEP,"סבורני שבעניינו של הנאשם, מדובר בנסיבות חמורות יותר, באופן המציב את מעשיו ברף חומרה גבוה יותר של עבירות הנשק, וזאת בשל מכלול נסיבות החזקת הרימון, כפי שפורטו בהרחבה לעיל, ובעיקר, מיקום החזקת הרימון, בקרבת האצטדיון, ועיתוי ההחזקה, בסמיכות זמנים למשחק כדורגל, בין קבוצות יריבות, שניסיון העבר מלמד שלא נדרש מאמץ גדול במיוחד, כדי ליצור מצב נפיץ, העלול להתדרדר בקלות לסכנה ממשית לחיי אדם.",['רימון רסס']
CIR_USE,"בהגיע השוטרים לחניון, בעת שהתקרבו לעבר הנאשם ואחרים, תפס הנאשם בידו רימון הלם מסוג M7920 (להלן: ""הרימון"") שהיה מונח ברכב, אותו החזיק, ללא רשות על פי דין, והשליכו אל מתחת לרכב.",['זריקת רימון']
CIR_USE,"לא ניתן להתעלם, מהשלכת הרימון מתחת לרכב, באופן שיש בו כדי ללמד על חוסר האחריות שנהג הנאשם ברימון, ואף על ניסיונו להרחיק את עצמו ממעשי העבירה.",['זריקת רימון']
CONFESSION,"על יסוד הודאתו, מורשע בזאת הנאשם בנוסף בעבירה של התקהלות אסורה, לפי סעיף 151, לחוק העונשין, תשל""ז-1977.",['כן']
CONFESSION,"הנאשם הורשע על יסוד הודאתו, לאחר שחזר בו מכפירתו, במסגרת הסדר טיעון, בכתב אישום מתוקן, בעבירות של החזקת נשק, לפי סעיף 144(א) לחוק העונשין, התשל""ז-1977 (להלן: ""חוק העונשין""), והתקהלות אסורה, לפי סעיף 151 לחוק העונשין.",['כן']
CONFESSION,"יינתן משקל הולם לקולה לתיקון כתב האישום, באמצעות מחיקת עבירה של נשיאת נשק, שיוחסה לנאשם במקור, להודאת הנאשם, לגילו הצעיר יחסית, להשתלבותו בשוק העבודה, ולזמן שחלף מאז הרשעתו האחרונה.",['כן']
PUNISHMENT_ACTUAL,"7 וחצי חודשי מאסר לריצוי בפועל, שמניינם מיום מעצרו ה-12.12.2015.",['7 וחצי חודשי מאסר בפועל']
PUNISHMENT_SUSPENDED,"הצדדים הגיעו להסדר טיעון, לפיו יעתרו במשותף להטלת עונש של 7 וחצי חודשי מאסר בפועל, מאסר מותנה, קנס והרחקה למשך 4 שנים ממגרשי כדורגל ומאירועי ספורט.",['7 וחצי חודשי מאסר על תנאי']
PUNISHMENT_SUSPENDED,"בנסיבות המתוארות סבורני שמתחם העונש ההולם, בעניינו של הנאשם, נע בין 6 חודשי מאסר ל-20 חודשי מאסר, מאסר מותנה, קנס הנע בין 5,000 ₪ ל-20,000 ₪, והרחקה ממגרשי כדורגל ומאירועי ספורט.",['הנאשם קיבל מאסר על תנאי של 6 חודשים']
PUNISHMENT_SUSPENDED,"10 חודשי מאסר מותנים למשך שלוש שנים, מיום שחרורו ממאסר, והתנאי הוא שהנאשם לא יעבור כל עבירת נשק.",['10 חודשי מאסר על תנאי']
PUNISHMENT_FINE,"קנס בסך 15,000 ₪ או 150 ימי מאסר תמורתו.","['15,000 ₪']"
PUNISHMENT_FINE,"הקנס ישולם ב-5 תשלומים חודשיים שווים ורצופים בסך 3,000 ₪ או 30 יום מאסר כנגד כל תשלום ותשלום.","['הקנס שקיבל הנאשם הוא 3,000 ש""ח']"
PUNISHMENT_FINE,"לאור עמדת המאשימה, ולפנים משורת הדין, ישולם הקנס ב- 10 תשלומים חודשיים שווים ורצופים בסף 1,500 ₪ כל אחד, או 15 ימי מאסר כנגד כל תשלום ותשלום.","['15,000 ש""ח (חמש עשרה אלף שקלים חדשים)']"
